Date,Brazil_Interbank_Rate,Brazil_Policy_Rate,Chile_Interbank_Rate,Chile_Policy_Rate,Colombia_Interbank_Rate,Colombia_Policy_Rate,Czech Republic_10Y_Bond,Czech Republic_Interbank_Rate,Greece_10Y_Bond,Hungary_10Y_Bond,Indonesia_Interbank_Rate,Kuwait_Interbank_Rate,Kuwait_Policy_Rate,Malaysia_10Y_Bond,Malaysia_Interbank_Rate,Mexico_10Y_Bond,Mexico_Interbank_Rate,Peru_Interbank_Rate,Peru_Policy_Rate,Philippines_10Y_Bond,Philippines_Interbank_Rate,Philippines_Policy_Rate,Poland_10Y_Bond,Poland_Interbank_Rate,Qatar_Interbank_Rate,South Africa_10Y_Bond,South Africa_Interbank_Rate,South Korea_10Y_Bond,South Korea_Interbank_Rate,South Korea_Policy_Rate,Thailand_10Y_Bond,Thailand_Interbank_Rate,Thailand_Policy_Rate,Turkey_Policy_Rate
1974-01-01,18.0,,,,,14.0,,,,,,,,,4.232,,,,9.5,,,,,,,8.25,,19.3,,11.0,,,,8.75
1974-02-01,18.0,,,,,16.0,,,,,,,,,1.823,,,,9.5,,,,,,,8.25,,20.0,,11.0,,,,8.75
1974-03-01,18.0,,,,,16.0,,,,,,,,,4.069,,,,9.5,,,,,,,8.25,,20.7,,11.0,,,,8.75
1974-04-01,18.0,,,,,16.0,,,,,,,,,2.431,,,,9.5,,,,,,,8.25,,21.4,,11.0,,,,8.75
1974-05-01,18.0,,,,,16.0,,,,,,,,,3.279,,,,9.5,,,,,,,8.25,,21.6,,11.0,,,,8.75
1974-06-01,18.0,,,,,16.0,,,,,,,,,5.582,,,,9.5,,,,,,,8.5,,21.7,,11.0,,,,8.75
1974-07-01,18.0,,,,,16.0,,,,,,,,,3.463,,,,9.5,,,,,,,9.25,,21.5,,11.0,,,,8.75
1974-08-01,18.0,,,,,16.0,,,,,,,,,3.844,,,,9.5,,,,,,,9.75,,21.3,,11.0,,,,8.75
1974-09-01,18.0,,,,,16.0,,,,,,,,,2.864,,,,9.5,,,,,,,9.75,,21.0,,11.0,,,,8.75
1974-10-01,18.0,,,,,16.0,,,,,,,,,3.298,,,,9.5,,,,,,,9.75,,20.9,,11.0,,,,9.0
1974-11-01,18.0,,,,,16.0,,,,,,,,,4.176,,,,9.5,,,,,,,9.75,,21.1,,11.0,,,,9.0
1974-12-01,18.0,,,,,16.0,,,,,,,,,2.917,,,,9.5,,,,,,,9.5,,21.1,,11.0,,,,9.0
1975-01-01,18.0,,,,,16.0,,,,,,,5.5,,3.117,,,,9.5,,,,,,,9.5,,20.9,,11.0,,,,9.0
1975-02-01,18.0,,,,,16.0,,,,,,,5.5,,2.862,,,,9.5,,,,,,,9.5,,20.7,,11.0,,,,9.0
1975-03-01,18.0,,,,,16.0,,,,,,,5.5,,4.356,,,,9.5,,,,,,,9.5,,20.8,,11.0,,,,9.0
1975-04-01,18.0,,,,,16.0,,,,,,,5.5,,3.508,,,,9.5,,,,,,,9.5,,20.6,,11.0,,,,9.0
1975-05-01,18.0,,,,,16.0,,,,,,,5.5,,5.335,,,,9.5,,,,,,,9.5,,20.9,,11.0,,,,9.0
1975-06-01,18.0,,,,,16.0,,,,,,,5.5,,3.599,,,,9.5,,,,,,,9.5,,21.1,,11.0,,,,9.0
1975-07-01,18.0,,,,,16.0,,,,,,,5.5,,4.976,,,,9.5,,,,,,,9.5,,21.5,,11.0,,,,9.0
1975-08-01,18.0,,,,,16.0,,,,,,,5.5,,4.789,,,,9.5,,,,,,,10.0,,21.5,,11.0,,,,9.0
1975-09-01,18.0,,,,,16.0,,,,,,,5.5,,5.007,,,,9.5,,,,,,,10.0,,21.2,,11.0,,,,9.0
1975-10-01,18.0,,,,,16.0,,,,,,,5.5,,4.48,,,,9.5,,,,,,,10.0,,21.2,,11.0,,,,9.0
1975-11-01,18.0,,,,,16.0,,,,,,,5.5,,4.95,,,,9.5,,,,,,,10.0,,21.3,,14.0,,,,9.0
1975-12-01,18.0,,,,,16.0,,,,,,,5.5,,4.562,,,,9.5,,,,,,,10.0,,21.5,,14.0,,,,9.0
1976-01-01,18.0,,,,,16.0,,,,,,,5.5,,5.166,,,,9.5,,,,,,,10.17,,21.4,0.0,14.0,,,,9.0
1976-02-01,18.0,,,,,16.0,,,,,,,5.5,,3.582,,,,9.5,,,,,,,10.02,,21.4,0.0,14.0,,,,9.0
1976-03-01,22.0,,,,,16.0,,,,,,,5.5,,3.905,,,,9.5,,,,,,,9.92,,21.3,0.0,14.0,,,,9.0
1976-04-01,22.0,,,,,16.0,,,,,,,5.5,,4.229,,,,9.5,,,,,,,9.989999999,10.44311377245506,21.7,0.0,14.0,,,,9.0
1976-05-01,28.0,,,,,16.0,,,,,,,5.5,,4.249,,,,9.5,,,,,,,10.01,10.44311377245506,21.3,0.0,14.0,,,,9.0
1976-06-01,28.0,,,,,16.0,,,,,,,5.5,,4.622,,,,9.5,,,,,,,10.04,8.354491017964044,21.4,0.0,14.0,,,,9.0
1976-07-01,28.0,,,,,20.0,,,,,,,5.5,,3.969,,,,12.5,,,,,,,10.02,8.354491017964044,21.4,,14.0,,,,9.0
1976-08-01,28.0,,,,,20.0,,,,,,,5.5,,4.279,,,,12.5,,,,,,,10.5,8.876646706586797,21.5,17.5,14.0,,,,9.0
1976-09-01,28.0,,,,,20.0,,,,,,,5.5,,5.068,,,,12.5,,,,,,,11.239999999,8.615568862275422,21.8,18.3,14.0,,,,9.0
1976-10-01,28.0,,,,,20.0,,,,,,,5.5,,4.242,,,,12.5,,,,,,,11.229999999,8.615568862275422,22.2,17.8,14.0,,,,9.0
1976-11-01,28.0,,,,,20.0,,,,,,,5.5,,3.851,,,,12.5,,,,,,,11.099999999,8.354491017964047,22.2,18.1,14.0,,,,9.0
1976-12-01,28.0,,,,,20.0,,,,,,,5.5,,3.468,,,,12.5,,,,,,,11.0,8.8766467065868,21.8,17.8,14.0,,,,9.0
1977-01-01,28.0,,,,,20.0,,,,,,,5.5,,3.111,,,,12.5,,12.9,,,,,11.17,8.8766467065868,20.9,18.0,14.0,,,9.0,9.0
1977-02-01,28.0,,,,,20.0,,,,,,,5.5,,2.891,,,,12.5,,12.5,,,,,11.109999999,8.8766467065868,21.0,18.2,14.0,,,9.0,9.0
1977-03-01,28.0,,,,,20.0,,,,,,,5.5,,3.117,,,,14.5,,13.2,,,,,11.079999999,8.8766467065868,22.0,18.6,14.0,,,9.0,9.0
1977-04-01,28.0,,,,,20.0,,,,,,,5.5,,3.633,,,,14.5,,13.2,,,,,11.26,8.8766467065868,21.7,17.6,14.0,,,9.0,9.0
1977-05-01,28.0,,,,,20.0,,,,,,,5.5,,3.213,,,,14.5,,11.8,,,,,11.05,8.354491017964047,22.1,18.2,14.0,,,9.0,9.0
1977-06-01,28.0,,,,,20.0,,,,,,,5.5,,3.326,,,,14.5,,9.0,,,,,11.099999999,8.354491017964047,20.8,18.3,14.0,,,9.0,9.0
1977-07-01,28.0,,,,,20.0,,,,,,,5.5,,4.361,,,,14.5,,8.2,,,,,11.03,8.354491017964047,20.3,18.4,14.0,,,9.0,9.0
1977-08-01,28.0,,,,,20.0,,,,,,,5.5,,4.538,,,,14.5,,11.9,,,,,11.109999999,8.615568862275422,19.4,18.0,14.0,,,9.0,9.0
1977-09-01,28.0,,,,,20.0,,,,,,,5.5,,3.657,,,,14.5,,12.6,,,,,10.9,8.615568862275422,20.0,18.3,14.0,,,9.0,9.0
1977-10-01,28.0,,,,,20.0,,,,,,,5.5,,3.022,,,,14.5,,10.6,,,,,10.9,8.615568862275422,29.2,18.0,14.0,,,9.0,9.0
1977-11-01,30.0,,,,,20.0,,,,,,,5.5,,3.763,,,,14.5,,13.5,,,,,10.699999999,8.615568862275422,19.7,17.3,14.0,,,9.0,9.0
1977-12-01,30.0,,,,,20.0,,,,,,,5.5,,4.312,,,,14.5,,14.4,,,,,10.689999999,8.8766467065868,20.5,18.2,14.0,,,9.0,9.0
1978-01-01,30.0,,,,,20.0,,,,,,,5.5,,4.409,,,,14.5,,7.6,,,,,10.88,8.8766467065868,20.4,17.7,14.0,,,9.0,9.0
1978-02-01,30.0,,,,,20.0,,,,,,,5.5,,4.179,,,,14.5,,7.7,,,,,10.8,8.8766467065868,21.0,16.4,14.0,,,10.5,9.0
1978-03-01,30.0,,,,,20.0,,,,,,,5.5,,3.681,,,,14.5,,8.8,,,,,10.75,8.8766467065868,20.7,18.2,14.0,,,10.5,9.0
1978-04-01,30.0,,,,,20.0,,,,,,,5.5,,4.003,,,,14.5,,7.1,,,,,10.67,8.354491017964047,20.2,18.1,14.0,,,10.5,10.0
1978-05-01,30.0,,,,,20.0,,,,,,,5.5,,4.576,,,,14.5,,12.3,,,,,10.579999999,8.145628741470635,20.3,17.2,14.0,,,10.5,10.0
1978-06-01,30.0,,,,,20.0,,,,,,,5.5,,4.767,,,,14.5,,9.0,,,,,10.569999999,8.354491017964047,21.9,19.9,15.0,,,10.5,10.0
1978-07-01,33.0,,,,,20.0,,,,,,,5.5,,4.045,,,,14.5,,9.6,,,,,10.569999999,8.354491017964047,22.1,20.8,15.0,,,10.5,10.0
1978-08-01,33.0,,,,,20.0,,,,,,,5.5,,4.533,,,,24.5,,13.0,,,,,10.339999999,8.093413173652673,22.0,20.9,15.0,,,10.5,10.0
1978-09-01,33.0,,,,,20.0,,,,,,,5.5,,4.38,,,,24.5,,13.4,,,,,10.199999999,8.35449101796405,22.3,21.1,15.0,,,10.5,10.0
1978-10-01,33.0,,,,,20.0,,,,,,,5.5,,4.217,,,,24.5,,11.1,,,,,9.89,8.093413173652673,22.5,21.2,15.0,,,10.5,10.0
1978-11-01,33.0,,,,,20.0,,,,,,,5.5,,3.797,,,,28.5,,13.0,,,,,9.78,7.936766466021536,23.2,21.4,15.0,,,10.5,10.0
1978-12-01,33.0,,,,,22.0,,,,,,,5.5,,3.334,,,,28.5,,13.2,,,,,9.719999999,7.832335329341297,22.6,18.9,15.0,,,12.5,10.0
1979-01-01,33.0,,,,,30.0,,,,,,7.11,5.5,,3.215,,,,28.5,,13.4,,,,,9.339999999,7.832335329341297,22.9,18.8,15.0,,,12.5,10.0
1979-02-01,33.0,,,,,30.0,,,,,,7.029999999,5.5,,2.309,,,,28.5,,13.3,,,,,9.069999999,7.310179640718547,23.6,18.8,15.0,,,12.5,10.0
1979-03-01,33.0,,,,,30.0,,,,,,7.459999999,5.5,,4.381,,,,29.5,,13.1,,,,,9.109999999,6.474730537877831,23.8,18.8,15.0,,,12.5,10.0
1979-04-01,33.0,,,,,30.0,,,,,,9.189999999,6.0,,2.226,,,,29.5,,14.2,,,,,9.099999999,6.057005986979628,23.4,18.9,15.0,,,12.5,10.0
1979-05-01,33.0,,,,,30.0,,,,,,8.27,6.0,,3.619,,,,29.5,,14.7,,,,,9.349999999,6.057005986979628,23.7,18.9,15.0,,,12.5,10.75
1979-06-01,33.0,,,,,30.0,,,,,,7.559999999,6.0,,3.789,,,,29.5,,14.9,,,,,9.349999999,6.004790419161664,25.7,18.8,15.0,,,12.5,10.75
1979-07-01,30.0,,,,,30.0,,,,,,7.819999999,6.0,,4.741,,,,29.5,,14.6,,,,,9.489999999,5.430419160632322,25.9,18.8,15.0,,,12.5,10.75
1979-08-01,35.0,,,,,30.0,,,,,,8.199999999,6.0,,4.054,,,,29.5,,14.6,,,,,9.329999999,4.69940119760478,24.7,18.9,15.0,,,12.5,10.75
1979-09-01,35.0,,,,,30.0,,,,,,8.53,6.0,,4.826,,,,29.5,,11.7,,,,,9.17,5.117125747458672,26.0,18.9,15.0,,,12.5,10.75
1979-10-01,35.0,,,,,30.0,,,,,,10.51,6.0,,4.95,,,,29.5,,10.5,,,,,9.15,4.177245508982027,26.5,18.9,15.0,,,12.5,10.75
1979-11-01,35.0,,,,,30.0,,,,,,10.939999999,6.0,,3.365,,,,29.5,,11.7,,,,,9.339999999,4.177245508982027,28.1,18.9,15.0,,,12.5,10.75
1979-12-01,35.0,,,,,30.0,,,,,,10.38,6.0,,3.797,,,,29.5,,16.3,,,,,9.319999999,4.177245508982027,27.9,18.9,15.0,,,12.5,10.75
1980-01-01,41.7477622399991,,,,,30.0,,,,,,9.309999999,6.0,,4.658,,,,29.5,,11.4,,,,,9.239999999,4.438323353293404,29.0,22.7,21.0,,,12.5,10.75
1980-02-01,34.0172908567042,,,,,30.0,,,,,,10.569999999,6.0,,5.108,,,,29.5,,12.2,,,,,9.26,4.333892214524541,29.4,23.9,21.0,,,12.5,10.75
1980-03-01,52.3378124736027,,,,,30.0,,,,,,12.929999999,6.0,,4.295,,,,29.5,,14.1,,,,,9.26,4.438323353293404,32.6,24.6,21.0,,,14.0,14.0
1980-04-01,26.0801629291282,,,,,30.0,,,,,,12.469999999,6.0,,3.425,,,,29.5,,15.5,,,,,9.41,4.438323353293404,31.0,24.6,21.0,,,14.0,14.0
1980-05-01,27.272519000317,,,,,30.0,,,,,,9.4,6.0,,5.099,,,,29.5,,13.2,,,,,9.53,4.69940119760478,30.5,24.8,21.0,,,13.5,14.0
1980-06-01,33.7037391388403,,,,,30.0,,,,,,8.469999999,6.0,,5.215,,,,29.5,,11.3,,,,,9.54,4.69940119760478,30.3,24.0,20.0,,,12.5,14.0
1980-07-01,46.1037411295618,,,,,30.0,,,,,,7.829999999,6.0,,5.666,,,,29.5,,10.5,,,,,9.849999999,4.594970058835917,29.4,23.1,20.0,,,12.5,26.0
1980-08-01,43.2419419569891,,,,,30.0,,,,,,9.16,6.0,,7.633,,,,29.5,,6.5,,,,,10.079999999,4.699401197604778,27.9,23.9,20.0,,,12.5,26.0
1980-09-01,49.8850427797539,,,,,30.0,,,,,,11.0,6.0,,7.029,,,,29.5,,9.7,,,,,10.4,4.699401197604778,26.5,22.2,18.0,,,12.5,26.0
1980-10-01,59.365845045412,,,,,30.0,,,,,,12.559999999,6.0,,5.749,,,,29.5,,9.3,,,,,11.109999999,4.699401197604778,26.1,21.8,18.0,,,13.5,26.0
1980-11-01,60.8437249475225,,,,,30.0,,,,,,13.77,6.0,,5.225,,,,29.5,,13.1,,,,,11.54,4.699401197604778,25.9,19.3,16.0,,,13.5,26.0
1980-12-01,93.3900014507298,,,,,30.0,,,,,,13.75,6.0,,4.085,,,,29.5,,15.7,,,,,11.809999999,4.699401197604778,26.5,19.3,16.0,,,13.5,26.0
1981-01-01,85.6288645667403,,,,,30.0,,,,,,12.21,6.0,,5.355,,,,46.5,,13.5,,,,,12.479999999,7.832335329341296,26.1,17.3,16.0,,,13.5,26.0
1981-02-01,75.5235490937012,,,,,30.0,,,,,,10.929999999,6.0,,5.112,,,,46.5,,13.9,,,,,12.729999999,8.093413173652673,24.7,18.6,16.0,,,13.5,30.25
1981-03-01,80.6145281639438,,,,,30.0,,,,,,11.059999999,6.0,,5.696,,,,46.5,,17.9,,,,,12.75,8.093413173652673,23.7,17.4,16.0,,,13.5,30.25
1981-04-01,69.9780382533499,,,,,30.0,,,,,,10.25,6.0,,4.265,,30.97591812161358,,46.5,,16.3,,,,,12.689999999,8.093413173652673,22.7,17.0,16.0,,,13.5,30.25
1981-05-01,94.4911515379113,,,,,30.0,,,,,,11.15,6.0,,6.082,,30.57727152317889,,44.5,,17.2,,,,,13.049999999,10.44311377245506,22.1,19.0,16.0,,,13.5,31.5
1981-06-01,74.5212760080902,,,,,30.0,,,,,,9.38,6.0,,7.025,,31.13753160746546,,44.5,,17.3,,,,,13.03,10.70419161676644,21.8,19.4,16.0,,,13.5,31.5
1981-07-01,92.2945689097581,,,,,30.0,,,,,,9.25,6.0,,7.519,,34.64993136664668,,44.5,,12.8,,,,,13.02,13.57604790419158,21.6,17.4,16.0,,,14.5,31.5
1981-08-01,98.7281454402532,,,,,30.0,,,,,,9.369999999,6.0,,6.697,,37.3865863937388,,44.5,,14.4,,,,,13.099999999,12.00958083832332,21.2,19.3,16.0,,,14.5,31.5
1981-09-01,92.2945689097581,,,,,30.0,,,,,,8.829999999,6.0,,5.312,,37.60207104154133,,44.5,,13.8,,,,,13.219999999,12.53173652694608,22.7,19.2,16.0,,,14.5,31.5
1981-10-01,101.675711918822,,,,,30.0,,,,,,10.04,6.0,,5.542,,37.60207104154133,,44.5,,15.6,,,,,13.209999999,11.48742514970057,25.6,18.5,16.0,,,14.5,31.5
1981-11-01,90.1207485759007,,,,,30.0,,,,,,9.6,6.0,,4.91,,37.46200602046968,,44.5,,16.2,,,,,13.239999999,11.48742514970057,26.0,17.6,13.0,,,14.5,31.5
1981-12-01,120.962584355223,,,,,30.0,,,,,,9.439999999,6.0,,4.614,,37.27884406983753,,44.5,,15.4,,,,,13.329999999,14.09820359281434,25.2,17.0,11.0,,,14.5,31.5
1982-01-01,101.675711918822,,,,,30.0,,,,,,8.4,6.0,,4.275,,38.03304033714638,,44.5,,11.0,,,,,13.929999999,16.18682634730535,21.3,16.0,5.0,,,14.5,31.5
1982-02-01,86.0524328147166,,,,,30.0,,,,,,8.91,6.0,,4.847,,39.5091101745937,,44.5,,13.0,,,,,14.199999999,18.53652694610774,20.4,15.6,5.0,,,14.5,31.5
1982-03-01,114.353481627861,,,,,30.0,,,,,,10.45,6.0,,5.923,,39.65994942805547,,44.5,,13.1,,,,,14.299999999,20.88622754491013,19.3,14.9,5.5,,,14.5,31.5
1982-04-01,98.953471418589,,,,,30.0,,,,,,11.14,6.0,,5.092,,43.09692956050581,,44.5,,12.9,,,,,14.219999999,17.23113772455086,18.3,14.6,5.5,,,14.5,31.5
1982-05-01,104.201049934818,,,,,29.0,,,,,,11.75,6.0,,7.788,,50.58502107164369,,44.5,,14.5,,,,,14.15,16.97005988023949,16.7,13.0,5.0,,,14.5,31.5
1982-06-01,104.432057461553,,,,,29.0,,,,,,12.849999999,6.0,,5.062,,59.39834316676713,,44.5,,10.9,,,,,14.489999999,17.23113772455087,16.3,15.1,5.0,,,14.5,31.5
1982-07-01,115.563546554714,,,,,29.0,,,,,,12.369999999,6.0,,5.492,,59.3121493076461,,44.5,,9.2,,,,,14.699999999,17.49221556886225,14.5,13.3,5.0,,,14.5,31.5
1982-08-01,140.313671904112,,,,,29.0,,,,,,11.819999999,6.0,,6.577,,60.30337868753773,,44.5,,10.9,,,,,14.089999999,17.23113772455088,15.0,13.3,5.0,,,13.5,31.5
1982-09-01,119.231412184196,,,,,29.0,,,,,,12.28,6.0,,6.717,,57.04956050571954,,44.5,,13.9,,,,,12.719999999,19.84191616766465,16.4,13.4,5.0,,,13.5,31.5
1982-10-01,133.175189521569,,,,,29.0,,,,,,9.699999999,6.0,,5.929,,44.43293437688148,,44.5,,11.0,,,,,12.189999999,17.75329341317364,17.5,13.6,5.0,,,12.5,31.5
1982-11-01,156.046170803763,,,,,27.0,,,,,,7.199999999,6.0,,6.348,,46.25377965081284,,44.5,,10.4,,,,,11.8,16.70898203592813,17.5,13.8,5.0,,,12.5,31.5
1982-12-01,173.924190555773,,,,,27.0,,,,,,6.179999999,6.0,,6.559,,55.26103792895854,,44.5,,16.299999999,,,,,11.309999999,15.66467065868262,15.8,13.5,5.0,,,12.5,31.5
1983-01-01,125.219158896082,,,,,27.0,,,,,16.949999999,5.679999999,6.0,,6.858,,60.15253943407594,,44.5,,11.4,,,,,10.579999999,13.05389221556885,13.7,13.7,5.0,,,11.5,31.5
1983-02-01,118.985119372205,,,,,27.0,,,,,17.189999999,5.72,6.0,,5.705,,61.98415894039743,,44.5,,14.5,,,,,11.4,9.92095808383232,13.4,13.4,5.0,,,11.5,31.5
1983-03-01,194.874210198238,,,,,27.0,,,,,18.549999999,6.099999999,6.0,,5.161,,65.61507525587002,,44.5,,14.8,,,,,12.25,11.48742514970058,12.9,13.7,5.0,,,11.5,31.5
1983-04-01,250.60223150179,,,,,27.0,,,,,15.51,7.239999999,6.0,,5.634,,65.58275255869965,,44.5,,11.2,,,,,11.989999999,12.53173652694608,13.0,13.6,5.0,,,11.5,31.5
1983-05-01,249.845059693564,,,,,27.0,,,,,9.03,7.069999999,6.0,,7.164,,65.11946056592421,,44.5,,13.3,,,,,12.25,12.00958083832333,13.0,13.2,5.0,,,11.5,31.5
1983-06-01,267.24921300596,,,,,27.0,,,,,8.03,6.449999999,6.0,,6.499,,64.42990969295612,,44.5,,13.1,,,,,13.119999999,14.09820359281434,12.9,13.2,5.0,,,11.5,31.5
1983-07-01,236.834850407181,,,,,27.0,,,,,10.02,6.709999999,6.0,,6.946,,63.49255147501508,,60.0,,13.6,,,,,13.29,14.88143712574847,12.8,12.7,5.0,,,11.5,28.0
1983-08-01,218.669769143869,,,,,27.0,,,,,8.959999999,7.089999999,6.0,,6.624,,62.42590246839256,,60.0,,16.4,,,,,13.4,16.18682634730535,13.0,12.7,5.0,,,11.5,28.0
1983-09-01,185.946562821908,,,,,27.0,,,,,13.03,7.09,6.0,,6.375,,60.34647561709813,,60.0,,15.6,,,,,13.14,17.49221556886223,13.0,12.6,5.0,,,11.5,28.0
1983-10-01,202.729066458364,,,,,27.0,,,,,13.16,7.45,6.0,,6.616,,59.35524623720649,,60.0,,23.7,,,,,13.29,17.49221556886223,13.0,12.6,5.0,,,11.5,28.0
1983-11-01,193.583381233851,,,,,27.0,,,,,13.03,7.34,6.0,,7.112,,57.65291751956651,,60.0,,20.1,,,,,13.63,16.44790419161673,13.1,12.6,5.0,,,11.5,28.0
1983-12-01,194.228146821361,,,,,27.0,,,,,14.52,7.419999999,6.0,,7.635,,57.32969054786271,,60.0,,31.0,,,,,13.64,19.58083832335325,13.1,12.0,5.0,,,13.0,48.5
1984-01-01,223.916924790597,,,,,27.0,,,,,19.329999999,7.319999999,6.0,,7.438,,56.94181818181813,,60.0,,25.4,,,,,14.13,19.63305389117121,13.9,11.3,5.0,,,13.0,48.5
1984-02-01,295.48190837293,,,,,27.0,,,,,18.219999999,7.08,6.0,,5.62,,55.19639253461767,,60.0,,21.0,,,,,13.799999999,19.42419161572211,13.7,11.2,5.0,,,13.0,48.5
1984-03-01,259.806220413012,,,,,27.0,,,,,16.469999999,7.25,6.0,,6.858,,51.50083082372688,,60.0,,8.7,,,,,13.78,19.58083832335325,13.6,10.8,5.0,,,13.0,48.5
1984-04-01,217.976066517388,,,,,27.0,,,,,,7.559999999,6.0,,6.661,,52.20115593016252,,60.0,,18.2,,,,,14.459999999,19.31976047904186,13.2,11.9,5.0,,,13.0,48.5
1984-05-01,206.058165285615,,,,,27.0,,,,,,8.739999999,6.0,,7.627,,52.58902829620707,,60.0,,35.5,,,,,14.859999999,19.16311377141073,14.1,11.8,5.0,,,13.0,52.0
1984-06-01,219.712924545799,,,,,27.0,,,,,,10.78,6.0,,7.654,,54.58226128838046,,60.0,,41.3,,,,,14.719999999,19.31976047904187,14.4,12.0,5.0,,,13.0,52.0
1984-07-01,292.109547938817,,,,,27.0,,,,,,10.869999999,6.0,,8.603,,54.80852016857312,,60.0,,39.0,,,,,15.429999999,20.62514970059875,14.4,12.1,5.0,,,13.0,52.0
1984-08-01,242.726320586347,,,,,27.0,,,,,,10.349999999,6.0,,8.688,,54.46374473208907,,60.0,,27.7,,,,,16.0,24.22802395105144,14.7,11.7,5.0,,,13.0,52.0
1984-09-01,285.03063554514,,,,,27.0,,,,,,10.229999999,6.0,,8.384,,54.25903431667665,,60.0,,36.4,,,,,16.599999999,24.01916167664664,14.6,11.4,5.0,,,13.0,52.0
1984-10-01,328.415994543546,,,,,27.0,,,,,,9.17,6.0,,13.519,,52.82606140878984,,60.0,,39.8,,,,,16.469999999,24.01916167664664,14.8,11.4,5.0,,,13.0,52.0
1984-11-01,244.586684202391,,,,,27.0,,,,,,8.65,6.0,,6.065,,53.2570307043949,,60.0,,29.6,,,,,16.209999999,22.191616766467,15.2,10.9,5.0,,,12.0,52.0
1984-12-01,272.022491472134,,,,,27.0,,,,,,8.939999999,6.0,,6.733,,52.98767489464175,,60.0,,17.2,,,,,16.26,22.97485029940112,15.2,10.2,5.0,,,12.0,52.0
1985-01-01,378.756387651088,,,,,27.0,,,,,9.579999999,9.0,6.0,,6.699,,52.48128597230579,,65.7340339299319,,18.1,,,,,16.88,23.75808383233525,15.0,9.1,5.0,,,12.0,52.0
1985-02-01,287.93117113224,,,,,27.0,,,,,12.16,8.569999999,6.0,,8.026,,53.19238531005413,,71.5458492944178,,18.5,,,,,17.42,22.45269461077837,15.0,9.3,5.0,,,12.0,52.0
1985-03-01,337.613235684369,,,,,27.0,,,,,13.229999999,8.729999999,6.0,,7.568,,59.81853822998187,,71.5458492944178,,25.0,,,,,17.299999999,24.28023952095801,15.0,9.7,6.75,,,12.0,52.0
1985-04-01,346.045134211016,,,,,27.0,,,,,12.16,8.209999999,6.0,,6.441,,63.32016375677296,,71.5458492944178,,21.0,,,,,16.559999999,23.49700598802389,14.8,9.8,5.0,,,12.0,52.0
1985-05-01,302.736625608747,,,,,27.0,,,,,10.679999999,7.639999999,6.0,,7.7,,63.0508079470198,,71.5458492944178,,20.3,,,,,16.25,21.66946107784426,14.6,9.5,5.0,,,12.0,52.0
1985-06-01,239.768880302957,,,,,27.0,,,,,9.239999999,7.059999999,6.0,,7.2386,,68.71805418422629,,71.5458492944178,,21.9,,,,,15.479999999,18.27544910179636,13.7,9.1,6.58,,,12.0,52.0
1985-07-01,214.871501770802,,,,,27.0,,,,,6.86,7.229999999,6.0,,6.6667,,75.31188440698367,,71.5458492944178,,15.2,,,,,15.339999999,19.05868263473049,13.1,9.5,5.0,,,11.0,52.0
1985-08-01,194.874210198238,,,,,27.0,,,,,8.339999999,6.849999999,6.0,,7.71,,79.42764118001195,,71.5458492944178,,9.3,,,,,16.15,15.92574850299397,12.9,9.5,5.0,,,11.0,52.0
1985-09-01,229.959370705825,,,,,27.0,,,,,10.239999999,6.909999999,6.0,,5.7348,,74.14826730885001,,71.5458492944178,,10.4,,,,,16.75,16.7089820359281,12.8,9.5,6.08,,,11.0,52.0
1985-10-01,237.566172395567,,,,,27.0,,,,,9.849999999,7.049999999,6.0,,6.1148,,68.73960264900657,,42.5760886846176,,13.1,,,,,17.339999999,14.88143712574846,12.3,9.5,5.0,,,11.0,52.0
1985-11-01,229.959370705825,,,,,27.0,,,,,10.219999999,6.72,6.0,,8.5826,,70.33418904274528,,42.5760886846176,,15.0,,,,,17.939999999,13.57604790419158,11.8,9.2,5.0,,,11.0,52.0
1985-12-01,379.76580073034,,,,,27.0,,,,,11.449999999,7.16,6.0,,5.596,,78.68421914509327,,42.5760886846176,,14.4,,,,,18.089999999,14.09820359281434,11.9,8.5,5.42,,,11.0,52.0
1986-01-01,536.077999256095,,,,,24.0,,,,,,6.34,6.0,,7.1,,79.98790126429856,,36.0718625073733,,10.465,,,,,17.619999999,13.05389221556883,11.0,8.9,5.0,,,11.0,52.0
1986-02-01,409.901330666564,,,,,24.0,,,,,,7.04,6.0,,8.0381,,81.00067910897044,,36.0718625073733,,20.546,,,,,17.179999999,12.00958083832333,11.0,9.5,5.0,,,11.0,52.0
1986-03-01,15.1161087700131,,,,,24.0,,,,,,8.12,6.0,,8.5923,,84.42688500903066,,36.0718625073733,,17.631,,,,,17.29,13.05389221556884,11.2,9.6,5.0,,,10.0,52.0
1986-04-01,16.0754517722998,,,,,24.0,,,,,,8.19,6.0,,13.0615,,88.1978663455749,,36.0718625073733,,15.808,,,,,17.359999999,12.53173652694608,11.5,11.0,5.0,,,10.0,52.0
1986-05-01,15.6634109599371,,,,,24.0,,,17.17,,13.55,7.75,6.0,,11.664,,88.84432028898249,,36.0718625073733,,11.588,,,,,17.109999999,10.96526946107782,12.2,10.2,5.0,,,10.0,52.0
1986-06-01,18.4358754343603,,,,,24.0,,,17.09,,12.75,7.75,6.0,,7.775,,92.50755930162546,,36.0718625073733,,11.8,,,,,17.38,11.2263473053892,11.5,9.9,5.0,,,10.0,52.0
