Date,Brazil_Interbank_Rate,Brazil_Policy_Rate,Chile_Interbank_Rate,Chile_Policy_Rate,Colombia_Interbank_Rate,Colombia_Policy_Rate,Czech Republic_10Y_Bond,Czech Republic_Interbank_Rate,Greece_10Y_Bond,Hungary_10Y_Bond,Indonesia_Interbank_Rate,Kuwait_Interbank_Rate,Kuwait_Policy_Rate,Malaysia_10Y_Bond,Malaysia_Interbank_Rate,Mexico_10Y_Bond,Mexico_Interbank_Rate,Peru_Interbank_Rate,Peru_Policy_Rate,Philippines_10Y_Bond,Philippines_Interbank_Rate,Philippines_Policy_Rate,Poland_10Y_Bond,Poland_Interbank_Rate,Qatar_Interbank_Rate,South Africa_10Y_Bond,South Africa_Interbank_Rate,South Korea_10Y_Bond,South Korea_Interbank_Rate,South Korea_Policy_Rate,Thailand_10Y_Bond,Thailand_Interbank_Rate,Thailand_Policy_Rate,Turkey_Policy_Rate
2023-09-01,12.97,19.7482,9.55,,13.2419883563577,15.25,4.49414525260735,7.1,4.08,7.08,,4.1447,4.25,3.723,3.0,9.68,11.5,,,,6.29255752812282,,5.68,5.93,5.8632,12.07,8.19,4.141,3.595,2.0,3.04,2.23,3.0,30.75
2023-10-01,12.65,19.409,9.44,,13.2684760268892,15.25,4.71964925381747,7.01,4.3,7.53,,4.144,4.25,3.854,3.0,,11.5,,,,6.2205200546291,,5.84,5.69,5.8393,12.36,8.18,4.485,3.518,2.0,3.32,2.45,3.0,30.75
2023-11-01,12.17,18.9002,9.0,,13.2588764969204,15.25,4.42380118220012,7.06,3.88,7.01,,4.1875,4.25,3.626,3.0,10.23,11.51,,,,6.40625,,5.54,5.63,5.8549,11.8,8.19,4.117,3.569,2.0,3.1,2.45,3.0,35.75
2023-12-01,11.87,18.5822,8.98,,13.1396549752272,15.0,3.97231297665245,6.77,3.28,6.17,,4.1875,4.25,3.571,3.0,9.39,11.5,,,,6.4095029835445,,5.21,5.54,5.8295,11.53,8.22,3.636,3.635,2.0,2.81,2.45,3.0,43.25
2024-01-01,11.65,18.349,8.25,,12.987606516812,15.0,3.88089289505352,6.55,3.29,5.98,,4.1875,4.25,3.54,3.0,9.31,11.5,,,,6.48007289376374,,5.24,5.55,5.7943,11.42,8.2,3.544,3.472,2.0,2.73,2.45,3.0,43.25
2024-02-01,11.15,17.819,7.25,,12.7358100103582,14.75,3.75955479039873,5.98,3.45,6.22,,4.18575,4.25,3.591,3.0,,11.5,,,,6.49994575488586,,5.36,5.6,5.82,11.63,8.21,3.576,3.585,2.0,2.58,2.45,3.0,43.25
2024-03-01,11.0,17.66,7.24,,12.6721385160334,14.25,3.82376272956848,5.61,3.37,6.48,,4.1667,4.25,3.631,3.01,9.2,11.44,,,,6.5,,5.4,5.59,5.7733,11.91,8.19,3.506,3.464,2.0,2.53,2.45,3.0,43.25
2024-04-01,10.65,17.289,6.56,,12.2313390166605,14.25,4.20470033894857,5.52,3.49,6.97,,4.1771,4.25,3.785,3.01,9.85,11.25,,,,6.51488168151448,,5.67,5.65,5.8276,12.27,8.19,3.618,3.52,2.0,2.68,2.45,3.0,50.75
2024-05-01,10.46,17.0876,6.39,,11.7498738820694,13.75,4.15633887429737,5.11,3.55,6.79,,4.1506,4.25,3.695,3.0,9.64,11.24,,,,6.51795976317995,,5.67,5.63,5.8103,12.05,8.2,3.591,3.53,2.0,2.78,2.45,3.0,50.75
2024-06-01,10.4,17.024,5.88,,11.7502467413529,13.75,4.21118682318115,4.71,3.65,6.8,,4.1806,4.25,3.648,3.01,,11.24,,,,6.52589989562447,,5.73,5.59,5.8212,11.66,8.2,3.4,3.547,2.0,2.75,2.45,3.0,50.75
2024-07-01,10.4,17.024,5.75,,11.2537725795485,13.25,3.95308581353621,4.52,3.5,6.61,,4.1591,4.25,3.525,3.0,9.95,11.25,,,,6.51836407716128,,5.65,5.66,5.8753,11.02,8.22,3.213,3.518,2.0,2.64,2.45,3.0,50.75
2024-08-01,10.4,17.024,5.75,,10.7538605232552,12.75,3.78196190476158,4.36,3.31,6.3,,4.1265,4.25,3.5,3.01,9.74,11.08,,,,6.49969526225251,,5.28,5.72,5.9162,10.73,8.21,3.077,3.532,2.0,2.57,2.45,3.0,50.75
2024-09-01,10.5,17.13,5.53,,10.7502895993397,12.75,3.76805733189901,4.2,3.19,6.22,,4.0327,4.0,3.502,3.01,9.21,10.95,,,,6.353685857,,5.306,5.61,5.5764,10.32,8.13,3.096,3.527,2.0,2.52,2.45,3.0,50.75
2024-10-01,10.65,17.289,5.4,,10.2549353569991,12.25,3.98229870214983,4.05,3.16,6.57,,3.8125,4.0,3.653,3.0,10.06,10.74,,,,6.242813229,,5.6,5.64,5.3009,10.46,7.96,3.146,3.33,1.75,2.47,2.32,2.75,50.75
2024-11-01,11.04,17.7024,5.25,,9.75038426249525,11.75,4.10402622898647,3.89,3.19,6.63,,3.8156,4.0,3.594,3.0,10.02,10.61,,,,6.169840288,,5.66,5.7,5.0231,10.39,7.89,3.08,3.248,1.5,2.43,2.1,2.75,50.75
2024-12-01,11.77,18.4762,5.15,,9.711030533,11.5,4.13310383261151,3.92,3.05,6.44,,3.8409,4.0,3.624,3.0,10.43,10.38,,,,6.055443606,,5.73,5.61,4.82,10.23,7.73,2.863,3.058,1.5,2.29,2.2,2.75,48.25
2025-01-01,12.24,18.9744,5.0,,9.517245765,11.5,4.19597707465952,3.83,3.35,6.82,,3.8355,4.0,3.614,3.0,10.33,10.28,,,,5.888022753,,5.94,5.7,4.7,10.44,7.72,2.848,3.058,1.5,2.35,2.2,2.75,48.25
2025-02-01,13.15,19.939,5.0,,9.520255345,11.5,4.06207940112496,3.73,3.29,6.67,,3.8162,4.0,3.597,3.01,9.85,9.88,,,,5.924850638,,5.83,5.68,4.71132276954874,10.92,7.46,2.872,2.967,1.25,2.27,2.06,2.5,48.25
2025-03-01,13.57,20.3842,5.0,,9.49967150695921,11.5,4.26383894186656,3.72,3.6,7.04,,3.8156,4.0,3.565,3.0,,9.74,,,,5.839756229,,5.86,5.69,4.7242,10.99,7.45,2.855,2.753,1.25,2.12,1.95,2.5,43.25
2025-04-01,14.15,20.999,5.0,,9.49766037596467,11.5,4.0853304136734,3.64,3.44,6.99,,3.8661,4.0,3.368,3.0,9.26,9.28,,,,5.627791874,,5.3,5.72,4.71184387617766,11.45,7.45,2.661,2.769,1.25,1.92,1.94,2.25,43.25
2025-05-01,14.55,21.423,5.0,,9.24578010321941,11.25,4.15581666070938,3.5,3.37,6.95,,3.8482,4.0,3.193,3.0,9.41,9.05,,,,5.629972143,,5.41,5.38,4.67,11.07,7.44,2.618,2.736,1.0,1.86,1.7,2.25,43.25
2025-06-01,14.74,21.6244,,,9.25012778313297,11.25,4.22958353872511,3.5,3.29,7.08,,3.8889,4.0,3.2,3.0,9.39,8.74,,,,5.506940317,6.767773111,5.53,5.25,4.73992395272409,10.6,7.23,2.723,2.519,1.0,1.68,1.7,2.25,43.25
2025-07-01,14.9,21.794,,,9.24733213987417,11.25,4.30022311084029,3.5,3.36,7.02,,3.9375,4.0,3.151,2.82,9.47,8.26,,,,5.317803505,,5.34,5.05,4.75,10.4,7.24,2.74,2.501,1.0,1.54,1.7,2.25,43.25
2025-08-01,14.9,21.794,,,9.24683997187636,11.25,4.34849060701685,3.5,3.37,7.03,,3.9345,4.0,3.082,2.75,9.14,8.09,,,,5.312962746,,5.4,5.03,4.78,10.15,7.0,2.713,2.507,1.0,1.39,1.53,2.0,43.25
2025-09-01,14.9,21.794,,,9.24643890034656,11.25,4.42300951459439,3.5,3.39,6.96,,3.8423,3.75,3.222,2.75,8.79,8.02,,,,5.120544728,,5.47,4.78,4.68501,9.87,6.97,2.748,2.528,1.0,1.35,1.45,2.0,41.25
2025-10-01,14.9,21.794,,,9.24011839979155,11.25,4.4581363099927,3.54,3.3,6.79,,3.6875,3.75,3.243,2.75,8.71,7.81,,,,4.796374384,6.108800004,5.4,4.61,4.5574,9.54,6.99,2.86,2.516,1.0,1.58,1.45,2.0,41.25
2025-11-01,14.9,21.794,,,9.23085328716632,11.25,4.60895305875142,3.56,3.3,6.97,,3.6875,3.75,3.236,2.75,8.96,7.61,,,,4.795671234,,5.28,4.34,4.29858,9.12,6.89,3.18,2.513,1.0,1.74,1.45,2.0,41.25
2025-12-01,14.9,21.794,,,9.20443718830503,11.25,4.64783589681164,3.53,3.44,6.89,,3.5489,3.5,3.254,2.77,9.2,7.47,,,,4.60159463389356,6.18140010219724,5.21,3.94,4.19163,8.82,6.66,,,,1.7,1.33,1.75,38.75
2026-01-01,14.9,21.794,,,9.25065636277995,11.25,,,3.43,6.67,,3.4375,3.5,3.281,2.75,9.21,7.3,,,,,,5.1,3.96,4.0522,8.62,6.68,,,,1.85,1.2,1.75,38.75
2026-02-01,,,,,10.2432563573262,12.25,,,,,,,,,,,,,,,,,4.99,3.98,,,,,,,,,,
