Date,Brazil_CreditGrowth_YoY_%,Brazil_Credit_Deviation_From_Trend_%,Brazil_DomCredit_PS,Chile_CreditGrowth_YoY_%,Chile_Credit_Deviation_From_Trend_%,Chile_DomCredit_PS,Colombia_CreditGrowth_YoY_%,Colombia_Credit_Deviation_From_Trend_%,Colombia_DomCredit_PS,Czech Republic_CreditGrowth_YoY_%,Czech Republic_Credit_Deviation_From_Trend_%,Czech Republic_DomCredit_PS,Hungary_CreditGrowth_YoY_%,Hungary_Credit_Deviation_From_Trend_%,Hungary_DomCredit_PS,India_CreditGrowth_YoY_%,India_Credit_Deviation_From_Trend_%,India_DomCredit_PS,Indonesia_CreditGrowth_YoY_%,Indonesia_Credit_Deviation_From_Trend_%,Indonesia_DomCredit_PS,Kuwait_CreditGrowth_YoY_%,Kuwait_Credit_Deviation_From_Trend_%,Kuwait_DomCredit_PS,Malaysia_CreditGrowth_YoY_%,Malaysia_Credit_Deviation_From_Trend_%,Malaysia_DomCredit_PS,Mexico_CreditGrowth_YoY_%,Mexico_Credit_Deviation_From_Trend_%,Mexico_DomCredit_PS,Peru_CreditGrowth_YoY_%,Peru_Credit_Deviation_From_Trend_%,Peru_DomCredit_PS,Poland_CreditGrowth_YoY_%,Poland_Credit_Deviation_From_Trend_%,Poland_DomCredit_PS,Qatar_CreditGrowth_YoY_%,Qatar_Credit_Deviation_From_Trend_%,Qatar_DomCredit_PS,South Africa_CreditGrowth_YoY_%,South Africa_Credit_Deviation_From_Trend_%,South Africa_DomCredit_PS,South Korea_CreditGrowth_YoY_%,South Korea_Credit_Deviation_From_Trend_%,South Korea_DomCredit_PS,Thailand_CreditGrowth_YoY_%,Thailand_Credit_Deviation_From_Trend_%,Thailand_DomCredit_PS,Turkey_CreditGrowth_YoY_%,Turkey_Credit_Deviation_From_Trend_%,Turkey_DomCredit_PS,UAE_CreditGrowth_YoY_%,UAE_Credit_Deviation_From_Trend_%,UAE_DomCredit_PS,United States_CreditGrowth_YoY_%,United States_Credit_Deviation_From_Trend_%,United States_DomCredit_PS
1999-02-01,,,,12.974707996939872,,22949806710000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-01,,,,9.424249839923204,,22618336672000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-01,,,,9.617484232407158,,22741385376000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-01,,,,10.65266391331583,,23057218845000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-01,,,,3.91102626340607,,22494901631000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-01,,,,6.303930661530233,,22940579789000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-01,,,,4.405391628846789,,22915219760000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-01,,,,6.093947202371441,,23723834599000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-01,,,,5.78007320512508,,23591359776000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-01,,,,10.080512106589534,,23933178666000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-01,,,,6.711664558260488,,23223630592000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-01,,,,2.763997736722512,,23484022278000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-01,,,,5.33546728943235,,24174286140000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-01,,,,9.087995164315688,,24673890015000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-01,,,,8.115444853011056,,24586949965000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-01,,,,8.190131640310593,,24945635421000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-01,,,,11.392347066183085,,25057598897000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-01,,,,8.913491240445826,,24985386359000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-01,,,,11.536371126645474,,25558804556000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-01,,,,5.933332405121949,,25131448565000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-01,,,,7.906996246556663,,25456727708000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-01,,,,6.807774427868396,11.346010373852547,25562495483000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-01,,,,15.212860276106133,16.028462244004466,26756609065000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-01-01,,,,14.327883371802685,15.927004127716854,26848785601000.0,,,,,,1076188800000.0,,,4297580693055.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-02-01,,,,10.198361977360126,14.582668634582241,26639667346000.0,,,,,,1070570700000.0,,,4331565840462.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-01,,,,11.415840421950584,17.705977058183688,27490621925000.0,,,,,,1081825700000.0,,,4412499556040.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-04-01,,,,9.631944089735335,14.981012390322748,26955151239000.0,,,,,,1092057300000.0,,,4450159282294.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-01,,,,10.62751494302776,17.22327657215859,27596736553000.0,,,,,,1090568100000.0,,,4531539628547.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-01,,,,11.96008032660625,18.63891489726775,28054507853000.0,,,,,,1091949430000.0,,,4551927011887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-01,,,,12.462938316254357,18.32201402962684,28099299649000.0,,,,,,1096603900000.0,,,4648832897711.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-01,,,,11.519339601933144,19.490327356511447,28503010051000.0,,,,,,1093507005000.0,,,4776239180305.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-01,,,,16.78287163229424,22.42470902327069,29349227317000.0,,,,,,962323300000.0,,,4857649032419.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-01,,,,15.165119799693617,21.714136916491956,29317270962000.0,,,,,,964194100000.0,,,4933707252702.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-01,,,,13.259243391374188,19.693569279827244,28951888976000.0,,,,,,967318700000.0,,,5018449060224.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-01,,,381622216144.155,10.049774122975187,21.19704421998433,29445587839000.0,,,49476303621567.6,,,957132400000.0,,,5026589791628.26,,,,,,334047411200000.0,,,6059468000.0,,,455184339000.0,,,820885655360.0,,,,,,,,,22275873000.0,,,778672650000.0,,,729852592000000.0,,,4975055100000.0,,,36877826000.0,,,130578000000.0,,,5307108543761.598
2002-01-01,,,396307827911.502,12.871273343071742,24.118615585706927,30304566185000.0,,,48668296414196.24,-36.09553743652164,,687732668808.347,18.676204384230676,,5100205646867.96,,,,,,329595883300000.0,,,6141442000.0,,,457385078000.0,,,791152248600.0,,,,,,,,,21639796000.0,,,775195660000.0,,,744700165000000.0,,,4861073600000.0,,,34905481000.0,,,130936000000.0,,,
2002-02-01,,,393800868682.621,12.709881910400034,22.424267920665034,30025537607000.0,,,48898741235877.58,-36.47590360760247,,680070363416.765,18.286012805060416,,5123636524708.61,,,,,,330313034600000.0,,,6107159000.0,,,460072013000.0,,,799817354560.0,,,,,,,,,21745760000.0,,,770603110000.0,,,761801964000000.0,,,5317455200000.0,,,35320207000.0,,,131692000000.0,,,
2002-03-01,,,409541936573.186,13.422618902791527,26.473835028334186,31180583340000.0,,,48678294468528.28,-37.73849151485309,,673561000000.0,18.385121410401652,,5223742956652.37,,,,,,330104934300000.0,,,6111883000.0,,,462399338000.0,,,804000362160.0,,,,,,,,,21765892000.0,,,773282590000.0,,,775330034000000.0,,,5361977200000.0,,,34514732000.0,,,132605000000.0,,,5272293599172.01
2002-04-01,,,400087225733.485,11.97246507498997,21.909008242163573,30182347307000.0,,,48419579359326.58,-40.55085835664585,,649218691103.589,19.450346466054103,,5315730680992.31,,,,,,328232154900000.0,,,6085022000.0,,,463486466000.0,,,816796102080.0,,,,,,,,,21922828000.0,,,769087970000.0,,,784901808000000.0,,,5403094000000.0,,,34763468000.0,,,133995000000.0,,,
2002-05-01,,,400705857162.437,8.376638043996177,20.338988732462244,29908415286000.0,,,48831444655027.88,-41.09404597182129,,642409543631.982,20.445160047206112,,5458020158206.75,,,,,,326950502800000.0,,,6100973000.0,,,465976483000.0,,,891191924280.0,,,,,,,,,22086640000.0,,,766012680000.0,,,804342931000000.0,,,5306973100000.0,,,33412798000.0,,,133895000000.0,,,
2002-06-01,,,415947180181.947,7.593973692795264,20.97983003180542,30184959799000.0,,,49473587189871.57,-41.39307348692879,,639958000000.0,22.316169944106036,,5567742779591.37,,,,,,336004739100000.0,,,6199939000.0,,,466963212000.0,,,910093161800.0,,,,,,,,,22516866000.0,,,654251821000.0,,,804730626000000.0,,,5351024510000.0,,,33189180000.0,,,134258000000.0,,,5273572536399.646
2002-07-01,,,446804570732.598,9.309968094144661,22.59970432824693,30715335481000.0,,,49659440927406.47,-43.041111105860196,,624613397009.804,23.267711995208007,,5730509947490.05,,,,,,346302832500000.0,,,6266909000.0,,,466620238000.0,,,904905867240.0,,,,,,,,,22641561000.0,,,652430512000.0,,,814962026000000.0,,,5398721210000.0,,,36118298000.0,,,136361000000.0,,,
2002-08-01,,,427803120602.69,10.47702874418075,25.12496833927772,31489278607000.0,,,50911049785691.21,-42.4164019289539,,629680678637.934,22.821013525298973,,5866225369644.04,,,,,,354512628000000.0,,,6322397000.0,,,471667575000.0,,,902187857200.0,,,,,,,,,22583644000.0,,,664046869000.0,,,827923093000000.0,,,5429010080000.0,,,35950154000.0,,,137539000000.0,,,
2002-09-01,,,466837167778.779,8.512855871857372,25.972490649099505,31847684738000.0,,,54930436843203.03,-34.0650901833095,,634507000000.0,23.96004983419924,,6021544161357.87,,,,,,363687820200000.0,,,6426229000.0,,,475802236230.0,,,927038534360.0,,,,,,,,,22826601000.0,,,669795539000.0,,,840776720000000.0,,,5485487910000.0,,,36485284000.0,,,139950000000.0,,,5373631531352.535
2002-10-01,,,465034901575.423,11.638916229354312,28.81719575442142,32729483570000.0,,,54903952536243.46,-33.78348071651692,,638455772156.706,24.515776381146836,,6143243890074.92,,,,,,369658487100000.0,,,6471902000.0,,,479190226000.0,,,945489141000.0,,,,,,,,,19772237000.0,,,672776018000.0,,,862020237000000.0,,,5509031910000.0,,,37200403000.0,,,141266000000.0,,,
2002-11-01,,,466703080089.911,12.712554700838385,27.829339022342303,32632413699000.0,,,55832564088888.21,-33.707807939434645,,641256770441.764,25.518478431411417,,6299080901249.61,,,,,,377846316000000.0,,,6701271000.0,,,482392656000.0,,,965209902000.0,,,,,,,,,20059001000.0,,,680469562000.0,,,869788272000000.0,,,5545303800000.0,,,37364163000.0,,,143613000000.0,,,
