Date,Brazil,Chile,China,Colombia,Czech Republic,Greece,Hungary,India,Indonesia,Kuwait,Malaysia,Mexico,Peru,Philippines,Poland,Qatar,Saudi Arabia,South Africa,South Korea,Thailand,Turkey,UAE,United States
1988-12-01,9139730622.653442,3839913762.430865,19135338805.82956,3715772658.152898,,4544415394.759861,1977228768.284642,5082780265.656511,6206111766.925489,2035706450.513114,6637182916.655341,6331332303.952309,1098079040.0,2111387937.18292,2244321112.621281,515979313.8459821,20769174944.50247,2075164671.549448,12378293909.38085,7111568031.650765,3924855628.525329,4618037650.737954,47801652783.57177
1989-01-01,9497830756.92824,3942404213.313757,18864672583.3093,3678799428.436591,,4722089313.337354,,4563314243.272632,5868266866.941087,2327267259.981911,6181078364.435714,6432733853.674524,1117509560.0,1998217849.558218,2269517983.272594,563182769.7747313,20671636772.41218,2073111319.547888,13405023533.73011,7535610130.83034,3934587044.498685,4588972624.139748,48190020712.61903
1989-02-01,9403430161.750713,3992902558.40998,19475478063.22022,3592006977.481764,,4566108193.255101,,4541679464.076043,5766682072.946401,2251824975.38852,6126767907.191565,6497408181.943124,1144809210.0,1929397187.863411,2193818934.34824,536501657.5294884,20790445186.47958,2047210063.10646,13494039824.50576,8021892483.349192,4106457095.750381,4648230555.530358,49372827783.06382
1989-03-01,10520357623.74446,4025637582.89489,19210404333.15666,3322717724.317127,,4245075346.768877,1573478301.898988,5134098136.395755,5955699244.644958,1726193032.974004,6097121097.953741,5823889008.092351,1253507000.0,1849255865.661802,2219116343.705159,565223276.9696145,20073656436.25302,2000201071.540261,14122158363.17334,8325004795.946068,3658095242.553196,4713032875.217421,49854249298.70602
1989-04-01,9774687312.939713,3732879086.821886,19675497687.25464,3331028659.903344,,4075495667.327451,,4707946503.900257,6327363995.594771,2072764042.848241,6263582494.517239,5707930588.396109,1440563260.19979,1692145566.914137,2199016609.00999,537657329.1539185,19449756867.63888,2014339076.496029,14913953748.97967,8500706624.687423,3973987917.525301,4529921353.902572,50303485987.484
1989-05-01,8680723342.867804,3990224362.641463,19018718442.97973,3192084317.870912,,3526786966.795175,,4187673217.589376,6010580286.531526,2354702115.179705,6549833570.388261,4817033825.519215,1390886240.0,1775508145.753016,2150211926.377316,584676040.4438249,18840838913.42387,1868990688.905111,15728103258.30121,8654213779.380674,3813607216.817238,4557826760.038812,54940548936.69946
1989-06-01,8564124060.225346,3876699421.677136,15646723402.13381,3259399541.330142,,3533268301.924419,1651012463.854821,4565100695.996706,5429015188.353774,2265398258.169308,6320959591.445407,5278550984.74424,1479633600.0,1612629075.680526,2137112174.693389,581963287.5101767,18978733401.99086,1877096795.014059,15803015126.13421,8716006381.493668,4237303439.186584,4420351586.061005,60503412503.73909
1989-07-01,9460120999.098751,3914960602.549247,15092599330.50084,3338096691.129136,,3889644985.193768,,4430096509.217981,5755751107.506116,2387908178.796189,6687789702.196214,5886586583.23677,1565813530.0,1375379683.275396,2158915874.855156,557204272.5846314,18956170145.06936,1921796205.713918,14714380327.02459,8950628170.464787,4548456489.739363,4368743390.284532,63462210505.98684
1989-08-01,10115708295.62594,3892672845.692632,15037784924.52289,3439415516.747067,,4023639962.354935,1527049861.012428,3731280921.064334,5423325749.32376,2409356449.122944,6538774775.427196,5831654928.67382,1654408800.0,1523312541.291151,2123512187.277963,554264533.5947473,18937716944.85626,1941127995.891478,16656603694.70102,9380889807.162535,4711063278.281878,4402819438.914678,62363845991.79781
1989-09-01,9889232748.88977,3695393478.12176,15675752818.76704,3160217540.985704,,3828488092.70896,1624051192.136888,3828908671.457777,5422458359.394397,2687351834.983426,6932463115.475664,7220176982.35151,1589759850.0,1587629023.382008,2200215182.307997,562831663.1664275,19101676973.48521,1997983242.311965,17076834058.12867,9775952992.820303,5282565049.39756,4387543680.940621,68417495744.65361
1989-10-01,10011932234.40415,3914603971.478954,16523327634.23547,3850991464.131462,,3981663078.535102,1464051112.985254,4023931975.717751,5645780366.889008,3142227724.485164,7140154181.497124,7203614238.493188,1549812000.0,1881550742.416111,2165815004.216821,577874043.843146,18731924527.81696,2019056319.802832,17425029292.85185,9845937054.35866,5911526690.628904,4460809435.2893,70808689360.83206
1989-11-01,9426100000.0,4209002208.429375,16986989917.2,3863121315.528543,,3474801904.52889,1650000000.0,3860351235.229867,5547440273.355912,3228219668.630002,7195315911.498469,6887986455.090978,1568184650.0,1832929085.594345,2268828771.392148,577088070.7880403,17257237300.09279,2120311853.793992,17397421320.6794,9970369458.001211,4657606036.802864,4509799671.685568,72559751651.49318
1989-12-01,9678600000.0,4220564601.676873,18546866323.23179,3865143243.882566,,4125570249.954004,1725001314.16406,4019574349.802488,6497483101.00665,3210437924.343575,7891974615.235998,6738908106.841538,1479953470.0,2375962046.94194,2503331416.406024,574863496.4793402,16958957714.15216,2096638113.481326,15245174174.04789,10508327542.25038,6134460640.786396,4638560048.541948,74608633269.37733
1990-01-01,9043810933.4818,4161040867.997561,19432021898.7778,4116448871.921313,,4630693496.646253,1573119303.26891,3776881147.788616,6241338107.691084,3282968815.065866,8166313824.013614,5983199364.88242,1403606900.0,1772549749.463135,2448332559.187677,602722238.1001908,14745945348.83535,2227652208.417508,13952513971.73838,11262615260.21369,5113196876.905538,4575123536.346339,75506361462.39297
1990-02-01,8807475606.062601,4352450971.148655,20501091241.88515,4397445740.772442,,3971188180.297863,1044447715.990045,4162197984.987854,6029745909.008309,3316125702.283965,8187091665.98279,8319643989.188977,1239060880.0,1673856823.060007,2582671573.985067,604648990.5552768,12938552057.52178,2328010937.603139,13743663310.99143,11897373447.80817,5351638363.9931,4718802708.924943,74173524867.98969
1990-03-01,7384845560.267451,4419035788.43302,22848790826.54734,4321619819.444806,,3158665626.869943,1138104066.39436,4271254036.092908,6382702456.279106,3273811085.444042,7982925234.070011,4677540875.042278,1088652720.0,1801215313.36993,2836963423.264042,612442653.4128779,11628993975.49057,2225228764.894243,13892914140.02133,12052933241.40802,6460120873.117049,4837987547.46231,76303028540.20868
1990-04-01,8794257476.848536,4504531178.608177,24690887765.86738,4246781536.137125,,3206594309.493729,1065104197.871758,3934876308.741537,5784098605.728278,3310165614.819761,7845988897.044396,5377705528.152964,1056754635.197781,1665255232.686872,2939264261.43246,641414643.5151786,10088074762.57348,2058212803.410527,14448615986.55848,12029944866.30111,5201651692.564179,4723739257.467475,76283210609.94833
1990-05-01,9963154893.136883,4669869124.496517,25836387305.00269,4222870767.131555,,2846118011.257036,1012476823.364253,4010101589.898706,5151131691.730409,2786924509.35043,8085150155.840408,5826908809.181438,1041266350.0,2075260184.46844,3552259203.085845,636009546.7384402,10755662812.4494,2009698853.842218,14866504992.19355,12417413505.81876,5229705886.983561,4715247333.565455,77028366837.66518
1990-06-01,10176825037.06842,4975552001.694556,24955284897.26752,4187225905.528489,,3054001948.739674,1012051048.506672,3995909961.616695,5719635062.486761,2698551971.80008,8230087649.357762,6834149348.654945,1047167920.0,2025087269.646261,3857069264.986232,628728432.2328798,10332604433.17787,1939804159.135776,14673751112.05253,12874793158.22919,7201873120.101673,4848547400.819731,77298843253.54791
1990-07-01,10520863868.02502,5436493379.400759,26053631824.7617,4237996503.973998,,4369174159.451561,872486783.3829514,3695234726.535881,6418294427.935433,,8470241760.510256,7170551258.815175,1113581800.0,2034051839.510556,4309687223.117472,624723324.7183261,12515647653.12035,2101971022.980908,15630007112.2279,13445335536.55805,6095988419.413869,4648600618.549769,77906286646.81944
1990-08-01,10649867056.11686,5727597584.300029,26736938879.88025,4675316355.522292,,4748420259.72586,952112011.9745541,3737970439.555866,6707612255.762061,,8844767715.717918,7491641332.293874,1435405520.0,2181142461.158926,4757760345.377185,664918661.1311158,9370820152.222364,2358263767.201364,15845202916.02567,13915758637.89447,6537251063.711834,4680182751.158615,78908838357.3794
1990-09-01,10171109887.20234,5532519342.709929,27461571786.65924,4624072552.56928,,4714942904.887898,1013473471.661328,3148356751.291652,6491357180.476257,,9199225724.839437,7951925278.373484,1697900250.0,2106415401.75463,5351997479.459685,631725400.9741825,9258628285.014559,2275201160.121153,15919569363.59838,13635209859.35107,7874467205.124634,4521564685.676824,80024166132.85054
1990-10-01,10026757139.58679,6316049104.332399,27304302008.8136,4666437875.579465,,4721549241.687174,1074786464.831454,6178713649.367033,6802985562.238883,,10641419989.21982,8528464472.843815,1829254100.0,1994991014.708407,5476500154.524123,671986463.7308544,10071875811.06211,2444393739.791679,16153624420.53454,14212670062.38196,8028477880.157958,4545662105.729596,82852196531.79185
1990-11-01,8752757496.896803,6775584462.611822,27623020616.64455,4647978498.765854,,4350919676.41142,1522012997.759991,5699420064.154862,7132937383.854813,,9552172603.01304,9786920784.374151,1807680290.0,1915513860.948223,5415741786.870978,665415829.8969646,10631837206.46286,2648242192.149838,16147528797.67153,14205119448.13023,7855750511.213692,4551703766.394316,83059402773.61635
1990-12-01,9973226007.59699,6709981633.495042,30209161158.61205,4875510136.432829,,4246471253.787825,1166010086.639826,5187948690.541241,8519908855.201946,,9871095488.205246,10217532477.37264,1768658000.0,2048351453.24437,4681139367.771123,672537726.8376154,11896521506.5441,2423343397.872274,14824598068.03147,14273058641.9314,7561153538.085929,4765567888.403573,83316214607.84451
1991-01-01,9839846796.177795,6745305150.793423,31370602599.78766,4957892794.628254,,3537786642.371374,1408743042.841975,6277568816.833842,8392930898.992798,,9952156733.03366,10903616405.06184,1669849750.0,1804414818.215731,4851346509.225516,739175681.645681,11491093608.32353,2645320891.830469,14515872047.97842,14966799018.6232,6766470333.29471,4989694975.28736,85009011191.13896
1991-02-01,9804179612.477982,6971799016.989602,32944354565.60032,4932267742.485369,,2956599215.864538,1894173418.944258,6047307865.996135,9554114350.190351,,10183469082.86877,11814029200.52276,1626640640.0,2383457696.460026,4763512659.810216,740665732.7557945,11199985630.75313,2688224385.579294,14137762526.2799,15567519461.33303,5841666042.828201,4944725908.456484,82798418432.86557
1991-03-01,8662795473.699799,7080957992.379875,34691608182.88299,4872789194.501662,,3775250268.5892,1783059857.021689,5818540435.641772,9114574977.341574,,9743858424.884418,11941433387.1858,1658244410.0,2373560011.847544,4496565697.322186,678403469.4454536,11035210162.33222,2667490239.90872,13013460718.66123,15201998667.15134,5282159026.347321,5132732442.984457,78002363423.40154
1991-04-01,8817925499.45027,6941420715.454131,34512716151.35019,5000133463.838459,,3707454895.283044,1836459494.247942,4850050723.233777,9135522590.866428,,9987018985.402575,13493586208.46853,1801764330.0,2958430345.123488,4241381569.279451,686294121.4345974,10601516463.46063,2508832941.459065,13220695098.01292,15642055428.92387,5767024887.281191,4951171916.115488,78296768818.21344
1991-05-01,9665225824.61786,6865877178.868329,36182436310.00268,5228137570.394208,,4224421802.091714,1703394475.730759,4751333344.536659,9458073071.600965,,10026963896.91874,13995902279.43148,1867937160.0,3288532046.124966,4020237463.126844,694729538.1609542,10949419622.15865,2562645088.334674,13637633923.30383,16050508715.47332,6095073478.144275,5083031743.885801,78262798605.52426
1991-06-01,10400624844.23062,6748440313.379078,36723026211.32056,5480130136.446092,,3952951605.016169,1603841286.11615,4684015225.246779,9681287463.995584,,9725242860.188501,14340786058.31165,2037956070.0,3561434813.471094,4087822980.256066,673668935.2790385,11210138704.42008,2577028799.621421,13416163743.19741,16554415437.60023,6589207929.121645,4986832721.227358,74939389909.8247
1991-07-01,10112759848.99016,6725455185.293882,39166846482.21766,5745357194.311784,,4765344884.074598,1705506923.507911,3876720704.598753,9546734521.064007,,9870576253.07489,14738177794.08233,2199700670.0,3346573810.73077,4273587470.985299,707718277.2604786,9809170335.435019,2682995301.817988,13727294413.16934,17333064219.2044,6512903667.4349,5238319758.077226,74816445825.8851
1991-08-01,9260609653.051676,6751789919.11224,40446314125.27576,6235697372.819039,,5274280493.348486,2287403837.15489,4211872912.210812,9475346137.84344,,10017802690.29982,14259383641.95468,2448360320.0,3457482251.487399,4551466468.346815,669118604.9561112,10861185193.6149,2770483206.329969,13380215368.67438,17407015509.05809,6511844687.79943,5236418086.057399,73514361320.94397
1991-09-01,7955804651.162791,6743717510.259918,41523094391.24487,6458238030.095759,,5813703419.97264,2701162790.697674,4869587853.494165,9483672015.04788,,9849274497.948015,16779626949.3844,2149519050.0,3639745554.035568,4564121340.629275,664821469.911757,11854101623.63885,2859860236.716826,13890512859.09713,17993863201.09439,6577075239.398085,5323049354.369534,74730868673.0506
1991-10-01,7987195362.057421,6863565964.27937,42085056846.90963,6780069364.16185,,6271905880.102215,3214367359.488378,5336903172.168694,9571809535.34484,,9995015491.36132,17634807335.43776,2330682720.0,3862685374.21938,4145918726.683885,682152913.9597337,11760205239.48795,3047235474.929146,13579761386.46333,17644193621.12081,6135508705.112068,5265519170.239393,74507894436.92865
1991-11-01,7862702211.912849,7223245588.600779,43675188468.22964,6785678181.868389,,6072995393.91931,3378546405.9868,5699217744.806026,10289665550.74145,,10335353577.41308,20035459130.69892,2469476610.0,4197865959.738215,4191069693.204098,690026171.2371521,12021860275.29035,3243110005.146218,13615639568.66319,17823738491.70187,6431463205.655115,5412661831.454971,74650999861.92796
1991-12-01,9406445140.110716,7638172432.733983,44308299103.11977,6856355218.927462,,5996125237.093936,4017330300.819637,6794144820.172151,10250348411.2346,3520635317.046874,11003256852.68073,18051818316.66881,2999495830.0,4525949362.742994,3821738631.649716,709116289.6380678,11903387573.55631,2973105830.116294,13733299343.43218,18416184954.72686,6680174312.320302,5547077868.340178,77718474288.00294
1992-01-01,11865393104.17103,7707922531.963949,43483920980.92643,6911575211.346329,,5150439083.3508,4017950185.14637,7080434801.844731,10484225567.87536,3215891728.420645,11198735534.67844,18274716090.26759,2866114483.134214,4781254733.459093,3547359561.238035,700980038.1271768,12060864072.72336,3344595809.508305,14023016719.06658,18959858520.22637,6261124083.001467,5469742932.438433,75867195905.81992
1992-02-01,14378329385.7711,7568047547.503314,44993421011.93107,7088699955.810871,,5089933517.454706,4150698519.664163,7363367025.048919,10238957798.05568,3610844191.034365,11436850947.80932,19385723486.52232,2955190850.0,5037860141.405214,3755120680.512594,705989225.8647231,11822674168.01759,3325283745.273354,14512789991.16217,19258870857.26911,5850879584.622183,5763141334.254112,75088929960.22981
1992-03-01,17062499314.12894,7728031961.591221,45063898491.08367,7282652949.245542,,4978047462.277092,4488179698.216735,8748312180.211626,10602779002.74348,3065242503.751029,12047010755.82304,18800669272.97668,3014572000.0,5477285322.359396,3834961454.046639,716190947.2557614,11753685531.24224,3121477068.050339,14458698353.90946,18889716049.38272,5362581618.655693,5811033318.685474,74656905349.79419
1992-04-01,18517710596.38934,7910128575.733501,46918413061.94012,7428356107.717174,,5297146242.774567,4749246472.892639,8662733949.612041,11070941063.77558,3296919949.948234,12900366674.74673,19647004553.05044,3008656855.681725,4868200695.833219,3916514549.489083,702463582.2495996,11047653074.68375,3354405199.810858,15060984469.76961,19331253814.75495,5058503191.518505,5487358616.202221,74712241240.44604
1992-05-01,20511754965.99969,8382446227.850929,49447940879.95867,7615601952.050491,,5487156180.795063,5110278076.434366,8548520359.705162,11613537648.72865,2915889190.814294,13144926183.95688,19125798734.93724,2875923000.0,4070244522.948462,3904949440.775235,740959943.1699173,11194096710.62623,3676041009.892561,15328265473.28148,19877113562.42233,5234519918.455115,5374997952.058965,74587023318.48584
1992-06-01,21702843211.2547,8880519764.42975,46760948892.99157,7714860103.330327,,5332265858.05676,5268409814.949981,9295946129.295094,11660111975.51272,3260246605.629903,12658176128.56142,19209699576.37428,3038612620.0,4192848038.584288,4154989963.218983,747259812.0325994,10773082488.90433,3678919753.792025,14555826622.58669,20616224049.34667,5920656076.023643,5357656837.603053,77091902766.44763
1992-07-01,22705288036.50858,9050238212.697128,27093277511.40893,7727111027.670267,,5613769060.135174,5238233146.554214,9548486325.26993,11971231578.47611,3218836699.90032,14789576510.41303,19230355357.86494,3267086669.516492,4236557506.787592,4326454289.18029,723871452.3446624,10286183667.94718,4082393588.689593,15233493171.97158,20148407486.56923,6650217260.701288,5498259309.372605,77370797354.28337
1992-08-01,23108996596.8237,9169260809.347984,26091785518.33563,7702419487.81826,,5661359023.977935,5538794267.242018,9433954409.618408,12158358816.15434,3186891731.950644,16065139931.38329,19084349862.83494,3293850927.543485,4073471803.312722,4677652945.712294,717586455.0910932,10660460525.42144,4221049398.312095,16011342338.77545,20714001927.72514,7343852069.33879,5579778982.394525,78474840265.72952
1992-09-01,21964075904.32426,9486349581.713207,24953539884.52928,7727044303.051727,,5080109579.356664,5633782137.386591,8833242029.081078,11691635577.23577,3345944380.383727,18779028211.47991,19451385000.58914,3203868202.040768,4754075645.104277,4372234817.956875,735680998.5407546,9059870141.021425,3831881632.731533,15423267609.28479,21130568398.72747,7215528573.111818,5949198014.339364,78526609049.13403
1992-10-01,24128138784.14667,9507529100.060455,24469182321.76248,7813841508.850366,,5085183997.638028,5143886850.28189,8528648933.693767,11380519362.8861,3636553426.336996,19419545555.34062,18823882050.41686,3169321729.5643,5135361733.23773,4293374246.066894,732021368.602857,7287780530.162369,3753019233.002955,15703048987.02321,21426884108.70696,7212829937.998228,6024831306.034332,74205910104.46101
1992-11-01,24481003168.29936,9443461900.979612,23890966640.19063,7913767871.32645,,4484478108.728268,4925952122.495808,7879354134.945786,11711892213.57338,3822657083.488595,19549216918.30024,19151134079.0751,3238373679.207484,5332603874.327068,4180721013.149766,710430279.5210261,7423278379.485803,3498659600.679283,16806043734.00406,21026390786.33836,7172347428.944008,6066943348.491966,72231467765.42233
1992-12-01,23754300004.12502,9741660002.47501,21230361915.10718,7918326824.975594,,5540096852.613198,4457722798.960496,8664653944.475199,11394416002.79126,5251790498.68924,17342540413.20624,19170965806.37178,3364671720.103125,5338257950.967316,4288112901.673382,724744053.1782486,6156183902.505263,2984082458.856549,17153215552.68332,21181625049.84394,7653157701.02915,5893794103.026137,71323694735.10532
1993-01-01,23309869709.11352,10327012582.04933,21895195605.61045,8139097422.787259,1014579619.968217,5451329855.593173,4857086091.3425,8566468752.818491,11800610471.49865,4292457523.102317,17445353676.08139,21444388288.53728,3315841456.505217,5705437089.753334,3949840205.900642,692941508.9332696,7623160425.257125,2860272139.764768,17852320292.9593,21937302632.48808,7986757039.02472,5850743440.355022,71962219374.00674
1993-02-01,22882732076.95166,10405155926.18586,22042894108.90476,8158625686.331173,1101334774.70173,5543538872.146307,4598722274.972822,8447845076.583258,11828839956.12985,4072486749.881372,16921161047.78908,21787099570.65599,3487061459.49442,6066000701.812327,3963057109.634094,744597779.1972302,7549348450.940207,2638016727.293574,18076342229.83666,21634956941.74958,8706604236.169203,5876804287.362176,72846758246.29483
1993-03-01,22308848291.28521,10282374086.23943,21580028932.83947,8196978754.629953,1759523686.770564,5481965713.886365,5128943322.384513,9698314322.952976,11976656873.29653,4373774828.109267,15460722127.21927,21489655971.76602,3556833293.731218,6713384513.243413,3764199797.330351,743889639.1190057,6757582016.435124,2359133956.02754,18675759291.35509,22239158431.75624,8669431313.739676,6128566490.63851,74378151023.83115
1993-04-01,22744313313.09275,10431177672.73172,21445477492.98626,8312289122.466903,2358735980.730027,5704820015.828078,5441897016.435864,10348179238.7003,12187372091.81281,4267306459.334164,16183861171.45687,24761528899.76358,3658633882.618864,6826681555.307886,3757684848.174291,734372223.8356566,7176491544.970892,2544887385.81432,19201888152.4278,22611335482.64961,8303284986.301118,5950787140.787844,75644395793.03366
1993-05-01,24076413234.78785,10624528226.45272,21317575781.89527,8410581857.269991,2794437876.222736,5175617174.226376,5116136967.555128,9890288809.760555,12090509081.66,4513383420.038256,15556231882.24576,24441887252.6066,3276999720.019599,6026548053.493398,3675992146.549742,745280369.6598377,5875654823.22027,2488321564.136502,19159350087.77957,23114461321.99318,8582602413.02591,5898457782.484277,76711354809.85905
1993-06-01,24476051871.00324,10507442431.49012,20677840869.05504,8364792455.351378,3009649225.604813,5379482707.606968,4857672236.164682,10276269023.97287,12111621477.90448,4320700208.994891,16377426478.57719,23188564160.39256,3638930089.325316,5872559901.860055,3485639005.575112,728004266.5530945,7031061396.853949,2258515546.485152,18927583139.91679,23983046521.02878,8343796298.952985,5682397980.821748,73969080975.40321
1993-07-01,25936916487.56486,10529097990.68494,20824572509.05708,8372100095.403525,3226782632.227408,7687762166.93948,5143820741.505123,10485315220.15394,12093043120.74248,3545992673.425316,18059473366.21759,23152379686.28094,3762011188.636133,5634474143.836807,3573423282.354103,705419765.2702833,7788586998.525804,2177033730.363623,18795666447.16439,23919577046.69071,8532371341.80435,6249832710.9232,74139228796.55266
1993-08-01,27086094973.95273,10600813457.87605,20999454092.89186,8477662931.370602,3755618173.881994,8414582647.630549,5271077248.011441,11107502969.2639,12133733297.98477,4277384611.387034,20579667386.24345,23165451589.51015,3300619335.368695,5243232426.710808,3643559328.10558,689850061.9080145,6900025207.209836,2082521644.858051,18953455016.68686,24222487378.93049,8576021020.162131,5848712773.064684,75230291080.29395
1993-09-01,26947504929.3707,10579421249.07272,21476555864.96251,8745009701.298832,3870692959.713143,7752514089.54936,5787617200.387508,11370033358.1973,12225542119.51877,4250649698.0409,22557303681.36751,23244952156.75039,3657324096.655551,5062413689.84382,3838297747.436594,703421514.7174982,6377321117.633228,1974109471.497242,19700342118.15568,25225088669.95074,8485965728.61172,5836982716.84245,75834604433.89334
1993-10-01,29018481495.61013,10433056954.67946,21528769469.72158,8083732167.807504,3943837877.471079,6815972607.256865,5744850423.665235,11541156373.34879,12205932563.53491,4403655116.809032,21015080317.59677,23408936920.33984,3702648647.211446,5386673660.646256,3924724217.252731,700173374.7932,6209961851.33689,2105952713.625127,19995187231.00502,25544011674.25786,8395951415.850695,5938786584.041063,74548837565.29297
1993-11-01,31010983411.43661,10428287013.71882,22689391803.1411,8013340087.781533,4170334788.257735,6555695882.04046,6123597504.283888,11850137044.16545,12249996811.22531,4403231823.552981,23841246588.6159,19376589012.2214,3323941042.289029,5473354871.973826,3840357342.207067,697842112.8758264,5916581907.055871,2098468507.713786,21463702641.8323,25206091702.46756,8745969312.09334,5930800600.095931,74042578701.67995
1993-12-01,32211169118.59124,10252284277.16877,22999289243.55182,8048918098.382747,4553326379.646252,8646615074.478666,6744989177.458109,13524203140.38675,12354208751.51582,4320460232.633496,27364113042.10607,25299005164.35183,3841940887.551452,5920688643.551812,4280948573.788227,737959350.0292431,7649067835.844642,2677999112.405121,20261458987.24732,25439852732.48648,7759644324.106278,6286210581.369553,73405977775.1732
1994-01-01,35390180873.24862,10589470434.24955,26966152628.80307,8166303397.562282,4899861429.798256,9509078479.712378,7550210282.154514,14157159562.58681,12420390559.72519,4378290636.420606,37326769064.29926,26807062464.44765,3920059963.771117,5849702756.029403,4293101042.684914,716107328.3681269,7240317637.871941,2667032920.739562,20543757281.95017,25359898178.06275,7028874913.199252,6352015230.489999,74243165369.73341
1994-02-01,36542369612.88472,10720699648.07702,29684034294.50986,8266936821.778645,4951862532.463671,9708863690.363747,7345969775.203073,16782592556.33371,12731122890.80592,4175983808.494537,34356953144.44518,29495361678.17588,4021757669.192396,6021463787.055111,4381353297.091563,735612579.3725753,6399834941.99737,2534616902.721675,20745060172.53322,26252209712.51461,5984538574.99097,6231557731.134408,75765492907.32462
1994-03-01,38281776928.33613,10862951802.75626,30451612585.95653,8310079664.253951,5242230597.754536,9239777549.8788,6543729917.10881,18827222915.89544,12719221890.6876,4198009675.145934,33765342169.33201,26066917342.17054,4204114125.969748,6738039446.601009,5095129483.159019,718594550.4554487,5429822787.587477,2282288286.621408,20755153897.35505,26672956819.73568,4837982054.741966,6206637603.628072,76809873173.26915
1994-04-01,38293081349.48781,10820573445.61298,31996361029.29325,8087226808.387855,5437767535.97516,9204617476.87768,6256445752.273144,18786592065.54472,11830280627.70898,3638168818.759392,32202386589.07642,17839673684.26289,4425446029.158215,7295986276.848115,5240175269.8137,712189877.9972229,4750702057.569436,2078316175.667845,21013734752.06136,26593403103.72814,4870944335.016696,6901745691.835556,76564589639.68127
1994-05-01,41408381121.11119,10880157494.1535,32407494015.30721,8029325065.551697,5504688549.358656,8372059223.300971,6136057331.160088,19134378301.14968,11684816229.67897,3955940461.459797,32650925468.40405,17606448118.48912,5889490560.555595,7122239192.82829,5201991425.129332,719535719.9316874,6664020617.413493,1969711294.39461,21403724144.2846,27513968747.78542,5129482900.632271,6824637129.262772,74420173329.31755
1994-06-01,42880534707.54542,11405301770.48572,33741763878.38339,8192525977.93845,5903030161.661105,8613896760.28921,6027829301.075269,20046122617.75737,11984713214.68298,3928794390.898934,32729548125.3795,16673376779.75528,6044116629.588432,7652850113.088617,5198514499.907304,741554007.7854111,8689247346.865185,1941611598.71438,21718252400.81572,28341591247.21913,5755482621.7252,6783380366.493129,75731354594.8276
1994-07-01,43090226133.5427,11357168497.50026,37019018942.3732,8149506390.790795,6121300327.771941,10417093371.35864,5875413559.791708,21247406461.4298,11717054892.84024,3697275205.113533,30332274392.27008,16879976585.57425,6328456671.939406,7899488416.215405,5691614525.04936,726621540.1693527,8683129589.029198,2061882007.862056,21546277340.69208,28589049515.63925,6976961116.234909,7029447890.288444,75443862755.7067
1994-08-01,42976384220.05067,11320067390.51755,38204289066.23236,8179571480.275063,6374470745.747376,11613115056.09844,6586099529.496924,21357800075.01559,12392118720.23163,3604898547.709492,30857047263.88527,17244225443.35867,6553389648.93232,7774359765.472313,6072356894.679696,685732771.7523159,8852127474.406803,2190494475.528253,22029821824.10423,29065163952.22584,7731984021.579364,6922354911.336154,75739852945.71118
1994-09-01,43455400053.99964,11865376210.51643,41892468666.23819,7887065429.077046,6164148265.431425,12553852624.70542,6843970678.781369,22582305447.50764,12450399648.43885,3297445455.535863,30501082016.67647,16544364817.47241,6796991952.585967,7720079533.959612,6043574904.546828,711899354.1844059,8836715243.373665,2262919642.790982,22376933126.43253,29951052122.86092,8229438226.721642,7317935970.28142,76532072002.91129
1994-10-01,42844914085.30158,12170413001.58846,45666336238.47627,8271573861.730081,6473344553.158356,13268048106.4711,6924282414.156559,23574788128.56276,12526111067.07145,3401828319.181375,29442998865.46119,17830906385.00022,6937590936.163344,7356353532.607889,5471008398.034471,726527850.9706022,7479904887.330776,2562091155.115187,23714306356.79399,29853000087.58777,8240020147.398399,7007968130.898172,78171246541.18852
1994-11-01,41936536068.02396,13058681965.84235,50940604657.1998,7839902392.550811,6540474549.172571,15306139807.47716,7162290983.940891,23209935292.95858,13421011653.75023,3747983445.198759,29509580308.37693,13052375767.11962,7277145464.300951,7154495892.574119,6066241642.096308,727205773.4024905,6377437019.866343,2643905401.239964,24022658171.14954,29743578534.34412,8692213733.486204,6818712645.926523,73999728893.4132
1994-12-01,38806236998.08614,13739583380.9487,53559632884.39613,8102533504.232828,6948563349.613797,15338793689.22472,6777468640.283327,23053028312.17125,13199422563.01359,3606429463.689883,25545014673.3837,6441138053.264,7355369636.50044,7142007451.967364,6030784447.805338,699347443.7899706,7612332978.292669,3130117646.382392,25672857349.67584,30279156100.04628,8579316556.409975,6840464650.390695,74334725264.93752
1995-01-01,38278442043.81675,13734936437.36414,56750974580.73434,8071930140.10963,7401745105.609111,16522352125.27171,6971676136.766374,23398173378.01869,13001620214.87808,3955397742.951273,25274600295.20886,4599679886.411965,7342651289.277573,7174669294.962669,6354901706.183253,741462959.9266155,7659241767.370475,3204559009.805052,26282180630.3752,29906097700.18193,10769061220.19029,7440305118.108639,76027936942.8693
1995-02-01,37997815463.10562,14097333779.90845,59380688046.01841,8222705804.38067,8043509891.346106,16187675322.90146,6868199867.895458,23567917920.63171,12987471490.29465,2536980799.567599,25031597348.24867,9739937084.016397,7339085575.188932,6825321267.09775,6902784529.272962,763477783.6958747,8096785301.859966,3438951995.378811,26400139934.2765,30136132615.6251,12270949855.04893,7759011152.981938,81439685402.90092
