Date,Brazil_Broad_Money_M2,Brazil_M2_Growth_YoY_%,Chile_Broad_Money_M2,Chile_M2_Growth_YoY_%,Colombia_Broad_Money_M2,Colombia_M2_Growth_YoY_%,Czech Republic_Broad_Money_M2,Czech Republic_M2_Growth_YoY_%,Hungary_Broad_Money_M2,Hungary_M2_Growth_YoY_%,India_Broad_Money_M2,India_M2_Growth_YoY_%,Indonesia_Broad_Money_M2,Indonesia_M2_Growth_YoY_%,Kuwait_Broad_Money_M2,Kuwait_M2_Growth_YoY_%,Malaysia_Broad_Money_M2,Malaysia_M2_Growth_YoY_%,Mexico_Broad_Money_M2,Mexico_M2_Growth_YoY_%,Peru_Broad_Money_M2,Peru_M2_Growth_YoY_%,Philippines_Broad_Money_M2,Philippines_M2_Growth_YoY_%,Poland_Broad_Money_M2,Poland_M2_Growth_YoY_%,Qatar_Broad_Money_M2,Qatar_M2_Growth_YoY_%,South Africa_Broad_Money_M2,South Africa_M2_Growth_YoY_%,South Korea_Broad_Money_M2,South Korea_M2_Growth_YoY_%,Thailand_Broad_Money_M2,Thailand_M2_Growth_YoY_%,Turkey_Broad_Money_M2,Turkey_M2_Growth_YoY_%,UAE_Broad_Money_M2,UAE_M2_Growth_YoY_%,United States_Broad_Money_M2,United States_M2_Growth_YoY_%
2002-03-01,642008204695.5208,,41019589291456.3,4.842106680579805,62164665611896.23,,1360185798949.89,-9.003144013678632,6917949042720.52,14.789049773288276,,,840279334108767.0,,9595024303.979095,,494982818218.7036,,1799177574321.578,,,,2247536115166.986,,341985017580.0,,42605039950.01472,,650352915680.0605,,802436244748523.2,,5997721074944.887,,112375372421.8634,,157246223530.2525,,7581534170110.308,
2002-04-01,647489859758.9626,,40754885518345.99,2.6303580349350764,62850824064561.44,,1362598364806.94,-8.381350726372016,7017554460827.9,15.36516500736591,,,840386260494811.9,,9532145008.184277,,496204208119.3809,,1778528060041.921,,,,2292757825941.207,,340545588959.992,,41967467668.35892,,651526696202.0844,,805587585166579.8,,6049499215460.778,,114904545796.8548,,157376861084.762,,,
2002-05-01,649565674677.1431,,41003583539418.29,2.607467458066437,62829756620660.32,,1383783892756.87,-9.454634867335422,7082510440967.68,15.37611216192969,,,838840218161758.9,,9466905890.47903,,498199818934.2696,,1779104627108.584,,,,2303913620191.936,,341736932305.55,,43726447813.98707,,675810524936.0016,,816237935577942.9,,6073795010567.162,,120434094838.2013,,160765911816.8861,,,
2002-06-01,657281779085.5054,,40815664362250.4,1.081973426766658,63701876574082.33,,1341503430967.06,-12.933781950335865,7164532827651.54,16.188173546840858,,,840668587711214.0,,9557274898.308456,,498166546356.9721,,1766971018733.554,,,,2308667374933.418,,341877501402.704,,41584306277.40392,,656470491478.2643,,823921107272772.1,,6148439454751.29,,126687824417.2679,,161004598591.9424,,7607239319632.284,
2002-07-01,666996347832.8446,,40664659304521.17,0.3138275341015184,63184732834732.3,,1361036286897.22,-11.698793942112385,7249899034643.41,16.465345264500698,,,851583596334429.0,,9566203581.502401,,499218602609.6407,,1794620600926.175,,,,2338291626456.755,,345190094870.206,,40371618127.7333,,659478860941.374,,827043638159258.2,,6166621449569.925,,131752867860.8059,,161512163483.2254,,,
2002-08-01,663300948212.0305,,41769788102483.25,3.187554261276193,64441794094295.92,,1386834049204.76,-9.686145602491402,7335597349384.64,15.911486454700485,,,853464390949842.9,,9758029825.235939,,504200797573.3363,,1816899599546.146,,,,2356495811778.725,,343153647410.339,,40406828822.87075,,674653340519.4662,,837857977144717.9,,6267343604496.848,,130858628870.7601,,165944705393.0669,,,
2002-09-01,679096968029.7548,,41600812228129.97,2.262745679321987,65148439287547.45,,1388838777011.32,-9.567878633737347,7373139031239.48,14.330470496426884,,,853873797687701.2,,9715812718.875378,,506775574446.0558,,1828054096411.972,,,,2370138867525.185,,341880017337.962,,41016451399.78412,,676391986937.8228,,843450176591323.6,,6055298385709.054,,134077132591.3943,,168053097588.2503,,7723672648625.901,
2002-10-01,683040450776.2145,,42379632296780.6,3.919414057082271,65058117335683.61,,1414344630311.44,-7.749370758848295,7459668360567.3,14.479244929738933,,,853650803974032.4,,9709369975.00076,,509614078412.9186,,1803266493199.887,,,,2412056516038.961,,338899265550.788,,42774881747.35099,,689466531465.0372,,861929153882882.0,,6137488916726.187,,134900852643.7297,,173570266126.7001,,,
2002-11-01,688051294482.4565,,42296652052522.45,2.5785642237926343,65212681175824.09,,1426423532707.58,-8.766194904936642,7533702494995.65,14.79877461882646,,,858179368375929.6,,9787954457.460846,,513273825357.2326,,1810446848076.794,,,,2411600083549.665,,338667334135.12,,43128203543.22543,,699903198656.0374,,870048156883831.8,,6138136661350.695,,133123208969.303,,173056075345.3623,,,
2002-12-01,691731963226.1777,9.92213967931157,42632814680757.48,6.4792049624301296,66050502711539.89,4.351726945591539,1432309882039.09,-10.24919695342269,7609619612411.45,13.821367059137145,,,861877765100747.1,4.676323678752747,9864383322.19669,4.7003064822592755,512784492353.0904,4.450742642967853,1831309679002.928,4.99076288055873,,,2441724491194.162,10.013517974048792,341037253380.424,-1.6225747455755224,43154761173.9689,8.886433277013683,713047196862.3188,18.2825175484165,871182921280151.2,13.965930115024051,6195477320709.965,3.783820736717769,136585563820.6525,27.977366587714524,170817026278.4224,10.357129509701135,7863459376495.084,4.283950288599447
2003-01-01,698696847026.0062,10.566884327834725,42618117560716.98,5.847975271581918,70629058456609.7,15.886561773709174,1429815614994.94,5.89446843900816,7799188599418.93,15.335890999891166,,,867393437148404.2,4.267228908285348,9766390483.831137,3.1348250377978726,519345290793.897,5.9564958993392425,1873701845625.086,7.427815656146031,,,2456367767767.812,10.859454576071293,343518500693.792,0.25743877092367917,42078196329.30912,0.5502270718860336,716825520947.091,14.03761380914017,884090702973124.9,14.28544174807831,6650132585156.509,11.548739412743569,138919767625.3743,37.43602408487994,172767695583.1348,10.774356089264646,,4.283950288599447
2003-02-01,709542742436.8447,11.831906063370766,43750085937170.82,6.770274336033899,71024253359398.1,15.977193768897857,1431848771292.42,5.568990565895238,7852076385392.72,14.800002440568981,,,883373961240317.5,5.309949094222466,9724015653.838,2.4200966292669657,515992692322.4206,3.663576365675092,1867203003110.358,4.802500565661139,,,2467204354107.627,10.706878540135412,346105244747.158,0.7139939939239781,43139168305.38111,2.9308468439207536,716701800574.6265,12.585591805649265,883646208540816.0,12.86983700034019,6631544207774.983,10.971600224710954,140543899643.0536,24.49090089596271,176233008572.9814,12.75810287774144,,4.283950288599447
2003-03-01,708979348111.945,10.43150896306473,41827613880085.63,1.9698505094433827,67180812542052.54,8.069128790095824,1433595837362.02,5.397059612650357,7773566448866.46,12.368079048605773,,,886771239611491.5,5.532910737598429,9663981720.465563,0.7186789142146432,515559013402.1802,4.156951398338271,1897187047214.951,5.447459677810285,,,2458520155680.9,9.387348176082089,346574570579.024,1.3420333532448758,42458021519.52792,-0.34507286147197336,728195773384.1382,11.969325550371224,885448892849458.9,10.3450770879562,6687049623256.991,11.493174485751467,141015257362.5213,25.485908810288226,176579239410.5564,12.294740977728114,7980812332974.174,5.2664560220277545
2003-04-01,715851792090.6418,10.55799273167426,42033144242203.14,3.1364551945109342,71957850599326.6,14.48990792135083,1437271626094.0,5.48021069272604,7896002766382.14,12.51786944380342,,,895614891976181.6,6.57181513758347,9890934106.748518,3.763991192498506,521504112898.014,5.098688073307556,1903793477658.786,7.043207269606544,,,2439966670856.234,6.420601567659934,345561322225.125,1.4728522194196625,42192831281.28247,0.5369959767514532,741568775326.9131,13.820167254804305,881286376821124.2,9.396717755883909,6683470882986.148,10.479737990627736,137122538977.8415,19.33604369340354,177938646656.5776,13.065316864301412,,5.2664560220277545
2003-05-01,726529953790.0983,11.848575457933364,42306313752438.47,3.1771130729776775,72520964872103.27,15.424551633956485,1435522203851.54,3.7389010932619815,7994043115322.47,12.870191748425409,,,897311131568085.4,6.970447069700603,10181795623.14811,7.55146127931885,528705385243.6352,6.123158851125643,1946172493090.983,9.390558792144743,,,2473435346153.04,7.357989660523012,345655206433.896,1.1465761402816854,40582958021.15775,-7.188989616082619,753256441747.1418,11.459708594871953,885319449075278.8,8.46340392748619,6760450605729.102,11.30521517382952,135642553245.0192,12.628033969325635,176212920163.8463,9.608385367511541,,5.2664560220277545
2003-06-01,736034036886.1783,11.981506304684597,41961950428952.44,2.80844642519702,68944623232983.17,8.230129065042169,1430837332705.5,6.659237663972362,8130208197331.55,13.478553213588217,,,894200637808467.2,6.367794738589971,10380812925.0054,8.616870765564165,533928200321.0779,7.17865425240336,1937428182052.769,9.64685676856134,,,2483930037495.258,7.591507744457759,348466197438.99,1.927209602636304,38742067411.56225,-6.834883445888074,763514443075.7087,16.305980693267564,878614340212285.2,6.638163831067634,6813915746201.734,10.823499139056958,137728635676.0136,8.714974236498785,179635619910.7965,11.571732411242142,8137720351825.913,6.97337115219443
2003-07-01,751886855314.3394,12.727282204365098,41882208883931.3,2.994122169553637,73475459152906.23,16.28672917726921,1468255321635.74,7.877749900625308,8178348244317.2,12.80637434034908,,,902086832737564.2,5.9305083635385,10622621294.18326,11.04322842055745,541412051289.0598,8.45189831846309,1953168001599.135,8.834591589505658,,,2492472201730.441,6.593727383239956,350127106250.857,1.4302297354468863,43674320641.08578,8.180753377045558,769834381130.9965,16.733746405774895,885018754518037.8,7.009922292348936,6827865924679.884,10.722962006303716,139657795987.2896,5.999814846410101,187141698952.7351,15.868486259347003,,6.97337115219443
2003-08-01,765484729759.0143,15.405342299362989,41628520518923.46,-0.33820517167381103,74141236771179.16,15.051478335147372,1482755936641.94,6.9166089116562635,8216249902782.58,12.005192098934048,,,904483216684723.5,5.977850543723373,10569970636.7731,8.320745335675683,543834618188.2674,7.860721523187664,1965279479310.516,8.166652675878993,,,2495989494323.801,5.919538742561281,352009406965.859,2.580698069902909,43907912475.6427,8.66458406849857,764002177939.388,13.243666347390404,892303764160295.8,6.498211928603959,6888004559481.136,9.903094423273062,141779885370.4104,8.345843597701496,187333032767.5944,12.888827832057537,,6.97337115219443
2003-09-01,780804787532.1863,14.976921454606629,41670321064060.23,0.16708528561675262,69422680449086.19,6.560772918401625,1492274553833.34,7.4476446463142665,8331490685115.75,12.99787851301597,,,907215519726656.1,6.247026455596227,10685753206.12515,9.983112224522639,548670890853.8191,8.267035453229576,1952794501408.025,6.823671424214872,,,2545137441965.412,7.383473468073798,354955656908.308,3.824628204993985,44721525786.28023,9.033142215017676,777451127214.2834,14.940913291119529,883755939418288.1,4.778677383156671,6931182128942.83,14.464749504350216,144030168048.8461,7.423365390565206,189673191523.1921,12.865037446625083,8166905752709.349,5.738631403057992
2003-10-01,795387056291.1342,16.448016422343326,41865669561550.1,-1.2127588357333186,75569269058584.03,16.15655686540314,1490897730954.58,5.412620022199466,8505042298298.62,14.013678453284761,,,918514403261566.2,7.598376172736199,10800662641.21801,11.239582681750315,553422369971.4518,8.596366037407076,1969345894495.966,9.209919993653969,,,2547455678771.479,5.6134324312959505,358188920910.504,5.691855167749016,43492263467.34716,1.67710976790858,782158105521.7565,13.443955554994137,891639662203361.4,3.4469780012240214,6997951897544.952,14.01978875226626,150890878075.217,11.853168544246806,191250270512.5194,10.186078975596846,,5.738631403057992
2003-11-01,815441974736.2263,18.514706864928065,42204091655195.43,-0.2188362265932664,75649740931309.95,16.00464751226196,1502529478322.89,5.335438168974149,8570275332310.84,13.759142174830297,,,936651659473992.2,9.14404307418486,10755531935.78688,9.885390073392708,558794059165.21,8.86860610441138,1980432749366.521,9.38916828573566,,,2568661435389.314,6.5127445015040974,359383782525.474,6.117049476666869,47061162942.99184,9.119228432096826,794814139652.4595,13.560581117313264,898189313780867.8,3.234436700357657,7059103412621.928,15.004011837504017,155426748376.6227,16.754057823578083,196343149707.9027,13.456374944402949,,5.738631403057992
