TIME_PERIOD,AED,BRL,CLP,CNY,COP,EUR,HUF,IDR,INR,KRW,KWD,MXN,MYR,PEN,PHP,PLN,QAR,SAR,THB,TRY,TWD,USD,XDR,ZAR
11/8/1991,,0.00025246,361.2,5.3975,683.5,0.545706,78.419987,1977,25.84,756.8,,3.0689,2.7445,1.01,26.7,1.1098,,3.751,25.53,0.004914062,26.1165,1,0.7269,2.8035
11/9/1991,,,,,683.5,,,,,,,,,,,,,,,,,1,,
11/10/1991,,,,,683.5,,,,,,,,,,,,,,,,,1,,
11/11/1991,,0.000255664,362.19,,683.5,0.545384,78.669992,1977,,,,3.074,,1.025,26.7,,,3.7525,,0.004944993,,1,0.7264,
11/12/1991,,0.000259222,362.43,,684.46,0.542041,78.689962,1977,25.8,756.6,,3.0735,2.743,1.045,26.7,1.1159,,3.751,25.52,0.00494607,,1,0.7236,2.805
11/13/1991,,0.000262138,362.95,,685.25,0.542626,78.390022,1977,25.8,756.7,,3.0712,2.7415,1.08,26.696,1.1111,,3.7495,25.51,0.004947044,26.024,1,0.7245,2.8
11/14/1991,,0.000265522,363.2,5.4002,686.03,0.542274,78.499984,1979,25.8,755.8,,3.0718,2.7395,1.055,26.692,1.1134,,3.7505,25.5,0.004955032,25.9,1,0.7236,2.79
11/15/1991,,,363.35,5.3976,686.78,0.541864,78.359979,1980,25.8,756.4,,3.0684,2.7415,1.015,26.7,1.1129,,3.751,25.5,0.004960036,25.92,1,0.7237,2.798
11/16/1991,,,,,686.78,,,,,,,,,,,,,,,,,1,,
11/17/1991,,,,,686.78,,,,,,,,,,,,,,,,,1,,
11/18/1991,,0.000269498,364.5,5.3976,687.77,0.533616,78.33999,1979,25.79,757,,3.0673,2.734,1.025,26.619,1.1135,,3.751,25.46,0.004976004,25.9445,1,0.7184,2.785
11/19/1991,,0.000273004,364.81,5.3976,688.45,0.534585,77.810015,1978.25,25.8,757.4,,3.0661,2.7365,1.035,26.7,1.1048,,3.75,,0.004940054,25.955,1,0.7187,2.785
11/20/1991,,0.000276984,365.16,5.3976,689.33,0.534175,77.780021,1978.75,25.79,757.3,,,2.7385,1.045,26.687,1.1052,,3.7525,25.48,0.004942059,25.965,1,0.7186,2.78
11/21/1991,,0.000281007,365.5,5.3955,690.06,0.53517,77.669999,1979.5,25.78,758.5,,3.0632,2.739,1.025,26.7,1.1055,,3.7491,25.48,0.004955023,25.934,1,0.719,2.775
11/22/1991,,0.000284765,365.79,5.402,690.84,0.529948,77.729998,1980.5,25.8,759.3,,3.0612,2.738,1.02,26.7,1.1072,,3.7505,25.48,0.004955033,25.92,1,0.7168,2.777
11/23/1991,,,,,690.84,,,,,,,,,,,,,,,,,1,,
11/24/1991,,,,,690.84,,,,,,,,,,,,,,,,,1,,
11/25/1991,,0.00028844,366.75,5.402,691.71,0.529275,77.53,1979.75,25.77,759.4,,3.0622,2.7368,1.015,26.675,1.1031,,3.7503,25.43,0.004946058,25.85,1,0.7135,2.77
11/26/1991,,0.000292909,367.33,5.402,692.36,0.53306,77.149989,1979,25.8,758.9,,3.076,2.738,1.025,26.7,1.1023,,3.7525,25.43,0.004952043,25.785,1,0.7164,2.755
11/27/1991,,0.000296304,367.99,5.402,693.32,0.537668,77.35997,1980.5,25.82,758.6,,3.0731,2.746,1.025,26.692,1.1065,,3.7525,25.47,0.004978028,25.77,1,0.7205,2.801
11/28/1991,,0.000300011,369.21,,693.99,0.539604,77.720028,1981,,,,3.0677,,1.025,26.695,1.1133,,3.7525,,0.005021977,,1,,
11/29/1991,,0.000305591,368.33,5.4115,694.7,0.544886,77.879981,1980,25.8,759,,3.0672,2.7535,1.025,26.7,1.1154,,3.75,25.5,0.005034959,25.7725,1,,2.795
11/30/1991,,,,,694.7,,,,,,,,,,,,,,,,,1,,
12/1/1991,,,,,643.42,,,,,,,,,,,,,,,,,1,,
12/2/1991,,0.000309291,368.89,5.4115,643.42,0.537608,78.350007,1981.75,25.78,759,,3.0662,2.751,1.025,26.579,1.1224,,3.7498,25.48,0.005067923,25.775,1,0.7202,2.7925
12/3/1991,,0.000313155,369.47,5.4115,639.22,0.53934,77.829962,1981.75,25.8,758.9,,3.0666,2.752,1.025,26.69,1.1151,,3.7496,25.49,0.005039961,25.825,1,0.7205,2.7925
12/4/1991,,0.000316991,369.75,5.4115,635.7,0.537284,77.940019,1982,25.79,758.7,,3.066,2.7498,1.025,26.69,1.1177,,3.7525,25.47,0.005060927,25.7775,1,0.7193,2.786
12/5/1991,,0.000320891,370.17,5.4115,631.51,0.534175,77.74998,1985,25.81,759.1,,3.0654,2.748,1.025,26.692,1.1156,,3.7525,,0.005063935,25.77,1,0.7172,2.772
12/6/1991,,0.000324773,370.26,5.4115,627.16,0.531973,77.519968,1987.25,25.86,759.6,,3.0643,2.74,1.025,26.7,1.113,,3.7498,25.42,0.00504695,25.7725,1,0.7152,2.758
12/7/1991,,,,,638.06,,,,,,,,,,,,,,,,,1,,
12/8/1991,,,,,638.06,,,,,,,,,,,,,,,,,1,,
12/9/1991,,0.000328564,371.41,5.4115,638.06,0.529331,77.079964,1988,25.83,759.5,,3.0625,2.742,,26.7,1.1107,,3.752,25.42,0.005012968,25.7525,1,0.7125,2.77
12/10/1991,,0.000332318,371.48,5.4115,622.92,0.529976,76.730035,1989,25.86,760.4,,3.0622,2.742,1.025,26.7,1.1063,,3.75,25.37,0.005023951,25.751,1,0.7121,2.779
12/11/1991,,0.000336236,371.65,5.4207,627.46,0.533764,77.369964,1989.25,25.86,761,,3.0623,2.748,1.025,26.657,1.1063,,3.7495,25.42,0.005044957,25.7525,1,0.716,2.775
12/12/1991,,0.000340073,371.73,5.4207,633.09,0.53027,76.950029,1990.5,25.86,761.4,,,2.748,1.015,26.65,1.1134,,3.7495,25.42,0.00506291,25.75,1,0.7131,2.7715
12/13/1991,,0.000343936,371.68,5.4207,632.35,0.534645,77.020023,1986,25.83,761.1,,3.0622,2.75,1.01,26.65,1.1088,,3.75,25.42,0.005069934,25.75,1,0.7143,2.766
12/14/1991,,,,,630.91,,,,,,,,,,,,,,,,,1,,
12/15/1991,,,,,630.91,,,,,,,,,,,,,,,,,1,,
12/16/1991,,0.000347791,372.07,5.4299,630.91,0.531973,77.020002,1986,25.84,761.8,,3.0753,2.746,1.01,26.649,1.1126,,3.75,25.43,0.005091899,25.7525,1,0.7133,2.7735
12/17/1991,,0.000351818,372.11,5.4261,626.23,0.528864,76.950036,1986,25.83,762.5,,3.0756,2.744,1,26.656,1.1124,,3.7515,25.4,0.005080923,25.75,1,0.712,2.772
12/18/1991,,0.000355791,372.22,5.4261,626.52,0.52766,76.870038,1987,25.81,762.7,,3.076,2.744,0.985,26.7,1.1107,,3.7515,,0.00507392,25.75,1,0.7109,2.773
12/19/1991,,0.000359791,372.85,5.4261,633.35,0.525049,76.880003,1989,25.79,762.7,,3.0748,2.742,0.975,26.69,1.1096,,3.7515,,0.005085924,25.75,1,0.712,2.765
12/20/1991,,0.000363791,373.3,5.4261,621.71,0.52352,76.539997,1988.5,25.79,762.9,,3.0774,2.738,0.97,26.648,1.112,,3.7505,,0.005075902,25.75,1,0.7089,2.755
12/21/1991,,,,,620.62,,,,,,,,,,,,,,,,,1,,
12/22/1991,,,,,620.62,,,,,,,,,,,,,,,,,1,,
12/23/1991,,0.000367845,372.97,5.4261,620.62,0.513367,75.929984,1988.5,25.82,763.2,,3.0837,2.733,0.97,26.7,1.1067,,3.7515,,0.005034956,25.75,1,0.7006,2.7375
12/24/1991,,0.000372309,373.12,5.4292,622.95,0.513516,75.930561,1977,25.85,763.5,,3.0841,2.733,0.965,26.646,1.092308,,3.7515,,0.005016998,25.7525,1,0.701,2.745
12/25/1991,,,,,622.95,,,1977,,,,,,,,,,,,,,1,,
12/26/1991,,0.000375955,374.05,5.4292,622.95,,,1992.5,,763.3,,3.071,2.732,0.96,26.65,,,,,,25.75,1,0.6982,
12/27/1991,,0.000380027,374.5,5.4292,631.63,0.513426,75.40003,1992.5,25.8,764,,3.0739,2.7385,0.96,26.65,1.0934,,3.7525,,0.005038953,25.7525,1,0.6993,2.75
12/28/1991,,,,,632.37,,,,,,,,,,,,,,,,,1,,
12/29/1991,,,,,632.37,,,,,,,,,,,,,,,,,1,,
12/30/1991,,0.000384418,374.87,5.4478,632.37,0.513983,75.77999,1994.5,25.79,764.7,,3.078,2.733,0.96,,1.094,,3.7525,,0.00506493,25.7505,1,0.6998,2.747
12/31/1991,,0.000388636,,5.4478,632.37,0.514453,75.61998,1994.5,25.76,765.3,,,2.722,,,1.0957,,3.7525,,0.005079907,25.7475,1,0.6991,2.749
1/1/1992,,,,,632.37,,,1994.5,,,,,,,,,,,,,,1,,
1/2/1992,,0.000392491,374.51,5.4478,638.61,0.514542,75.730023,1993,25.79,765.3,,3.08,2.723,0.96,26.65,1.0962,,3.75,25.25,0.005092912,,1,0.6975,2.758
1/3/1992,,0.000396391,374.1,5.4559,632.58,0.522053,75.859994,1994,25.81,765.3,,3.07,2.72,0.97,26.626,1.0967,,3.7507,25.25,0.005091888,,1,0.7018,2.76
1/4/1992,,,,,638.07,,,,,,,,,,,,,,,,,1,,
1/5/1992,,,,,638.07,,,,,,,,,,,,,,,,,1,,
1/6/1992,,0.000400309,374.14,5.4559,638.07,0.516216,75.880012,1993,25.79,763.5,,3.07,2.711,0.975,26.65,1.1058,,3.7503,25.25,0.005157842,25.51,1,0.6997,2.741
1/7/1992,,0.000404191,374.07,5.4494,638.07,0.514188,75.44997,1991.5,25.79,763.8,,3.07,2.704,0.995,26.65,1.1017,,3.7525,25.2,0.005125864,25.15,1,0.6964,2.738
1/8/1992,,0.000408055,374.04,5.4494,638.17,0.5119,75.319968,1991.25,25.79,765.5,,3.07,2.705,1.01,26.5,1.0987,,3.7483,25.2,0.005135852,25.254,1,0.6972,2.744
1/9/1992,,0.000411982,374.06,5.4494,638.61,0.516303,75.689991,1991.25,25.82,766.1,,3.07,2.7065,1.025,26.5,1.0986,,3.752,25.22,0.005131873,25.135,1,0.7001,2.75
1/10/1992,,0.000415927,374.09,5.4591,637.86,0.527573,76.610608,1992.5,25.81,767.1,,3.07,2.7175,1.01,26.5,1.105109,,3.752,25.22,0.005172839,25.2595,1,0.708,2.801
1/11/1992,,,,,645.04,,,,,,,,,,,,,,,,,1,,
1/12/1992,,,,,645.04,,,,,,,,,,,,,,,,,1,,
1/13/1992,,0.0004202,374.49,5.4646,645.04,0.532325,76.929976,1994.5,25.8,766.9,,3.06,2.716,1,26.4,1.1208,,3.752,25.36,0.005274716,25.2275,1,,2.787
1/14/1992,,0.000424345,374.6,5.4646,659.74,0.53162,76.780033,1994.75,25.81,767.5,,3.06,2.706,0.995,26.592,1.1259,,3.7505,25.36,0.005298676,25.21,1,0.7102,2.8115
1/15/1992,,0.000428736,374.73,5.4646,657.49,0.546882,77.329961,1995,25.86,767.5,,3.06,2.718,0.995,26.583,1.1255,,3.752,25.38,0.005291706,25.195,1,0.721,2.817
1/16/1992,,0.000437145,374.85,5.4686,653.45,0.546296,78.000016,1996.5,25.84,767.7,,3.07,2.7095,0.99,26.6,1.1459,,3.752,25.45,0.005400599,25.177,1,0.7206,2.819
1/17/1992,,0.000436955,374.93,5.4686,652.91,0.549406,78.110024,1997,25.94,767.9,,3.06,2.697,0.985,26.6,1.1463,,3.7505,25.45,0.005408591,25.1875,1,0.7214,2.789
1/18/1992,,,,,645.35,,,,,,,,,,,,,,,,,1,,
1/19/1992,,,,,645.35,,,,,,,,,,,,,,,,,1,,
1/20/1992,,0.000441109,375.42,,645.35,0.538165,77.269996,1999,,,,3.06,,0.985,26.6,1.149,,3.752,,0.005412575,,1,,
1/21/1992,,0.000445227,375.51,5.4641,645.97,0.538633,77.159977,1999,25.88,768.2,,3.06,2.682,0.985,26.6,1.1346,,3.752,25.34,0.005388585,25.135,1,0.7106,2.775
1/22/1992,,0.0004494,375.64,5.4641,647.04,0.536876,77.200016,1999,25.86,768.8,,3.06,2.676,0.975,26.42,1.1373,,3.752,25.34,0.005401606,25.1295,1,0.7089,2.788
1/23/1992,,0.000453645,375.76,5.4641,647.01,0.539428,77.230011,1998.75,25.88,769,,3.08,2.6775,0.975,26.362,1.1352,,3.752,25.32,0.005399599,25.135,1,0.7103,2.788
1/24/1992,,0.000457873,358.07,5.4668,647.01,0.545708,77.76997,1998.75,25.98,769.1,,3.07,2.665,0.965,26.55,1.139,,3.7484,25.36,0.005422564,25.08,1,0.7148,2.77
1/25/1992,,,,,644.83,,,,,,,,,,,,,,,,,1,,
1/26/1992,,,,,644.83,,,,,,,,,,,,,,,,,1,,
1/27/1992,,0.000462136,359.73,5.4668,644.83,0.544093,77.579971,1999.5,25.95,769,,3.07,2.659,0.985,26.55,1.1476,,3.7505,25.39,0.005468523,25.015,1,0.7144,2.819
1/28/1992,,0.000466391,356.18,5.4686,645.53,0.54477,77.670003,1999.25,25.94,769,,3.06,2.664,1,26.508,1.1469,,3.7505,25.38,0.00547353,25,1,0.7158,2.784
1/29/1992,,0.000471027,356.29,5.4686,645.2,0.538578,77.170027,1999.25,25.92,768.1,,3.07,2.6515,0.995,26.487,1.1488,,3.7506,25.38,0.005481529,25.005,1,0.7117,2.7875
1/30/1992,,0.000475391,355.51,5.4686,644.04,0.543244,77.569972,1999.25,25.91,767.1,,3.07,2.636,0.985,26.527,1.1418,,3.75,25.39,0.00545655,25.01,1,0.7147,2.8275
1/31/1992,,0.000479791,353.8,5.4686,644.27,0.546646,77.789968,2000.5,25.95,766.5,,3.06,2.627,0.975,26.527,1.1483,,3.7505,25.4,0.005491497,25.035,1,0.7157,2.791
2/1/1992,,,,,640.52,,,,,,,,,,,,,,,,,1,,
2/2/1992,,,,,640.52,,,,,,,,,,,,,,,,,1,,
2/3/1992,,0.000484809,350.46,5.4686,640.52,0.544125,77.5,2000.5,25.84,766.8,,3.07,2.619,0.98,26.363,1.1526,,3.7505,25.4,0.005528485,,1,0.7149,2.785
2/4/1992,,0.000489764,347.26,5.4686,640.52,0.541157,77.470015,2000.5,25.81,,,3.06,2.617,0.98,26.303,1.1506,,3.7505,,0.005528446,,1,0.7143,2.7835
2/5/1992,,0.000494818,348.33,5.4686,638.01,0.537403,77.250027,2000.5,25.8,766.8,,,2.613,0.985,26.448,1.1488,,3.7486,,0.005513485,,1,0.7121,2.789
2/6/1992,,0.000500345,349.93,5.4686,637.65,0.535115,76.82998,2001.5,25.8,766.8,,3.06,2.607,0.995,26.183,1.1456,,3.7477,,0.005514491,,1,0.7093,2.779
2/7/1992,,0.000505782,350.39,5.4686,636.9,0.536344,76.989986,2001.75,25.8,768.3,,3.06,2.602,0.985,26.179,1.1416,,3.7515,25.36,0.005512462,25,1,0.7104,2.75
2/8/1992,,,,,635.34,,,,,,,,,,,,,,,,,1,,
2/9/1992,,,,,635.34,,,,,,,,,,,,,,,,,1,,
2/10/1992,,0.000511145,349.82,5.4616,635.34,0.533529,76.510037,2001.5,25.82,768.8,,3.06,2.603,0.985,26.159,1.1441,,3.7515,25.34,0.005492499,25.0145,1,0.7073,2.778
2/11/1992,,0.000516564,347.65,5.4709,634.74,0.53978,76.840012,2002.5,25.91,769.5,,3.06,2.6085,0.98,26.06,1.1385,,3.7505,25.38,0.005516481,25.02,1,0.7137,2.7825
2/12/1992,,0.000522055,347.14,5.4802,634.59,0.542831,77.339985,2003.5,25.94,769.5,,3.06,2.617,0.975,26.15,1.1498,,3.748,25.4,0.005566422,25.009,1,0.716,2.809
2/13/1992,,0.0005336,347.3,5.4837,634.67,0.544095,77.379962,2006,25.92,768.5,,3.06,2.616,0.975,26.146,1.1557,,3.7484,25.43,0.005613391,24.9705,1,0.7161,2.82
2/14/1992,,0.0005336,347.51,5.4837,635.6,0.550462,77.969992,2006,25.9,768.8,,3.06,2.597,0.965,26.15,1.1569,,3.7515,25.46,0.005655333,24.99,1,0.7194,2.818
2/15/1992,,,,,634.74,,,,,,,,,,,,,,,,,1,,
2/16/1992,,,,,634.74,,,,,,,,,,,,,,,,,1,,
2/17/1992,,0.000539427,347.57,,634.74,0.549994,77.970026,2006.25,,,,3.06,,0.965,26.15,,,3.7505,,0.005693314,,1,,
2/18/1992,,0.000545327,346.7,5.4837,635.66,0.557241,78.119966,2006.5,25.91,769.9,,3.06,2.5965,0.965,26.15,1.1671,,3.7506,25.44,0.005699297,25.0275,1,0.7242,2.832
2/19/1992,,0.000551445,346.19,5.4837,635.21,0.556625,78.459998,2009.5,27,770.9,,3.06,2.5945,0.965,26.15,1.1767,,3.752,25.48,0.005762231,25.065,1,0.7247,2.835
2/20/1992,,0.000557345,346.81,5.4837,634.93,0.559914,78.690025,2010.75,26.55,771,,3.06,2.589,0.965,26.121,1.1777,,3.7499,25.51,0.005770243,25.075,1,0.7265,2.836
2/21/1992,,0.000563036,346.13,5.4837,633.31,0.559679,78.389996,2010.25,26.4,772,,3.06,2.5905,0.955,26.121,1.182,,3.7505,25.52,0.005808203,25.0605,1,0.7264,2.845
2/22/1992,,,,,633.03,,,,,,,,,,,,,,,,,1,,
2/23/1992,,,,,633.03,,,,,,,,,,,,,,,,,1,,
2/24/1992,,0.000568836,346.08,5.4837,633.03,0.560529,78.83001,2011.5,25.9,772.5,,3.06,2.589,0.955,26.101,1.1823,,3.7507,25.53,0.00581619,25.0705,1,0.7279,2.849
2/25/1992,,0.000574818,347.5,5.4837,633.55,0.557623,78.500004,2009.25,25.85,772.8,,3.06,2.593,0.965,26.1,1.1853,,3.7507,25.53,0.005834162,25.079,1,0.7264,2.853
2/26/1992,,0.000580855,348.66,5.4837,633.74,0.560438,78.72999,2010.25,25.75,771.6,,3.06,2.595,0.965,26.072,1.3238,,3.7525,25.56,0.005823146,25.0825,1,0.7281,2.873
2/27/1992,,0.000586927,348.54,5.483,634.06,0.553953,78.38999,2011,25.75,771.9,,3.06,2.5905,0.965,26.009,1.3284,,3.7499,25.53,0.005872098,25.11,1,0.7236,2.836
2/28/1992,,0.000593018,347.3,5.483,633.91,0.554719,78.189995,2010.25,26.2,772.4,,3.06,2.586,0.96,26.045,1.32,,3.7505,25.53,0.005856707,25.1545,1,0.7242,2.844
2/29/1992,,,,,636.54,,,,,,,,,,,,,,,,,1,,
3/1/1992,,,,,636.54,,,,,,,,,,,,,,,,,1,,
3/2/1992,,,346.69,5.483,636.54,0.554276,78.379973,2011,26.3,772.4,,3.06,2.58,0.955,26.1,1.3219,,3.7505,25.53,0.005873113,25.191,1,0.7241,2.8575
3/3/1992,,,346.51,5.483,640.95,0.561028,78.570029,2011,27.9,773.2,,3.06,2.578,0.955,25.98,1.3222,,3.751,25.54,0.005900096,25.277,1,0.729,2.858
3/4/1992,,0.000599091,345.96,5.4887,636.05,0.562172,78.769981,2012,27.9,772.8,,3.06,2.574,0.955,26.05,1.3322,,3.7487,25.6,0.005942057,25.296,1,0.731,2.887
3/5/1992,,0.0006052,344.81,5.4887,635.86,0.566897,79.070032,2012,28.05,772.9,,3.06,2.567,0.96,26.029,1.3364,,3.75,25.61,0.005969034,25.266,1,0.7335,2.88
3/6/1992,,0.000611309,344.41,5.4887,636.73,0.564255,78.990039,2012,27.9,772.9,,3.06,2.567,0.965,26.05,1.3429,,3.752,,0.006012979,,1,0.7315,2.884
3/7/1992,,,,,636.22,,,,,,,,,,,,,,,,,1,,
3/8/1992,,,,,636.22,,,,,,,,,,,,,,,,,1,,
3/9/1992,,0.000617564,344.48,5.4887,636.22,0.563669,78.919978,2011.5,27.95,772.8,,3.06,2.559,0.955,26.05,1.3407,,3.7505,,0.006023972,25.275,1,0.7323,2.879
3/10/1992,,0.000623818,345.03,5.4887,635.88,0.562698,78.879992,2010.5,27.8,,,3.06,2.566,0.96,25.841,1.3418,,3.752,25.61,0.006029949,25.2725,1,0.7319,2.881
3/11/1992,,0.000630236,345.84,5.4887,639.78,0.566222,79.109996,2011.5,27.85,773.6,,3.06,2.564,0.96,25.924,1.3413,,3.7525,,0.006042957,25.3295,1,0.7361,2.888
3/12/1992,,0.000636636,347.7,5.4864,639.38,0.563787,78.970027,2012.25,28.1,774.1,,3.06,2.5645,0.955,25.9,1.3487,,3.7525,25.68,0.006065947,25.347,1,0.735,2.899
3/13/1992,,0.000643036,348.4,5.4892,641.29,0.56499,79.069975,2012.75,28.2,774.6,,3.06,2.576,0.95,25.743,1.347,,3.7506,25.69,0.006086917,25.3695,1,0.7341,2.891
3/14/1992,,,,,642,,,,,,,,,,,,,,,,,1,,
3/15/1992,,,,,642,,,,,,,,,,,,,,,,,1,,
3/16/1992,,0.000649564,347.4,5.4892,642,0.565047,80.600026,2012.75,28.58,775.3,,3.06,2.575,0.945,25.816,1.3475,,3.7494,25.68,0.006095888,25.439,1,0.7345,2.8875
3/17/1992,,0.000656073,348.23,5.4892,644.13,0.562437,80.160012,2011.5,28.48,776,,3.06,2.5935,0.94,25.771,1.3478,,3.7505,25.68,0.006109898,25.4525,1,0.7323,2.883
3/18/1992,,0.000662527,347.81,5.4837,643.83,0.560412,80.07,2011,28.6,775.7,,3.07,2.603,0.94,25.699,1.3441,,3.7487,25.63,0.00610091,25.48,1,0.7299,2.876
3/19/1992,,0.000669073,349.27,5.4837,642.59,0.565607,80.240031,2011.75,28.6,777,,3.08,2.5905,0.96,25.818,1.3425,,3.75,25.63,0.006119893,25.47,1,0.7325,2.894
3/20/1992,,0.000675625,353.84,5.4929,641.53,0.569301,80.67997,2012.5,28.75,778,,3.07,2.589,0.965,25.719,1.3491,,3.752,25.68,0.006159814,25.49,1,0.7357,2.895
3/21/1992,,,,,640.37,,,,,,,,,,,,,,,,,1,,
3/22/1992,,,,,640.37,,,,,,,,,,,,,,,,,1,,
3/23/1992,,0.000682164,352.03,5.4929,640.37,0.567601,80.659997,2013.5,29.25,777.9,,3.07,2.573,0.955,25.637,1.3554,,3.752,25.7,0.006204794,25.562,1,0.735,2.884
3/24/1992,,0.000688736,350.56,5.4929,640.37,0.565662,80.589992,2013.5,29.25,,,3.08,2.576,0.96,25.701,1.3559,,3.7505,25.65,0.006199769,25.555,1,0.7334,2.9025
3/25/1992,,0.0006954,350.76,5.4887,642,0.56317,80.239994,2014.25,29,778.4,,3.08,2.5765,0.955,25.75,1.3531,,3.7488,25.66,0.00621379,25.5,1,0.7318,2.874
3/26/1992,,0.000702145,351.7,5.4837,641.81,0.564316,80.150665,2014,29,778.6,,3.09,2.589,0.955,25.503,1.350711,,3.752,25.63,0.006211807,25.51,1,0.7309,2.895
3/27/1992,,0.000709036,351.94,5.4837,641.22,0.56455,80.380003,2015,29.05,778.6,,3.08,2.589,0.955,25.8,1.3507,,3.752,25.66,0.006225786,25.54,1,0.7323,2.8625
3/28/1992,,,,,647.24,,,,,,,,,,,,,,,,,1,,
3/29/1992,,,,,647.24,,,,,,,,,,,,,,,,,1,,
3/30/1992,,0.000716018,350.67,5.4812,647.24,0.560732,79.889969,2014,28.7,779,,3.07,2.582,0.955,25.56,1.3533,,3.752,25.62,0.006229751,,1,0.7298,2.885
3/31/1992,,0.000722891,349.53,5.4812,641.59,0.559591,80.020019,2014,29.1,779.7,,3.06,2.5815,0.955,25.383,1.3497,,3.7505,25.62,0.006247767,25.508,1,,2.882
4/1/1992,,0.000729836,348.02,5.4812,641.98,0.563435,80.090005,2014,29,779.6,,3.06,2.585,0.945,25.552,1.3493,,3.7488,25.62,0.006259743,25.45,1,0.7321,2.875
4/2/1992,,0.000737109,347.19,5.4812,645.14,0.563638,80.269977,2016,28.95,779.6,,3.06,2.582,0.95,25.526,1.3553,,3.752,25.68,0.006296684,25.5,1,0.732,2.8825
4/3/1992,,0.000737255,347.5,5.4812,644.77,0.559825,79.790037,2015,29,779.6,,3.06,2.577,0.955,25.219,1.356,,3.7505,25.66,0.006298708,,1,0.7284,2.877
4/4/1992,,,,,643.11,,,,,,,,,,,,,,,,,1,,
4/5/1992,,,,,643.11,,,,,,,,,,,,,,,,,1,,
4/6/1992,,0.000752,347.24,5.4812,643.11,0.55727,79.579996,2015,29,780.3,,3.06,2.58,0.965,25.75,1.3493,,3.7505,25.66,0.006298687,25.46,1,0.726,2.865
4/7/1992,,0.000759673,347.16,5.4812,645.73,0.561144,79.57001,2015,28.9,781.5,,3.06,2.5715,0.98,25.7,1.3463,,3.7505,25.62,0.006298684,25.405,1,0.7276,2.874
4/8/1992,,0.000767255,346.76,5.4812,643.98,0.558827,79.370025,2015,29.05,783,,3.08,2.5565,0.995,25.7,1.3501,,3.752,25.61,0.006274733,25.235,1,0.7254,2.8775
4/9/1992,,0.000774927,346.26,5.4792,644.61,0.562231,79.769976,2015,29,782.9,,3.07,2.55,1.01,,1.349,,3.7501,25.62,0.006287718,25.265,1,0.7269,2.8525
4/10/1992,,0.000782691,346.21,5.4792,646.5,0.558181,79.380038,2015,29,784,,3.07,2.548,1.045,25.7,1.354,,3.7505,25.59,0.006225678,25.299,1,0.7245,2.8825
4/11/1992,,,,,647.28,,,,,,,,,,,,,,,,,1,,
4/12/1992,,,,,647.28,,,,,,,,,,,,,,,,,1,,
4/13/1992,,0.000790564,345.3,5.5077,647.28,0.566662,79.780004,2015.5,29.05,784.3,,3.06,2.551,1.045,25.382,1.3491,,3.752,25.61,0.006318672,25.3,1,0.7294,2.882
4/14/1992,,0.000798527,344.06,5.5077,649.48,0.565193,79.94998,2016,28.95,784.9,,3.07,2.547,1.05,25.6,1.3614,,3.752,25.61,0.006386586,25.308,1,0.7288,2.87
4/15/1992,,0.000806509,343.93,5.5328,655.66,0.566602,80.130029,2016.5,28.97,785.2,,3.07,2.548,1.04,25.591,1.3614,,3.7515,25.63,0.006406568,25.255,1,0.7293,2.883
4/16/1992,,,344.62,5.5328,657.97,0.56863,80.21001,2016.5,28.98,785.1,,,2.5545,,,1.3635,,3.7502,25.65,0.006429583,25.29,1,0.7306,2.8925
4/17/1992,,,,5.5328,657.97,,,2016.5,28.99,784.3,,,2.5535,,,,,,,,25.2945,1,,
4/18/1992,,,,,657.97,,,,,,,,,,,,,,,,,1,,
4/19/1992,,,,,657.97,,,,,,,,,,,,,,,,,1,,
4/20/1992,,0.000814382,345.43,5.5328,657.97,,,2017.75,,782.2,,3.06,,1.04,25.591,,,,,,,1,0.7342,
4/21/1992,,,346.06,5.5328,655.32,0.571064,80.360027,2017.75,28.7,782.4,,3.08,2.547,1.045,25.6,1.3737,,3.7504,25.68,0.006528475,25.3075,1,0.7323,2.895
4/22/1992,,0.000822345,,5.5328,652.57,0.572152,80.390633,2017.75,28.85,783.9,,3.08,2.5455,1.045,25.65,1.372611,,3.751,25.68,0.006530494,25.26,1,0.7322,2.8835
4/23/1992,,0.000830336,346.48,5.5328,651.48,0.571326,80.219969,2019,28.78,784.7,,3.08,2.5385,1.045,25.7,1.3737,,3.7495,25.66,0.00654942,25.263,1,0.7321,2.8855
4/24/1992,,0.000838409,346.69,5.5254,650.24,0.567162,80.110017,2020,28.75,784.5,,3.08,2.529,1.055,25.825,1.374,,3.7496,25.68,0.00654946,25.2695,1,0.7296,2.883
4/25/1992,,,,,651.36,,,,,,,,,,,,,,,,,1,,
4/26/1992,,,,,651.36,,,,,,,,,,,,,,,,,1,,
4/27/1992,,0.000846555,346.91,5.5254,651.36,0.568304,80.090039,2019,28.8,783.2,,3.08,2.542,1.055,25.825,1.369,,3.7461,25.68,0.006530454,25.27,1,0.728,2.8795
4/28/1992,,0.000854791,346.56,5.5254,650.31,0.569598,80.069982,2018,28.7,783.6,,3.08,2.536,1.055,26.068,1.3695,,3.751,25.65,0.006559452,25.2695,1,0.7298,2.8745
4/29/1992,,0.000863018,346.85,5.5239,651.95,0.568483,80.029968,2018,28.7,783.9,,3.08,2.5255,1.055,25.893,1.3746,,3.751,25.64,0.006592414,25.236,1,0.7291,2.879
