TIME_PERIOD,AED,BRL,CLP,CNY,COP,EUR,HUF,IDR,INR,KRW,KWD,MXN,MYR,PEN,PHP,PLN,QAR,SAR,THB,TRY,TWD,USD,XDR,ZAR
1/1/1976,,,,,32.98,,41.3,,,,,0.0125,,,,,,,,,,1,,0.87108
1/2/1976,,,,,32.98,,41.3,,8.97,,,0.0125,2.5907,,,,,,,1.50E-05,,1,0.8542,0.87108
1/3/1976,,,,,32.98,,,,,,,,,,,,,,,,,1,,
1/4/1976,,,,,33,,,,,,,,,,,,,,,,,1,,
1/5/1976,,,,,33,,41.3,,8.97,484,,0.0125,2.59,,,,,,,1.50E-05,,1,0.853,
1/6/1976,,,,,33.02,,41.3,,8.97,484,,0.0125,2.5833,,,,,,,1.50E-05,,1,0.8513,0.87108
1/7/1976,,,,,33.02,,41.3,,8.97,484,,0.0125,2.584,,,,,,,1.50E-05,,1,0.851,0.87108
1/8/1976,,,,,33.02,,41.3,,8.97,484,,0.0125,2.5826,,,,,,,1.50E-05,,1,0.8508,0.87108
1/9/1976,,,,,33.02,,41.3,,8.93,484,,0.0125,2.5846,,,,,,,1.50E-05,,1,0.8522,0.87108
1/10/1976,,,,,33.02,,,,,484,,,,,,,,,,,,1,,
1/11/1976,,,,,33.05,,,,,,,,,,,,,,,,,1,,
1/12/1976,,,,,33.05,,41.3,,8.93,484,,0.0125,2.5853,,,,,,,1.50E-05,,1,0.8515,0.87108
1/13/1976,,,,,33.07,,41.3,,8.93,484,,0.0125,2.588,,,,,,,1.50E-05,,1,0.8526,0.87108
1/14/1976,,,,,33.07,,41.3,,8.93,484,,0.0125,2.5893,,,,,,,1.50E-05,,1,0.8527,0.87108
1/15/1976,,,,,33.07,,41.3,,8.91,484,,0.0125,2.5893,,,,,,,1.50E-05,,1,0.8515,0.87108
1/16/1976,,,,,33.07,,41.3,,8.93,484,,0.0125,2.584,,,,,,,1.50E-05,,1,0.8521,0.87108
1/17/1976,,,,,33.07,,,,,484,,,,,,,,,,,,1,,
1/18/1976,,,,,33.09,,,,,,,,,,,,,,,,,1,,
1/19/1976,,,,,33.11,,41.3,,8.93,484,,0.0125,2.5853,,,,,,,1.50E-05,,1,0.8518,0.87108
1/20/1976,,,,,33.11,,41.3,,8.93,484,,0.0125,2.5853,,,,,,,1.50E-05,,1,0.8519,0.87108
1/21/1976,,,,,33.13,,41.3,,8.93,484,,0.0125,2.584,,,,,,,1.50E-05,,1,0.854,0.87108
1/22/1976,,,,,33.15,,41.3,,8.93,484,,0.0125,2.5853,,,,,,,1.50E-05,,1,0.8578,0.87108
1/23/1976,,,,,33.19,,41.3,,8.97,484,,0.0125,2.5907,,,,,,,1.50E-05,,1,0.856,0.87108
1/24/1976,,,,,33.19,,,,,484,,,,,,,,,,,,1,,
1/25/1976,,,,,33.19,,,,,,,,,,,,,,,,,1,,
1/26/1976,,,,,33.19,,41.3,,8.97,484,,0.0125,2.5826,,,,,,,1.50E-05,,1,0.8552,0.87108
1/27/1976,,,,,33.24,,41.3,,8.97,484,,0.0125,2.5773,,,,,,,1.50E-05,,1,0.8549,0.87108
1/28/1976,,,,,33.29,,41.3,,8.97,484,,0.0125,2.5773,,,,,,,1.50E-05,,1,0.8548,0.87108
1/29/1976,,,,,33.32,,41.3,,8.97,484,,0.0125,2.5773,,,,,,,1.50E-05,,1,0.8558,0.87108
1/30/1976,,,,,33.32,,41.3,,8.91,484,,0.0125,2.5727,,,,,,,1.50E-05,,1,0.8556,0.87108
1/31/1976,,,,,33.32,,,,,484,,,,,,,,,,,,1,,
2/1/1976,,,,,33.32,,,,,,,,,,,,,,,,,1,,
2/2/1976,,,,,33.35,,41.3,,8.91,484,,0.0125,2.5727,,,,,,,1.50E-05,,1,0.8558,0.87108
2/3/1976,,,,,33.37,,41.3,,8.91,484,,0.0125,2.5727,,,,,,,1.50E-05,,1,0.8548,0.87108
2/4/1976,,,,,33.39,,41.3,,8.91,484,,0.0125,2.57,,,,,,,1.50E-05,,1,0.8544,0.87108
2/5/1976,,,,,33.39,,41.3,,8.91,484,,0.0125,2.5654,,,,,,,1.50E-05,,1,0.8531,0.87108
2/6/1976,,,,,33.41,,41.3,,8.93,484,,0.0125,2.5044,,,,,,,1.50E-05,,1,0.8536,0.87108
2/7/1976,,,,,33.41,,,,,484,,,,,,,,,,,,1,,
2/8/1976,,,,,33.44,,,,,,,,,,,,,,,,,1,,
2/9/1976,,,,,33.45,,41.3,,8.93,484,,0.0125,2.5714,,,,,,,1.50E-05,,1,0.8542,0.87108
2/10/1976,,,,,33.47,,41.3,,8.93,484,,0.0125,2.5674,,,,,,,1.50E-05,,1,0.855,0.87108
2/11/1976,,,,,33.47,,41.3,,8.93,484,,0.0125,2.5681,,,,,,,1.50E-05,,1,0.8535,0.87108
2/12/1976,,,,,33.49,,41.3,,,484,,0.0125,,,,,,,,1.50E-05,,1,0.8531,
2/13/1976,,,,,33.49,,41.3,,8.94,484,,0.0125,2.5707,,,,,,,1.50E-05,,1,0.854,0.87146
2/14/1976,,,,,33.49,,,,,484,,,,,,,,,,,,1,,
2/15/1976,,,,,33.51,,,,,,,,,,,,,,,,,1,,
2/16/1976,,,,,33.51,,41.3,,,484,,0.0125,,,,,,,,1.50E-05,,1,0.8546,
2/17/1976,,,,,33.53,,41.3,,8.94,484,,0.0125,2.572,,,,,,,1.50E-05,,1,0.8563,0.87146
2/18/1976,,,,,33.53,,41.3,,8.94,484,,0.0125,2.5733,,,,,,,1.50E-05,,1,0.8551,0.87146
2/19/1976,,,,,33.53,,41.3,,8.94,484,,0.0125,2.57,,,,,,,1.50E-05,,1,0.8548,0.87146
2/20/1976,,,,,33.53,,41.3,,8.97,484,,0.0125,2.5687,,,,,,,1.50E-05,,1,0.8556,0.87108
2/21/1976,,,,,33.53,,,,,484,,,,,,,,,,,,1,,
2/22/1976,,,,,33.56,,,,,,,,,,,,,,,,,1,,
2/23/1976,,,,,33.58,,41.3,,8.97,484,,0.0125,2.5674,,,,,,,1.50E-05,,1,0.8565,0.87108
2/24/1976,,,,,33.6,,41.3,,8.97,484,,0.0125,2.5641,,,,,,,1.50E-05,,1,0.8568,0.87108
2/25/1976,,,,,33.62,,41.3,,8.97,484,,0.0125,2.5615,,,,,,,1.50E-05,,1,0.856,0.87108
2/26/1976,,,,,33.63,,41.3,,8.97,484,,0.0125,2.5595,,,,,,,1.50E-05,,1,0.8559,0.87108
2/27/1976,,,,,33.63,,41.3,,8.93,484,,0.0125,2.5589,,,,,,,1.50E-05,,1,0.8556,0.8707
2/28/1976,,,,,33.63,,,,,484,,,,,,,,,,,,1,,
2/29/1976,,,,,33.65,,,,,,,,,,,,,,,,,1,,
3/1/1976,,,,,33.66,,41.3,,8.93,,,0.0125,2.5562,,,,,,,1.50E-05,,1,0.8559,0.8707
3/2/1976,,,,,33.66,,41.3,,8.93,484,,0.0125,2.5575,,,,,,,1.50E-05,,1,0.8583,0.8707
3/3/1976,,,,,33.68,,41.3,,8.93,484,,0.0125,2.5536,,,,,,,1.50E-05,,1,0.8581,0.8707
3/4/1976,,,,,33.68,,41.3,,8.93,484,,0.0125,2.5523,,,,,,,1.50E-05,,1,0.8585,0.8707
3/5/1976,,,,,33.68,,41.3,,8.93,484,,0.0125,2.5523,,,,,,,1.50E-05,,1,0.8607,0.8707
3/6/1976,,,,,33.68,,,,,484,,,,,,,,,,,,1,,
3/7/1976,,,,,33.68,,,,,,,,,,,,,,,,,1,,
3/8/1976,,,,,33.71,,41.3,,9.09,484,,0.0125,2.5549,,,,,,,1.50E-05,,1,0.8609,0.8707
3/9/1976,,,,,33.73,,41.3,,9.09,484,,0.0125,2.5589,,,,,,,1.50E-05,,1,0.8615,0.8707
3/10/1976,,,,,33.73,,41.3,,9.09,,,0.0125,2.5608,,,,,,,1.50E-05,,1,0.8618,0.8707
3/11/1976,,,,,33.75,,41.3,,9.09,484,,0.0125,2.5667,,,,,,,1.50E-05,,1,0.8645,0.8707
3/12/1976,,,,,33.77,,41.3,,8.93,484,,0.0125,2.5707,,,,,,,1.50E-05,,1,0.8636,0.87108
3/13/1976,,,,,33.77,,,,,484,,,,,,,,,,,,1,,
3/14/1976,,,,,33.77,,,,,,,,,,,,,,,,,1,,
3/15/1976,,,,,33.79,,41.3,,8.93,484,,0.0125,2.5608,,,,,,,1.60E-05,,1,0.867,0.87108
3/16/1976,,,,,33.81,,41.3,,8.93,484,,0.0125,2.6048,,,,,,,1.60E-05,,1,0.8682,0.87108
3/17/1976,,,,,33.83,,41.3,,8.93,484,,0.0125,2.5634,,,,,,,1.60E-05,,1,0.8695,0.87108
3/18/1976,,,,,33.83,,41.3,,8.93,484,,0.0125,2.5595,,,,,,,1.60E-05,,1,0.8667,0.87108
3/19/1976,,,,,33.86,,41.3,,8.93,484,,0.0125,2.5641,,,,,,,1.60E-05,,1,0.8663,0.8707
3/20/1976,,,,,33.86,,,,,484,,,,,,,,,,,,1,,
3/21/1976,,,,,33.86,,,,,,,,,,,,,,,,,1,,
3/22/1976,,,,,33.87,,41.3,,8.93,484,,0.0125,2.5589,,,,,,,1.60E-05,,1,0.8669,0.8707
3/23/1976,,,,,33.89,,41.3,,8.93,484,,0.0125,2.5589,,,,,,,1.60E-05,,1,0.866,0.8707
3/24/1976,,,,,33.89,,41.7,,8.93,484,,0.0125,2.5608,,,,,,,1.60E-05,,1,0.8656,0.8707
3/25/1976,,,,,33.89,,41.7,,8.93,484,,0.0125,2.5575,,,,,,,1.60E-05,,1,0.8654,0.8707
3/26/1976,,,,,33.89,,41.7,,8.97,484,,0.0125,2.5641,,,,,,,1.60E-05,,1,0.8655,0.87108
3/27/1976,,,,,33.89,,,,,484,,,,,,,,,,,,1,,
3/28/1976,,,,,33.91,,,,,,,,,,,,,,,,,1,,
3/29/1976,,,,,33.93,,41.7,,8.97,484,,0.0125,2.5556,,,,,,,1.60E-05,,1,0.8664,0.87108
3/30/1976,,,,,33.95,,41.7,,8.97,484,,0.0125,2.5569,,,,,,,1.60E-05,,1,0.8658,0.87108
3/31/1976,,,,,33.95,,41.7,,8.97,484,,0.0125,2.5543,,,,,,,1.60E-05,,1,0.8648,0.87108
4/1/1976,,,,,33.95,,41.7,,8.97,484,,0.0125,2.5569,,,,,,,1.60E-05,,1,0.8648,0.87108
4/2/1976,,,,,33.95,,41.7,,9.01,484,,0.0125,2.5497,,,,,,,1.60E-05,,1,0.8664,0.87108
4/3/1976,,,,,33.95,,,,,484,,,,,,,,,,,,1,,
4/4/1976,,,,,33.97,,,,,,,,,,,,,,,,,1,,
4/5/1976,,,,,33.99,,41.7,,9.01,,,0.0125,2.5589,,,,,,,1.60E-05,,1,0.8671,0.87108
4/6/1976,,,,,34.01,,41.7,,9.01,484,,0.0125,2.5641,,,,,,,1.60E-05,,1,0.8668,0.87108
4/7/1976,,,,,34.03,,41.7,,9.01,484,,0.0125,2.5634,,,,,,,1.60E-05,,1,0.8671,0.87108
4/8/1976,,,,,34.05,,41.7,,9.01,484,,0.0125,2.5648,,,,,,,1.60E-05,,1,0.8668,0.87108
4/9/1976,,,,,34.05,,41.7,,9.01,484,,0.0125,2.5634,,,,,,,1.60E-05,,1,0.8683,0.8707
4/10/1976,,,,,34.05,,,,,484,,,,,,,,,,,,1,,
4/11/1976,,,,,34.07,,,,,,,,,,,,,,,,,1,,
4/12/1976,,,,,34.09,,41.7,,9.01,484,,0.0125,2.5661,,,,,,,1.60E-05,,1,0.8698,0.8707
4/13/1976,,,,,34.12,,41.7,,9.01,484,,0.0125,2.5674,,,,,,,1.60E-05,,1,0.87,0.8707
4/14/1976,,,,,34.12,,41.7,,9.01,484,,0.0125,2.5654,,,,,,,1.60E-05,,1,0.8686,0.8707
4/15/1976,,,,,34.12,,41.7,,9.01,484,,0.0125,2.5641,,,,,,,1.60E-05,,1,0.8681,0.8707
4/16/1976,,,,,34.12,,41.7,,9.01,484,,0.0125,2.5621,,,,,,,1.60E-05,,1,0.8682,0.8707
4/17/1976,,,,,34.12,,,,,484,,,,,,,,,,,,1,,
4/18/1976,,,,,34.12,,,,,,,,,,,,,,,,,1,,
4/19/1976,,,,,34.12,,41.7,,9.01,484,,0.0125,2.5621,,,,,,,1.60E-05,,1,0.8685,0.8707
4/20/1976,,,,,34.15,,41.7,,9.01,484,,0.0125,2.5641,,,,,,,1.60E-05,,1,0.8681,0.8707
4/21/1976,,,,,34.17,,41.7,,9.01,484,,0.0125,2.5628,,,,,,,1.60E-05,,1,0.8682,0.8707
4/22/1976,,,,,34.17,,41.7,,9.09,484,,0.0125,2.5602,,,,,,,1.60E-05,,1,0.8696,0.8707
4/23/1976,,,,,34.2,,41.7,,8.93,484,,0.0125,2.5641,,,,,,,,,1,0.8703,0.8707
4/24/1976,,,,,34.2,,,,,484,,,,,,,,,,,,1,,
4/25/1976,,,,,34.2,,,,,,,,,,,,,,,,,1,,
4/26/1976,,,,,34.22,,41.7,,8.93,484,,0.0125,2.5641,,,,,,,1.60E-05,,1,0.8708,0.8707
4/27/1976,,,,,34.25,,41.7,,8.93,484,,0.0125,2.5634,,,,,,,1.60E-05,,1,0.8698,0.8707
4/28/1976,,,,,34.27,,41.7,,8.93,484,,0.0125,2.5634,,,,,,,1.60E-05,,1,0.8696,0.8707
4/29/1976,,,,,34.29,,41.7,,8.93,484,,0.0125,2.5595,,,,,,,1.60E-05,,1,0.8689,0.8707
4/30/1976,,,,,34.29,,41.7,,8.97,484,,0.0125,2.5543,,,,,,,1.60E-05,,1,0.869,0.8707
5/1/1976,,,,,34.29,,,,,484,,,,,,,,,,,,1,,
5/2/1976,,,,,34.31,,,,,,,,,,,,,,,,,1,,
5/3/1976,,,,,34.33,,41.7,,8.97,484,,0.0125,2.5517,,,,,,,1.60E-05,,1,0.8685,0.8707
5/4/1976,,,,,34.35,,41.7,,8.97,484,,0.0125,2.5536,,,,,,,1.60E-05,,1,0.8696,0.8707
5/5/1976,,,,,34.37,,41.7,,8.97,,,0.0125,2.5523,,,,,,,1.60E-05,,1,0.8697,0.8707
5/6/1976,,,,,34.38,,41.7,,8.97,,,0.0125,2.5523,,,,,,,1.60E-05,,1,0.8688,0.8707
5/7/1976,,,,,34.38,,41.7,,9.01,484,,0.0125,2.5575,,,,,,,1.60E-05,,1,0.8683,0.8707
5/8/1976,,,,,34.38,,,,,484,,,,,,,,,,,,1,,
5/9/1976,,,,,34.38,,,,,,,,,,,,,,,,,1,,
5/10/1976,,,,,34.39,,41.7,,9.01,484,,0.0125,2.553,,,,,,,1.60E-05,,1,0.8669,0.8707
5/11/1976,,,,,34.42,,41.7,,9.01,484,,0.0125,2.553,,,,,,,1.60E-05,,1,0.8672,0.8707
5/12/1976,,,,,34.42,,41.7,,9.01,484,,0.0125,2.5536,,,,,,,1.60E-05,,1,0.8683,0.8707
5/13/1976,,,,,34.45,,41.7,,9.01,484,,0.0125,2.5536,,,,,,,1.60E-05,,1,0.8687,0.8707
5/14/1976,,,,,34.45,,41.7,,9.01,484,,0.0125,2.5543,,,,,,,1.60E-05,,1,0.8693,0.8707
5/15/1976,,,,,34.45,,,,,484,,,,,,,,,,,,1,,
5/16/1976,,,,,34.48,,,,,,,,,,,,,,,,,1,,
5/17/1976,,,,,34.48,,41.7,,9.01,484,,0.0125,2.5575,,,,,,,1.60E-05,,1,0.8722,0.8707
5/18/1976,,,,,34.51,,41.7,,9.01,484,,0.0125,2.5634,,,,,,,1.60E-05,,1,0.8729,0.8707
5/19/1976,,,,,34.51,,41.7,,9.01,484,,0.0125,2.5582,,,,,,,,,1,0.872,0.8707
5/20/1976,,,,,34.54,,41.7,,9.01,484,,0.0125,2.5569,,,,,,,1.60E-05,,1,0.8707,0.8707
5/21/1976,,,,,34.54,,41.7,,9.05,484,,0.0125,2.5641,,,,,,,1.60E-05,,1,0.8739,0.8707
5/22/1976,,,,,34.54,,,,,484,,,,,,,,,,,,1,,
5/23/1976,,,,,34.54,,,,,,,,,,,,,,,,,1,,
5/24/1976,,,,,34.54,,41.7,,9.05,484,,0.0125,2.5667,,,,,,,1.60E-05,,1,0.8736,0.8707
5/25/1976,,,,,34.54,,41.7,,9.05,484,,0.0125,2.5707,,,,,,,1.60E-05,,1,0.8724,0.8707
5/26/1976,,,,,34.54,,41.7,,9.05,484,,0.0125,2.5707,,,,,,,1.60E-05,,1,0.8736,0.8707
5/27/1976,,,,,34.56,,41.7,,9.05,484,,0.0125,2.5707,,,,,,,1.60E-05,,1,0.8739,0.8707
5/28/1976,,,,,34.56,,41.7,,9.3,484,,0.0125,2.5641,,,,,,,1.60E-05,,1,0.8749,0.8707
5/29/1976,,,,,34.56,,,,,484,,,,,,,,,,,,1,,
5/30/1976,,,,,34.58,,,,,,,,,,,,,,,,,1,,
5/31/1976,,,,,34.6,,41.7,,,484,,0.0125,,,,,,,,1.60E-05,,1,0.8754,
6/1/1976,,,,,34.61,,41.7,,9.3,484,,0.0125,2.5641,,,,,,,1.60E-05,,1,0.8764,0.8707
6/2/1976,,,,,34.61,,41.7,,9.35,484,,0.0125,2.5641,,,,,,,1.60E-05,,1,0.8773,0.8707
6/3/1976,,,,,34.61,,41.7,,9.35,484,,0.0125,2.5615,,,,,,,1.60E-05,,1,0.8775,0.8707
6/4/1976,,,,,34.61,,41.7,,9.3,484,,0.0125,2.5641,,,,,,,1.60E-05,,1,0.8766,0.87146
6/5/1976,,,,,34.61,,,,,484,,,,,,,,,,,,1,,
6/6/1976,,,,,34.61,,,,,,,,,,,,,,,,,1,,
6/7/1976,,,,,34.62,,41.7,,9.3,484,,0.0125,2.5641,,,,,,,1.60E-05,,1,0.8762,0.8707
6/8/1976,,,,,34.62,,41.7,,9.3,484,,0.0125,2.5595,,,,,,,1.60E-05,,1,0.8737,0.8707
6/9/1976,,,,,34.63,,41.7,,9.3,484,,0.0125,2.5575,,,,,,,1.60E-05,,1,0.8733,0.8707
6/10/1976,,,,,34.63,,41.7,,9.3,484,,0.0125,2.5575,,,,,,,1.60E-05,,1,0.8746,0.8707
6/11/1976,,,,,34.63,,41.7,,9.01,484,,0.0125,2.5575,,,,,,,1.60E-05,,1,0.8743,0.8707
6/12/1976,,,,,34.63,,,,,484,,,,,,,,,,,,1,,
6/13/1976,,,,,34.64,,,,,,,,,,,,,,,,,1,,
6/14/1976,,,,,34.64,,41.7,,9.01,484,,0.0125,2.5562,,,,,,,1.60E-05,,1,0.8739,0.8707
6/15/1976,,,,,34.64,,41.7,,9.01,484,,0.0125,2.5562,,,,,,,1.60E-05,,1,0.8742,0.8707
6/16/1976,,,,,34.64,,41.7,,9.01,,,0.0125,2.553,,,,,,,1.60E-05,,1,0.873,0.8707
6/17/1976,,,,,34.66,,41.7,,9.01,484,,0.0125,2.5523,,,,,,,1.60E-05,,1,0.8735,0.8707
6/18/1976,,,,,34.66,,41.7,,8.97,484,,0.0125,2.5543,,,,,,,1.60E-05,,1,0.874,0.87032
6/19/1976,,,,,34.66,,,,,484,,,,,,,,,,,,1,,
6/20/1976,,,,,34.66,,,,,,,,,,,,,,,,,1,,
6/21/1976,,,,,34.68,,41.7,,8.97,484,,0.0125,2.5523,,,,,,,1.60E-05,,1,0.8745,0.87032
6/22/1976,,,,,34.7,,41.7,,8.97,484,,0.0125,2.5523,,,,,,,1.60E-05,,1,0.8739,0.87032
6/23/1976,,,,,34.7,,41.7,,8.97,,,0.0125,2.5504,,,,,,,1.60E-05,,1,0.8737,0.87032
6/24/1976,,,,,34.7,,41.7,,8.97,484,,0.0125,2.5471,,,,,,,1.60E-05,,1,0.8728,0.87032
6/25/1976,,,,,34.7,,41.7,,9.01,484,,0.0125,2.5445,,,,,,,1.60E-05,,1,0.8727,0.8673
6/26/1976,,,,,34.7,,,,,484,,,,,,,,,,,,1,,
6/27/1976,,,,,34.7,,,,,,,,,,,,,,,,,1,,
6/28/1976,,,,,34.7,,41.7,,9.01,484,,0.0125,2.5419,,,,,,,1.60E-05,,1,0.873,0.8673
6/29/1976,,,,,34.7,,41.7,,9.01,484,,0.0125,2.5432,,,,,,,1.60E-05,,1,0.8726,0.8673
6/30/1976,,,,,34.72,,41.7,,9.01,484,,0.0125,2.5439,,,,,,,1.60E-05,,1,0.8725,0.8673
7/1/1976,,,,,34.72,,41.7,,9.01,484,,0.0125,2.5432,,,,,,,1.60E-05,,1,0.872,0.8673
7/2/1976,,,,,34.72,,41.7,,8.89,484,,0.0125,2.5419,,,,,,,1.60E-05,,1,0.8719,0.87108
7/3/1976,,,,,34.72,,,,,484,,,,,,,,,,,,1,,
7/4/1976,,,,,34.75,,,,,,,,,,,,,,,,,1,,
7/5/1976,,,,,34.78,,41.7,,,484,,0.0125,,,,,,,,1.60E-05,,1,0.8719,
7/6/1976,,,,,34.79,,41.7,,8.89,484,,0.0125,2.5426,,,,,,,1.60E-05,,1,0.8716,0.87108
7/7/1976,,,,,34.79,,41.7,,8.89,484,,0.0125,2.5439,,,,,,,1.60E-05,,1,0.8717,0.87108
7/8/1976,,,,,34.79,,41.7,,8.89,484,,0.0125,2.5426,,,,,,,1.60E-05,,1,0.8721,0.87108
7/9/1976,,,,,34.79,,41.7,,8.97,484,,0.0125,2.5426,,,,,,,1.60E-05,,1,0.8728,0.8707
7/10/1976,,,,,34.79,,,,,484,,,,,,,,,,,,1,,
7/11/1976,,,,,34.82,,,,,,,,,,,,,,,,,1,,
7/12/1976,,,,,34.84,,41.7,,8.97,484,,0.0125,2.5394,,,,,,,1.60E-05,,1,0.8731,0.8707
7/13/1976,,,,,34.86,,41.7,,8.97,484,,0.0125,2.6731,,,,,,,1.60E-05,,1,0.8727,0.8707
7/14/1976,,,,,34.88,,41.7,,8.97,484,,0.0125,2.5336,,,,,,,1.60E-05,,1,0.872,0.8707
7/15/1976,,,,,34.9,,41.7,,8.97,484,,0.0125,2.5272,,,,,,,1.60E-05,,1,0.8723,0.8707
7/16/1976,,,,,34.9,,41.7,,8.9,484,,0.0125,2.5259,,,,,,,1.60E-05,,1,0.8745,0.87108
7/17/1976,,,,,34.9,,,,,,,,,,,,,,,,,1,,
7/18/1976,,,,,34.92,,,,,,,,,,,,,,,,,1,,
7/19/1976,,,,,34.92,,41.7,,8.9,484,,0.0125,2.5183,,,,,,,1.60E-05,,1,0.8751,0.87108
7/20/1976,,,,,34.94,,41.7,,8.9,484,,0.0125,2.5126,,,,,,,1.60E-05,,1,0.8748,0.87108
7/21/1976,,,,,34.94,,41.7,,8.9,484,,0.0125,2.5044,,,,,,,1.60E-05,,1,0.8745,0.87108
7/22/1976,,,,,34.96,,41.7,,8.9,484,,0.0125,2.5025,,,,,,,1.60E-05,,1,0.8745,0.87108
7/23/1976,,,,,34.99,,41.7,,8.9,484,,0.0125,2.5013,,,,,,,1.60E-05,,1,0.8751,0.87146
7/24/1976,,,,,34.99,,,,,484,,,,,,,,,,,,1,,
7/25/1976,,,,,34.99,,,,,,,,,,,,,,,,,1,,
7/26/1976,,,,,35.02,,41.7,,8.9,484,,0.0125,2.5013,,,,,,,1.60E-05,,1,0.8752,0.87146
7/27/1976,,,,,35.06,,41.7,,8.9,484,,0.0125,2.4969,,,,,,,1.60E-05,,1,0.8749,0.87146
7/28/1976,,,,,35.09,,41.7,,8.9,484,,0.0125,2.4919,,,,,,,1.60E-05,,1,0.8741,0.87146
7/29/1976,,,,,35.12,,41.7,,8.9,484,,0.0125,2.4863,,,,,,,1.60E-05,,1,0.873,0.87146
7/30/1976,,,,,35.12,,41.7,,8.97,484,,0.0125,2.4863,,,,,,,1.60E-05,,1,0.8719,0.8707
7/31/1976,,,,,35.12,,,,,484,,,,,,,,,,,,1,,
8/1/1976,,,,,35.14,,,,,,,,,,,,,,,,,1,,
8/2/1976,,,,,35.15,,41.7,,8.97,484,,0.0125,2.4802,,,,,,,1.60E-05,,1,0.8706,0.8707
8/3/1976,,,,,35.17,,41.7,,8.97,484,,0.0125,2.4894,,,,,,,1.60E-05,,1,0.8708,0.8707
8/4/1976,,,,,35.19,,41.7,,8.97,484,,0.0125,2.4919,,,,,,,1.60E-05,,1,0.8712,0.8707
8/5/1976,,,,,35.19,,41.7,,8.97,484,,0.0125,2.4913,,,,,,,1.60E-05,,1,0.8713,0.8707
8/6/1976,,,,,35.19,,41.7,,8.97,484,,0.0125,2.4919,,,,,,,1.60E-05,,1,0.873,0.8707
8/7/1976,,,,,35.19,,,,,484,,,,,,,,,,,,1,,
8/8/1976,,,,,35.19,,,,,,,,,,,,,,,,,1,,
8/9/1976,,,,,35.19,,41.7,,8.97,484,,0.0125,2.4869,,,,,,,1.60E-05,,1,0.8723,0.8707
8/10/1976,,,,,35.2,,41.7,,8.97,484,,0.0125,2.4857,,,,,,,1.60E-05,,1,0.8725,0.8707
8/11/1976,,,,,35.2,,41.7,,8.97,484,,0.0125,2.4814,,,,,,,1.60E-05,,1,0.8724,0.8707
8/12/1976,,,,,35.2,,41.7,,8.97,484,,0.0125,2.4851,,,,,,,1.60E-05,,1,0.8722,0.8707
8/13/1976,,,,,35.2,,41.7,,8.97,484,,0.0125,2.4845,,,,,,,1.60E-05,,1,0.8725,0.8707
8/14/1976,,,,,35.2,,,,,484,,,,,,,,,,,,1,,
8/15/1976,,,,,35.2,,,,,,,,,,,,,,,,,1,,
8/16/1976,,,,,35.2,,41.7,,8.97,484,,0.0125,2.4869,,,,,,,1.60E-05,,1,0.8723,0.8707
8/17/1976,,,,,35.21,,41.7,,8.97,484,,0.0125,2.4888,,,,,,,1.60E-05,,1,0.8702,0.8707
8/18/1976,,,,,35.21,,41.7,,8.97,484,,0.0125,2.4808,,,,,,,1.60E-05,,1,0.8688,0.8707
8/19/1976,,,,,35.21,,41.7,,8.97,484,,0.0125,2.4956,,,,,,,1.60E-05,,1,0.8693,0.8707
8/20/1976,,,,,35.21,,41.7,,8.97,484,,0.0125,2.5013,,,,,,,1.60E-05,,1,0.8701,0.8707
8/21/1976,,,,,35.21,,,,,484,,,,,,,,,,,,1,,
8/22/1976,,,,,35.21,,,,,,,,,,,,,,,,,1,,
8/23/1976,,,,,35.21,,41.7,,8.97,484,,0.0125,2.5063,,,,,,,1.60E-05,,1,0.8705,0.8707
8/24/1976,,,,,35.21,,41.7,,8.97,484,,0.0125,2.5063,,,,,,,1.60E-05,,1,0.8697,0.8707
8/25/1976,,,,,35.21,,41.7,,8.97,484,,0.0125,2.5069,,,,,,,1.60E-05,,1,0.8699,0.8707
8/26/1976,,,,,35.22,,41.7,,8.97,484,,0.0125,2.5132,,,,,,,1.60E-05,,1,0.8694,0.8707
8/27/1976,,,,,35.22,,41.7,,9.01,484,,0.0125,2.5138,,,,,,,1.60E-05,,1,0.8691,0.8707
8/28/1976,,,,,35.22,,,,,484,,,,,,,,,,,,1,,
8/29/1976,,,,,35.22,,,,,,,,,,,,,,,,,1,,
8/30/1976,,,,,35.22,,41.7,,9.01,484,,0.0125,2.5138,,,,,,,,,1,0.8687,0.87146
8/31/1976,,,,,35.23,,41.7,,9.01,484,,0.0125,2.5138,,,,,,,1.60E-05,,1,0.869,0.87146
9/1/1976,,,,,35.23,,41.7,,9.01,484,,0.0205,2.5132,,,,,,,1.60E-05,,1,0.8687,0.87146
9/2/1976,,,,,35.23,,41.7,,9.01,484,,0.0205,2.5094,,,,,,,1.60E-05,,1,0.8686,0.87146
9/3/1976,,,,,35.23,,41.7,,9.01,484,,0.0205,2.5119,,,,,,,1.60E-05,,1,0.8689,0.87146
9/4/1976,,,,,35.23,,,,,484,,,,,,,,,,,,1,,
9/5/1976,,,,,35.23,,,,,,,,,,,,,,,,,1,,
9/6/1976,,,,,35.23,,41.7,,,484,,0.0205,,,,,,,,1.60E-05,,1,0.8684,
9/7/1976,,,,,35.23,,41.7,,9.01,484,,0.0205,2.51,,,,,,,1.60E-05,,1,0.8683,0.87146
