Date,Brazil_Portfolio_Debt_Share_%,Brazil_Total_IIP_Liabilities,Brazil_Total_Liabilities_Growth_YoY_%,Chile_Portfolio_Debt_Share_%,Chile_Total_IIP_Liabilities,Chile_Total_Liabilities_Growth_YoY_%,China_Portfolio_Debt_Share_%,China_Total_IIP_Liabilities,China_Total_Liabilities_Growth_YoY_%,Colombia_Portfolio_Debt_Share_%,Colombia_Total_IIP_Liabilities,Colombia_Total_Liabilities_Growth_YoY_%,Czech Republic_Portfolio_Debt_Share_%,Czech Republic_Total_IIP_Liabilities,Czech Republic_Total_Liabilities_Growth_YoY_%,Greece_Portfolio_Debt_Share_%,Greece_Total_IIP_Liabilities,Greece_Total_Liabilities_Growth_YoY_%,Hungary_Portfolio_Debt_Share_%,Hungary_Total_IIP_Liabilities,Hungary_Total_Liabilities_Growth_YoY_%,India_Portfolio_Debt_Share_%,India_Total_IIP_Liabilities,India_Total_Liabilities_Growth_YoY_%,Indonesia_Portfolio_Debt_Share_%,Indonesia_Total_IIP_Liabilities,Indonesia_Total_Liabilities_Growth_YoY_%,Kuwait_Portfolio_Debt_Share_%,Kuwait_Total_IIP_Liabilities,Kuwait_Total_Liabilities_Growth_YoY_%,Malaysia_Portfolio_Debt_Share_%,Malaysia_Total_IIP_Liabilities,Malaysia_Total_Liabilities_Growth_YoY_%,Mexico_Portfolio_Debt_Share_%,Mexico_Total_IIP_Liabilities,Mexico_Total_Liabilities_Growth_YoY_%,Peru_Portfolio_Debt_Share_%,Peru_Total_IIP_Liabilities,Peru_Total_Liabilities_Growth_YoY_%,Philippines_Portfolio_Debt_Share_%,Philippines_Total_IIP_Liabilities,Philippines_Total_Liabilities_Growth_YoY_%,Poland_Portfolio_Debt_Share_%,Poland_Total_IIP_Liabilities,Poland_Total_Liabilities_Growth_YoY_%,Saudi Arabia_Portfolio_Debt_Share_%,Saudi Arabia_Total_IIP_Liabilities,Saudi Arabia_Total_Liabilities_Growth_YoY_%,South Africa_Portfolio_Debt_Share_%,South Africa_Total_IIP_Liabilities,South Africa_Total_Liabilities_Growth_YoY_%,South Korea_Portfolio_Debt_Share_%,South Korea_Total_IIP_Liabilities,South Korea_Total_Liabilities_Growth_YoY_%,Thailand_Portfolio_Debt_Share_%,Thailand_Total_IIP_Liabilities,Thailand_Total_Liabilities_Growth_YoY_%,Turkey_Portfolio_Debt_Share_%,Turkey_Total_IIP_Liabilities,Turkey_Total_Liabilities_Growth_YoY_%,United States_Portfolio_Debt_Share_%,United States_Total_IIP_Liabilities,United States_Total_Liabilities_Growth_YoY_%
1997-06-30 23:59:59.999999999,,,,,,,,,,11.552417026671456,51377257836.6784,,,,,,,,30.52942473410339,39509400973.4182,-2.6924183233599575,,,,,,,,,,,,,,,,11.407211166443739,39128371824.3949,-6.541853417867028,,,,,,,,,,,,,24.586602670405423,204845300000.0,24.371102499075615,,,,,,,,,
1997-09-30 23:59:59.999999999,,,,,,,,,,,,,,,,,,,27.760448098549457,40180273419.53289,-1.753079870172758,,,,,,,,,,,,,,,,11.26836435687486,39526641657.47,-9.584268523737126,,,,,,,,,,,,,26.867612356919018,203879300000.0,16.86212537558451,,,,,,,,,
1997-12-31 23:59:59.999999999,,,,,,,,,,11.431304255281397,56263712324.451,27.330289509902748,,,,,,,22.818151026257237,43377321375.92138,6.15833427999446,,,,,,,,,,,,,,,,11.049165908133949,40301738945.9405,-7.592412960531403,,,,,,,,,,,,,29.691491290232207,182037000000.0,-1.7066626637371796,,,,,,,,,
1998-03-31 23:59:59.999999999,,,,,,,,,,,,,,,,,,,23.0687267172243,44735600375.23452,13.207284143789956,,,,,,,,,,,,,,,,11.020084307751581,40326424697.8044,3.7872188393648143,,,,,,,,,,,,,28.36179700297276,184609600000.0,-3.7472490402598146,,,,,,,,,
1998-06-30 23:59:59.999999999,,,,,,,,,,13.015623138500947,54324172799.6847,5.735835439824677,,,,,,,24.139733176252513,45356138469.26201,14.798345081914754,,,,,,,,,,,,,,,,10.810312663286084,41025695908.5202,4.8489727419284145,,,,,,,,,,,,,29.453045745853444,182265700000.0,-11.02275717334008,,,,,,,,,
1998-09-30 23:59:59.999999999,,,,,,,,,,,,,,,,,,,23.774781463577607,45048578216.37427,12.116156468150718,,,,,,,,,,,,,,,,10.885154617633809,40734432865.2619,3.0556383167039014,,,,,,,,,,,,,27.906410594171337,179917800000.0,-11.752787065680526,,,,,,,,,
1998-12-31 23:59:59.999999999,,,,,,,,,,13.597305979248425,54408508094.4688,-3.2973370460945617,,,,,,,25.238525504742075,48447062046.29503,11.687537426383932,,,,,,,,,,,,,,,,11.110587597599446,41176994104.1505,2.1717553165237824,,,,,,,,,,,,,24.535659462539634,191459700000.0,5.176255376654204,,,,,,,,,
1999-03-31 23:59:59.999999999,,,,,,,,,,,,,,,,,,,24.366256386467015,47057514728.16024,5.190305558548225,,,,,,,,,,,,,,,,11.196401143340001,40874794868.5481,1.359828387597073,,,,,,,,,,,,,23.42181899412031,195180400000.0,5.726029415588352,,,,,,,,,
1999-06-30 23:59:59.999999999,,,,,,,,,,15.64027400840292,51642278780.4853,-4.936833606447422,,,,,,,25.09458002017438,49561453514.82891,9.271766044229835,,,,,,,,,,,,,,,,11.19378473116253,40803947098.2898,-0.5405120018557641,,,,,,,,,,,,,20.628856063240246,216558300000.0,18.814620633503722,,,,,,,,,
1999-09-30 23:59:59.999999999,,,,,,,,,,,,,,,,,,,24.33129515192661,52130660920.73095,15.72099050571698,,,,,,,,,,,,,,,,11.171903158804037,40870440202.4981,0.3338878871496087,,,,,,,,,,,,,20.577424375536285,214788300000.0,19.381350816873045,,,,,,,,,
1999-12-31 23:59:59.999999999,,,,,,,,,,15.379383288794182,50895481497.537,-6.4567596502226765,,,,,,,23.36153123356737,55284806747.9764,14.113848008259744,,,,,,,,,,,,,,,,10.073858205601297,41236167069.4376,0.14370394579417134,,,,,,,,,,,,,18.23659486071927,242621500000.0,26.72196812175094,,,,,,,,,
2000-03-31 23:59:59.999999999,,,,,,,,,,17.098048365926303,49956385148.7317,,,,,,,,22.129272566904255,56814382084.90405,20.733919785409082,,,,,,,,,,,,,,,,9.970934708506237,41646777572.9935,1.8886521802202738,,,,,,,,,,,,,17.616028817369003,260620600000.0,33.52805916987567,,,,,,,,,
2000-06-30 23:59:59.999999999,,,,,,,,,,18.358826186214415,47452725272.5935,-8.112642599874887,,,,,,,21.896611848482962,54849720266.83006,10.670120379780412,,,,,,,,,,,,,,,,10.070488325092724,41122434844.4083,0.7805317102076437,,,,,,,,,,,,,16.813654735779952,263615500000.0,21.729575823230963,,,,,,,,,
2000-09-30 23:59:59.999999999,,,,,,,,,,18.420947833010608,47624699992.1619,,,,,,,,22.132027018644422,51371567796.61017,-1.4561356229015554,,,,,,,,,,,,,,,,9.978663555334894,41448616611.4776,1.41465667145948,,,,,,,,,,,,,17.636897099895478,238032800000.0,10.82205129422784,,,,,,,,,
2000-12-31 23:59:59.999999999,,,,,,,,,,19.33572344800222,47706106994.0716,-6.266517988673992,,,,,,,22.27969131116335,54331215186.31686,-1.724870932454603,,,,,,,,,,,,,,,,9.938106825745454,41320596286.627,0.20474555030109975,,,,,,,,,,,,,18.34003810747301,217332700000.0,-10.423148814099326,,,,,,,,,
2001-03-31 23:59:59.999999999,,,,,,,,,,20.234583869205366,48674459029.8699,-2.5660906309477816,,,,,,,22.511845567693584,52116914363.08993,-8.268096121848467,,,,,,,,,,,,,,,,10.052119853266198,40772345135.4223,-2.099640088692567,,,,,,,,,,,,,17.94010953298653,211242300000.0,-18.94643017474443,,,,,,,,,
2001-06-30 23:59:59.999999999,,,,,,,,,,22.325961702043696,52113450725.8129,9.82182883374081,,,,,,,23.963807524782798,55317598037.50652,0.853017605924622,,,,,,,,,,,,,,,,9.89400484032216,41287477274.6421,0.4013440129658097,,,,,,,,,,,,,17.048176572715448,219046300000.0,-16.906896597506595,,,,,,,,,
2001-09-30 23:59:59.999999999,,,,,,,,,,22.894748175066425,52231943972.9863,9.674064049920862,,,,,,,24.012365552434485,56330980127.26723,9.6540022883715,,,,,,,,,,,,,,,,9.856892739345376,41361766915.9172,-0.20953581243614572,,,,,,,,,,,,,17.29201874645488,205564200000.0,-13.640389055625946,,,,,,,,,
2001-12-31 23:59:59.999999999,30.932623185594466,370712347995.902,,,,,,,,23.115762493216966,54849200476.27,14.973121749561468,,,,,,,21.725317365858096,60198767516.0377,10.799597081713275,,,,,,,,,,,,,,,,9.672478214378724,41456128523.9096,0.3280016492077209,,,,,,,,,,,,,15.495929363945017,234803600000.0,8.038781094607494,,,,,,,,,
2002-03-31 23:59:59.999999999,30.280840658308467,379878581004.256,,,,,,,,21.73788126550032,55111096289.3341,13.223849607684901,,,,,,,21.471693671159624,61162135539.79511,17.35563451375617,,,,,,,,,,,,,,,,9.729821404147446,42010857741.2228,3.037629063736391,,,,,,,,,,,,,14.35535588361008,259225200000.0,22.714626757993074,,,,,,,,,
2002-06-30 23:59:59.999999999,31.590768844024105,363238468326.442,,,,,,,,20.877211967435354,55293687039.8437,6.102524913890539,,,,,,,20.966503534831055,68098235651.74287,23.10410803732077,,,,,,,,,,,,,,,,9.551237756802871,42691560323.3432,3.4007479782821814,,,,,,,,,,,,,13.790379316243643,264810700000.0,20.892569287862894,,,,,,,,,
2002-09-30 23:59:59.999999999,33.21562992421128,324493693132.208,,,,,,,,20.939429655214738,55299246671.892,5.872465134539251,,,,,,,21.80975899974904,69516512370.6339,23.407248042865426,,,,,,,,,,,,,,,,9.542980843550037,42558964790.2091,2.8944553474362866,,,,,,,,,,,,,15.000130887444222,255945100000.0,24.508596341191712,,,,,,,,,
