Date,Brazil_Export_Momentum_YoY_%,Brazil_Exports,Brazil_Imports,Brazil_Trade_Balance,Chile_Export_Momentum_YoY_%,Chile_Exports,Chile_Imports,Chile_Trade_Balance,China_Export_Momentum_YoY_%,China_Exports,China_Imports,China_Trade_Balance,Colombia_Export_Momentum_YoY_%,Colombia_Exports,Colombia_Imports,Colombia_Trade_Balance,Czech Republic_Export_Momentum_YoY_%,Czech Republic_Exports,Czech Republic_Imports,Czech Republic_Trade_Balance,Greece_Export_Momentum_YoY_%,Greece_Exports,Greece_Imports,Greece_Trade_Balance,Hungary_Export_Momentum_YoY_%,Hungary_Exports,Hungary_Imports,Hungary_Trade_Balance,India_Export_Momentum_YoY_%,India_Exports,India_Imports,India_Trade_Balance,Indonesia_Export_Momentum_YoY_%,Indonesia_Exports,Indonesia_Imports,Indonesia_Trade_Balance,Malaysia_Export_Momentum_YoY_%,Malaysia_Exports,Malaysia_Imports,Malaysia_Trade_Balance,Mexico_Export_Momentum_YoY_%,Mexico_Exports,Mexico_Imports,Mexico_Trade_Balance,Peru_Export_Momentum_YoY_%,Peru_Exports,Peru_Imports,Peru_Trade_Balance,Philippines_Export_Momentum_YoY_%,Philippines_Exports,Philippines_Imports,Philippines_Trade_Balance,Poland_Export_Momentum_YoY_%,Poland_Exports,Poland_Imports,Poland_Trade_Balance,Qatar_Export_Momentum_YoY_%,Qatar_Exports,Qatar_Imports,Qatar_Trade_Balance,Saudi Arabia_Export_Momentum_YoY_%,Saudi Arabia_Exports,Saudi Arabia_Imports,Saudi Arabia_Trade_Balance,South Africa_Export_Momentum_YoY_%,South Africa_Exports,South Africa_Imports,South Africa_Trade_Balance,South Korea_Export_Momentum_YoY_%,South Korea_Exports,South Korea_Imports,South Korea_Trade_Balance,Thailand_Export_Momentum_YoY_%,Thailand_Exports,Thailand_Imports,Thailand_Trade_Balance,Turkey_Export_Momentum_YoY_%,Turkey_Exports,Turkey_Imports,Turkey_Trade_Balance,United States_Export_Momentum_YoY_%,United States_Exports,United States_Imports,United States_Trade_Balance
2011-07-01,26.41982341213329,22193000000.0,20148000000.0,2045000000.0,6.343656343656345,6387000000.0,6458000000.0,-71000000.0,20.186230984059893,175151000000.0,145133000000.0,30018000000.0,54.08486383787208,4866000000.0,4564000000.0,302000000.0,27.9908811576965,12913000000.0,12208000000.0,705000000.0,-104.91197127178764,0.3473318598042311,-5.360267218069031,5.707599077873262,34.554276016147114,-5.69560172977534,-3.920892261699437,-1.7747094680759026,-97.71364570586556,-0.4107627374133253,0.6266829865361077,-1.037445723949433,-513.8817961596378,-5.270027736988089,7.53052016985138,-12.80054790683947,15.505943751812111,19919000000.0,16621000000.0,3298000000.0,19.34944715865261,27849000000.0,29886000000.0,-2037000000.0,37.38407419251679,4296000000.0,3103000000.0,1193000000.0,-0.9988901220865709,4460000000.0,5299000000.0,-839000000.0,19.440944881889767,15169000000.0,17479000000.0,-2310000000.0,,,,,,,,,15.232431120281586,9494000000.0,9073000000.0,421000000.0,21.096378389075788,48952000000.0,44293000000.0,4659000000.0,32.362836438923395,20458000000.0,18721000000.0,1737000000.0,23.993727130162057,11860000000.0,21061000000.0,-9201000000.0,15.579859876406754,120262000000.0,192230000000.0,-71968000000.0
2011-08-01,36.63610165051088,26077000000.0,23423000000.0,2654000000.0,0.3953819389530322,6348000000.0,6841000000.0,-493000000.0,24.351465035818375,173239000000.0,155493000000.0,17746000000.0,50.1671224551808,4942000000.0,4757000000.0,185000000.0,26.684846123880025,13008000000.0,12934000000.0,74000000.0,305.02531609359806,-16.04782882315922,-5.781512605042017,-10.266316218117204,-664.0112472210614,4.306006039592887,3.781713738630924,0.5242923009619633,-233.70807380072117,-6.277670564195709,-2.727095801099596,-3.5505747630961135,-28.887941284322117,7.061660351360661,-6.984636268279139,14.0462966196398,17.305854241338103,19637000000.0,15928000000.0,3709000000.0,16.892670059813497,31464000000.0,33245000000.0,-1781000000.0,42.84329563812601,4421000000.0,3572000000.0,849000000.0,-12.589023879346461,4173000000.0,5429000000.0,-1256000000.0,30.00406338886632,15997000000.0,17975000000.0,-1978000000.0,,,,,,,,,28.766390152528775,9624000000.0,9428000000.0,196000000.0,25.42419341575066,45756000000.0,45383000000.0,373000000.0,30.091315805601514,21227000000.0,22773000000.0,-1546000000.0,31.937111345770262,11245000000.0,19679000000.0,-8434000000.0,18.584087357655488,126732000000.0,201476000000.0,-74744000000.0
2011-09-01,23.843853465769516,23191000000.0,21298000000.0,1893000000.0,6.530944625407176,6541000000.0,6745000000.0,-204000000.0,16.618757478647183,169580000000.0,155117000000.0,14463000000.0,40.03667481662592,4582000000.0,5067000000.0,-485000000.0,15.485479848765182,14356000000.0,13099000000.0,1257000000.0,-884.9393485075641,12.14392803598201,-0.1427042454513022,12.286632281433311,-65.05939335610384,5.993995282007291,1.879612546125461,4.11438273588183,4.1292039396261915,7.239179586563307,-0.5727147680380144,7.811894354601321,-47.35257101761956,-5.925568425568426,0.6235489220563847,-6.549117347624811,17.418677859391394,19023000000.0,15895000000.0,3128000000.0,13.560659878443438,28774000000.0,31541000000.0,-2767000000.0,34.652822842310194,4150000000.0,3286000000.0,864000000.0,-27.036135555139484,3897000000.0,5424000000.0,-1527000000.0,14.382206454253943,16765000000.0,17862000000.0,-1097000000.0,,,,,,,,,21.44653334929949,10142000000.0,8967000000.0,1175000000.0,18.038111187231998,46520000000.0,45249000000.0,1271000000.0,15.623432361629796,20744000000.0,21276000000.0,-532000000.0,20.675721180828365,10751000000.0,21204000000.0,-10453000000.0,17.968481561620674,127032000000.0,194468000000.0,-67436000000.0
2011-10-01,21.607763136130554,22056000000.0,20804000000.0,1252000000.0,5.312943402175629,6680000000.0,6114000000.0,566000000.0,15.598851005370307,157352000000.0,140318000000.0,17034000000.0,34.983031674208156,4773000000.0,4842000000.0,-69000000.0,8.997138985092601,14477000000.0,12701000000.0,1776000000.0,-133.38632750397457,-11.76470588235294,-11.62915326902465,-0.13555261332829005,-162.8619781695101,-3.874557410217501,-1.494057724957555,-2.380499685259946,-2258.196285772062,-11.02744625578856,3.569272562632056,-14.596718818420616,-118.31508995518777,-3.334663398506527,2.399630826026765,-5.734294224533292,13.914614863338603,20172000000.0,15585000000.0,4587000000.0,13.166226912928769,30023000000.0,31446000000.0,-1423000000.0,22.154731457800516,3821000000.0,3308000000.0,513000000.0,-13.199665831244777,4156000000.0,5360000000.0,-1204000000.0,6.07295304617772,16401000000.0,17931000000.0,-1530000000.0,,,,,,,,,0.3920212152657587,8707000000.0,9193000000.0,-486000000.0,7.607291185971388,46637000000.0,42732000000.0,3905000000.0,-0.46549997053797476,16892000000.0,18087000000.0,-1195000000.0,8.600875592849322,11907000000.0,19919000000.0,-8012000000.0,11.800071634459597,131099000000.0,196780000000.0,-65681000000.0
2011-11-01,23.38971467623441,21666000000.0,22336000000.0,-670000000.0,3.5111928856178976,6751000000.0,6826000000.0,-75000000.0,13.642050934494176,174386000000.0,159824000000.0,14562000000.0,50.23350846468184,5147000000.0,5060000000.0,87000000.0,5.763065682546786,14186000000.0,13210000000.0,976000000.0,-160.4079254079254,2.765151515151515,5.316353345461896,-2.5512018303103807,6.644778197477619,6.851189223321406,5.584281282316443,1.2669079410049626,-108.36539251542155,-1.531821259309411,-5.032179720704311,3.5003584613948995,-80.92324273882319,1.633447340488265,-0.8948689886049057,2.5283163290931707,6.633921174103441,18019000000.0,15018000000.0,3001000000.0,10.23074192403266,31052000000.0,32149000000.0,-1097000000.0,6.670619626445307,3598000000.0,3247000000.0,351000000.0,-18.813314037626625,3366000000.0,5353000000.0,-1987000000.0,8.3826228839486,15942000000.0,17569000000.0,-1627000000.0,,,,,,,,,6.274553821977769,9468000000.0,9687000000.0,-219000000.0,11.618719856523118,46055000000.0,43008000000.0,3047000000.0,-11.617638626068006,15413000000.0,16872000000.0,-1459000000.0,18.087827755276066,11079000000.0,18649000000.0,-7570000000.0,11.169850685573346,125752000000.0,195086000000.0,-69334000000.0
2011-12-01,5.784766301211763,21999000000.0,19357000000.0,2642000000.0,-7.898466692436545,7148000000.0,6422000000.0,726000000.0,13.194570487722658,174623000000.0,158283000000.0,16340000000.0,37.98751950078003,5307000000.0,4505000000.0,802000000.0,7.5667247546546745,11728000000.0,11358000000.0,370000000.0,56.07722078879467,9.21489126428308,-1.151631477927063,10.366522742210144,13.377341598909776,-21.68817098394563,-17.73860050059854,-3.949570483347088,162.71307835553648,9.007305543618394,2.406464977111731,6.600840566506663,-111.89697481301164,-0.9109370467072817,7.028712485383916,-7.939649532091197,4.960664335664333,19212000000.0,16584000000.0,2628000000.0,8.320653182408599,29187000000.0,29971000000.0,-784000000.0,14.168588265436854,4456000000.0,3333000000.0,1123000000.0,-18.900261842418477,3407000000.0,4936000000.0,-1529000000.0,6.718567536006237,13708000000.0,15735000000.0,-2027000000.0,,,,,,,,,-2.8460837887067436,8534000000.0,7318000000.0,1216000000.0,10.823422811190397,48923000000.0,45518000000.0,3405000000.0,-6.047579790366275,15955000000.0,19555000000.0,-3600000000.0,5.531590966759703,12477000000.0,20594000000.0,-8117000000.0,8.041073846075243,126891000000.0,189118000000.0,-62227000000.0
2012-01-01,6.1003193187865845,15949000000.0,18389000000.0,-2440000000.0,-0.3697996918335944,6466000000.0,5941000000.0,525000000.0,-0.5547555691221451,149861000000.0,122976000000.0,26885000000.0,27.287234042553198,4786000000.0,4446000000.0,340000000.0,4.631441617742982,12832000000.0,11280000000.0,1552000000.0,-40.300839061293914,-16.80728990887614,-4.466019417475728,-12.341270491400412,-66.15142371650988,1.421204879889322,2.500330731578251,-1.0791258516889288,-101.82135364744163,0.05124970432862887,7.264509040055938,-7.213259335727309,-33.17889311925559,-8.830073779131046,-11.6593833454722,2.829309566341154,-0.9124496193461673,17701000000.0,14870000000.0,2831000000.0,10.565349544072955,27282000000.0,28295000000.0,-1013000000.0,29.556313993174065,3796000000.0,3394000000.0,402000000.0,3.0234882558720644,4123000000.0,5447000000.0,-1324000000.0,4.444605568445481,14405000000.0,15854000000.0,-1449000000.0,,,,,,,,,2.10756808539756,7461000000.0,8637000000.0,-1176000000.0,-7.324532799604199,41210000000.0,43502000000.0,-2292000000.0,-2.5996533795493937,15736000000.0,16864000000.0,-1128000000.0,8.344675950162284,10348000000.0,17469000000.0,-7121000000.0,6.955700970204104,117847000000.0,188404000000.0,-70557000000.0
2012-02-01,7.851513146020106,17926000000.0,17214000000.0,712000000.0,5.44636908727516,6331000000.0,5873000000.0,458000000.0,18.33659147091984,114409000000.0,146549000000.0,-32140000000.0,26.269259914119726,4999000000.0,4596000000.0,403000000.0,8.965910015458455,13393000000.0,11939000000.0,1454000000.0,-18.936032287070525,7.626774847870183,-3.231707317073171,10.858482164943354,-9.652798751636027,10.3422619047619,1.871450696954053,8.470811207807847,-130.02053300279917,-0.728949131171441,-6.597909342770004,5.868960211598563,-161.3930669464368,0.8028259473346179,2.143593266918585,-1.3407673195839673,14.529758647942126,18839000000.0,15307000000.0,3532000000.0,16.468123084086763,30015000000.0,30283000000.0,-268000000.0,15.763688760806915,4017000000.0,2963000000.0,1054000000.0,12.780040733197563,4430000000.0,5345000000.0,-915000000.0,3.047128927410614,15218000000.0,16985000000.0,-1767000000.0,,,,,,,,,6.499938095827651,8602000000.0,8522000000.0,80000000.0,20.39718229315588,46318000000.0,45073000000.0,1245000000.0,3.7099585966441584,19037000000.0,18505000000.0,532000000.0,16.790933492394867,11748000000.0,17787000000.0,-6039000000.0,12.846331510575947,123613000000.0,176244000000.0,-52631000000.0
2012-03-01,8.167735878579263,20739000000.0,19881000000.0,858000000.0,-8.446689985749444,7067000000.0,6418000000.0,649000000.0,8.836289060959412,165577000000.0,160558000000.0,5019000000.0,16.73819742489271,5712000000.0,5001000000.0,711000000.0,0.13377031636678804,14971000000.0,13029000000.0,1942000000.0,-62.78177785798108,11.64719185827365,33.56437723167402,-21.917185373400372,-51.116831544625605,5.93391773432232,8.412517420499176,-2.4785996861768558,-53.13915022767803,14.46773041200286,5.638226276826441,8.829504135176418,-26.70325817834819,9.920356801529149,9.813681307594,0.10667549393514797,-1.0061242344706955,20367000000.0,16861000000.0,3506000000.0,3.0521447934938717,32312000000.0,31655000000.0,657000000.0,2.5536261491317713,4016000000.0,3491000000.0,525000000.0,-0.711662075298436,4325000000.0,5697000000.0,-1372000000.0,-1.2675553439657206,16591000000.0,17893000000.0,-1302000000.0,,,,,,,,,-4.620187304890743,9166000000.0,8984000000.0,182000000.0,-1.4923819831820784,47327000000.0,45048000000.0,2279000000.0,-4.856321839080458,19866000000.0,24938000000.0,-5072000000.0,11.83642367284734,13209000000.0,20677000000.0,-7468000000.0,6.474044607746388,140254000000.0,202297000000.0,-62043000000.0
2012-04-01,-3.092167504854848,19462000000.0,19644000000.0,-182000000.0,-9.593943565037854,6568000000.0,6092000000.0,476000000.0,4.844079387115019,163129000000.0,144688000000.0,18441000000.0,3.897988803649177,5011000000.0,4434000000.0,577000000.0,-3.3856256840569143,13241000000.0,12181000000.0,1060000000.0,-343.1372549019608,-4.186360567184335,-20.96241547413115,16.776054906946815,36.340882936725706,-13.3991088478676,-11.52272992871333,-1.87637891915427,-23.39171697062765,-17.50060681715732,-9.933696703711568,-7.566910113445751,-644.4608950673618,-6.254347322049617,3.748621830209482,-10.0029691522591,-2.3455259351105595,18902000000.0,16402000000.0,2500000000.0,11.119102416570769,30900000000.0,31267000000.0,-367000000.0,-10.176470588235297,3054000000.0,3388000000.0,-334000000.0,7.6405016256386515,4635000000.0,5080000000.0,-445000000.0,-5.108445714995957,15269000000.0,16513000000.0,-1244000000.0,,,,,,,,,-12.770562770562766,7657000000.0,8165000000.0,-508000000.0,-5.029153017285781,46096000000.0,43964000000.0,2132000000.0,-2.0744002781318827,16900000000.0,20078000000.0,-3178000000.0,6.375810662848469,12630000000.0,19273000000.0,-6643000000.0,2.711766033598817,127416000000.0,194447000000.0,-67031000000.0
2012-05-01,0.3859999132584502,23146000000.0,21337000000.0,1809000000.0,-13.33693304535637,6420000000.0,6987000000.0,-567000000.0,15.270835588439425,181034000000.0,162957000000.0,18077000000.0,4.831199068684522,5403000000.0,5547000000.0,-144000000.0,-10.325748668649283,12966000000.0,11883000000.0,1083000000.0,-26.924484958311602,3.735024665257223,-2.526860326303223,6.261884991560446,58.315093420915964,10.74359916697293,6.789063531898032,3.9545356350748975,-66.74070923539175,4.324983187626093,10.52107620968798,-6.196093022061887,-61.19576096725934,4.062326099053979,0.5844845908607864,3.4778415081931926,3.3803276903815904,18992000000.0,17456000000.0,1536000000.0,6.611969111969107,33135000000.0,33668000000.0,-533000000.0,-13.102951763858893,3621000000.0,3692000000.0,-71000000.0,19.737800436999265,4932000000.0,5706000000.0,-774000000.0,-10.513548692462427,15125000000.0,16792000000.0,-1667000000.0,,,,,,,,,-3.610988037217544,8702000000.0,9045000000.0,-343000000.0,-1.0587366867025216,46913000000.0,44487000000.0,2426000000.0,10.170562223626023,20928000000.0,22941000000.0,-2013000000.0,20.003655304761025,13132000000.0,21750000000.0,-8618000000.0,5.63121800444315,131232000000.0,203598000000.0,-72366000000.0
2012-06-01,-14.814814814814813,19182000000.0,19532000000.0,-350000000.0,0.985515902642975,6763000000.0,6114000000.0,649000000.0,11.078785632663134,179831000000.0,148293000000.0,31538000000.0,-3.100445954555109,4563000000.0,5100000000.0,-537000000.0,-11.915359857563512,12863000000.0,11483000000.0,1380000000.0,-inf,-2.479619565217391,5.572565829761176,-8.052185394978567,-51.15888198046994,-2.278761061946903,-2.362399505256648,0.08363844330974501,686.1332857545742,0.4149711937472302,-14.29350273781023,14.70847393155746,-1609.2479500891266,-8.253119429590019,-1.81369959499912,-6.439419834590899,-1.4520266803488946,19207000000.0,16285000000.0,2922000000.0,-0.40138180621812625,30273000000.0,30439000000.0,-166000000.0,-8.072916666666663,3883000000.0,3435000000.0,448000000.0,4.3288996372430555,4314000000.0,5421000000.0,-1107000000.0,-10.132910620656022,14740000000.0,15755000000.0,-1015000000.0,,,,,,,,,-15.598248058928931,8479000000.0,8249000000.0,230000000.0,0.9285805982284234,47172000000.0,42003000000.0,5169000000.0,-2.3764822134387353,19759000000.0,20399000000.0,-640000000.0,16.5726872246696,13231000000.0,20438000000.0,-7207000000.0,6.060751513987883,132577000000.0,196943000000.0,-64366000000.0
2012-07-01,-6.110034695624744,20837000000.0,19137000000.0,1700000000.0,-7.092531705025829,5934000000.0,6674000000.0,-740000000.0,1.0088437976374598,176918000000.0,151730000000.0,25188000000.0,2.281134401972884,4977000000.0,5194000000.0,-217000000.0,-8.565012003407425,11807000000.0,10682000000.0,1125000000.0,-1694.480858744182,-5.538140020898642,-11.04021655065739,5.502076529758749,69.13463554113318,-9.633235227529998,-4.649100582721054,-4.984134644808943,1681.6239901410381,-7.31824747231584,12.34062560500041,-19.65887307731625,-179.87760461623324,4.209571918917169,-2.235772357723577,6.445344276640746,-8.012450424218088,18323000000.0,17204000000.0,1119000000.0,8.779489389206073,30294000000.0,31518000000.0,-1224000000.0,-14.525139664804465,3672000000.0,3840000000.0,-168000000.0,5.986547085201788,4727000000.0,5358000000.0,-631000000.0,-2.4194080031643472,14802000000.0,15721000000.0,-919000000.0,,,,,,,,,-10.006319780914264,8544000000.0,8726000000.0,-182000000.0,-8.749387154763856,44669000000.0,41973000000.0,2696000000.0,-5.411086127676212,19351000000.0,21118000000.0,-1767000000.0,8.187183811129838,12831000000.0,20835000000.0,-8004000000.0,0.9462673163592727,121400000000.0,197986000000.0,-76586000000.0
2012-08-01,-14.71028109061625,22241000000.0,20227000000.0,2014000000.0,-8.947700063011975,5780000000.0,7545000000.0,-1765000000.0,2.673185599085648,177870000000.0,151557000000.0,26313000000.0,-7.507082152974509,4571000000.0,5239000000.0,-668000000.0,-9.178966789667896,11814000000.0,11004000000.0,810000000.0,-96.78321476083059,-0.5162241887905605,7.107150619430559,-7.6233748082211195,1.2368165468503722,4.359263434798948,0.9166998804304504,3.442563554368498,-102.4135569072278,0.1515151515151515,-8.153819641054678,8.30533479256983,-279.8833767095983,-12.70275309179044,-15.53136847254494,2.828615380754501,-9.054336202067525,17859000000.0,15678000000.0,2181000000.0,0.6229341469616179,31660000000.0,33504000000.0,-1844000000.0,-10.404885772449667,3961000000.0,3903000000.0,58000000.0,-8.69877785765636,3810000000.0,5487000000.0,-1677000000.0,-7.6951928486591274,14766000000.0,15283000000.0,-517000000.0,,,,,,,,,-11.034912718204492,8562000000.0,9167000000.0,-605000000.0,-5.9227205175277575,43046000000.0,41095000000.0,1951000000.0,-7.212512366325907,19696000000.0,20997000000.0,-1301000000.0,14.10404624277457,12831000000.0,18828000000.0,-5997000000.0,1.4621405801218401,128585000000.0,199979000000.0,-71394000000.0
2012-09-01,-14.233970074597902,19890000000.0,18451000000.0,1439000000.0,-12.96437853539214,5693000000.0,6473000000.0,-780000000.0,9.75114989975232,186116000000.0,158779000000.0,27337000000.0,7.158446093408988,4910000000.0,4679000000.0,231000000.0,-6.659236556143777,13400000000.0,11844000000.0,1556000000.0,37.954955202298926,16.7531504818384,-6.351461038961039,23.104611520799438,-10.084863117665787,5.389509062537511,3.646656134807794,1.7428529277297167,5.506130449189395,7.637778258050573,12.71611225775324,-5.078333999702667,-322.3785114420334,13.1771908592582,11.11191544809613,2.0652754111620695,2.2288808284707917,19447000000.0,17241000000.0,2206000000.0,1.7585320080628408,29280000000.0,29835000000.0,-555000000.0,0.626506024096396,4176000000.0,3620000000.0,556000000.0,23.453938927380037,4811000000.0,5628000000.0,-817000000.0,-3.787652848195644,16130000000.0,16585000000.0,-455000000.0,,,,,,,,,-22.31315322421613,7879000000.0,8783000000.0,-904000000.0,-2.375322441960448,45415000000.0,42548000000.0,2867000000.0,-0.4724257616660288,20646000000.0,19870000000.0,776000000.0,20.481815645056265,12953000000.0,19924000000.0,-6971000000.0,0.9619623401977417,128254000000.0,190472000000.0,-62218000000.0
2012-10-01,-3.93997098295249,21187000000.0,21357000000.0,-170000000.0,10.299401197604796,7368000000.0,8323000000.0,-955000000.0,11.543545681020895,175516000000.0,143531000000.0,31985000000.0,13.827781269641726,5433000000.0,5206000000.0,227000000.0,2.9287835877598978,14901000000.0,13196000000.0,1705000000.0,-149.11111111111111,5.777777777777778,25.52546045503792,-19.74768267726014,-340.4565919458537,9.316628701594533,12.20627460942462,-2.8896459078300865,-68.35459939802537,-3.489679543811742,5.215095954911893,-8.704775498723635,8.272308617006052,-3.610517046169329,12.11153821095837,-15.7220552571277,-0.743604997025582,20022000000.0,16902000000.0,3120000000.0,13.046664224094862,33940000000.0,36495000000.0,-2555000000.0,5.757655064119338,4041000000.0,3871000000.0,170000000.0,6.111645813282007,4410000000.0,5584000000.0,-1174000000.0,11.779769526248396,18333000000.0,18592000000.0,-259000000.0,,,,,,,,,-8.028023429424602,8008000000.0,9814000000.0,-1806000000.0,0.9713317751999462,47090000000.0,43395000000.0,3695000000.0,15.569500355197729,19522000000.0,22365000000.0,-2843000000.0,10.783572688334587,13191000000.0,18787000000.0,-5596000000.0,1.9283137171145492,133627000000.0,203937000000.0,-70310000000.0
2012-11-01,-9.03720114465061,19708000000.0,21750000000.0,-2042000000.0,-3.036587172270777,6546000000.0,6597000000.0,-51000000.0,2.8413978186322186,179341000000.0,159963000000.0,19378000000.0,-6.6057897804546295,4807000000.0,5126000000.0,-319000000.0,-1.1631185676018618,14021000000.0,12318000000.0,1703000000.0,79.08533276324228,4.951980792316927,-3.763162437424478,8.715143229741404,-131.02297617687248,-2.125442800583455,-1.596105954267602,-0.5293368463158532,112.41768627069635,-3.253859276827695,-8.566133261007142,5.312273984179447,296.7089212363137,6.480031323414252,-1.586471408647141,8.066502732061393,5.816083023475227,19067000000.0,16144000000.0,2923000000.0,1.3429086693288683,31469000000.0,33561000000.0,-2092000000.0,2.584769316286817,3691000000.0,3707000000.0,-16000000.0,7.27866904337493,3611000000.0,5483000000.0,-1872000000.0,4.729644962990842,16696000000.0,17745000000.0,-1049000000.0,,,,,,,,,-7.836924376848331,8726000000.0,8641000000.0,85000000.0,3.7650635110194397,47789000000.0,43384000000.0,4405000000.0,26.847466424446885,19551000000.0,20258000000.0,-707000000.0,24.135752324216988,13753000000.0,20948000000.0,-7195000000.0,3.51326420255742,130170000000.0,199470000000.0,-69300000000.0
2012-12-01,-10.52320560025456,19684000000.0,18486000000.0,1198000000.0,-0.29378847229994953,7127000000.0,7055000000.0,72000000.0,14.023925828785444,199112000000.0,168269000000.0,30843000000.0,-6.689278311663838,4952000000.0,4542000000.0,410000000.0,-6.309686221009548,10988000000.0,10705000000.0,283000000.0,-191.54532456391195,-8.435802116099515,-9.650224215246636,1.2144220991471215,13.086038453439208,-24.5262933787524,-20.22316806626021,-4.303125312492188,5.381846007772451,9.492064857425486,6.419637118702724,3.0724277387227623,520.9734367150201,-5.656677085248514,-7.989371124889283,2.332694039640769,-2.0820320632937706,18812000000.0,16042000000.0,2770000000.0,3.5015589132147973,30209000000.0,29956000000.0,253000000.0,-10.704667863554763,3979000000.0,3241000000.0,738000000.0,16.554153213971247,3971000000.0,5603000000.0,-1632000000.0,-2.3562882988036216,13385000000.0,15499000000.0,-2114000000.0,,,,,,,,,-8.92898992266229,7772000000.0,7412000000.0,360000000.0,-7.9533143920037634,45032000000.0,43109000000.0,1923000000.0,13.400188028831096,18093000000.0,20782000000.0,-2689000000.0,1.0258876332451816,12605000000.0,19828000000.0,-7223000000.0,3.023855119748453,130728000000.0,181761000000.0,-51033000000.0
2013-01-01,-1.203837231174365,15757000000.0,21060000000.0,-5303000000.0,5.50572223940613,6822000000.0,7047000000.0,-225000000.0,24.974476348082565,187288000000.0,159357000000.0,27931000000.0,1.3163393230254838,4849000000.0,5201000000.0,-352000000.0,0.28834164588529276,12869000000.0,11185000000.0,1684000000.0,-35.15053342664851,-10.89943785134291,7.921381774865992,-18.820819626208902,1287.4081655578718,19.7179125528914,17.26027397260274,2.457638580288659,2329.649437686205,1.245188153036374,3.958096211470117,-2.712908058433743,-98.60222333342179,-0.1234247109263349,-0.8471313053523296,0.7237065944259947,6.112649002881199,18783000000.0,17679000000.0,1104000000.0,0.0623121472032917,27299000000.0,30955000000.0,-3656000000.0,-9.694415173867233,3428000000.0,3894000000.0,-466000000.0,9.48338588406501,4514000000.0,5059000000.0,-545000000.0,11.787573759111414,16103000000.0,16609000000.0,-506000000.0,,,,,,,,,-4.918911674038329,7094000000.0,9074000000.0,-1980000000.0,10.832322251880623,45674000000.0,45279000000.0,395000000.0,16.096847991865793,18269000000.0,24185000000.0,-5916000000.0,18.505991495941252,12263000000.0,19564000000.0,-7301000000.0,4.4829312583264835,123130000000.0,190360000000.0,-67230000000.0
2013-02-01,-13.650563427423856,15479000000.0,17795000000.0,-2316000000.0,-11.925446217027325,5576000000.0,6136000000.0,-560000000.0,21.759651775647026,139304000000.0,124525000000.0,14779000000.0,-6.6213242648529675,4668000000.0,4498000000.0,170000000.0,-4.547151497050694,12784000000.0,11116000000.0,1668000000.0,-119.76176626320931,-1.507185418857343,-3.532008830022075,2.024823411164732,-70.15439486299744,3.086710650329877,-2.594687653713724,5.681398304043601,-575.8188271685846,3.468477206595538,-8.854876550106132,12.323353756701671,-390.84253658536585,-2.334959349593496,-0.8867313915857605,-1.4482279580077355,-10.048304050108815,16946000000.0,14286000000.0,2660000000.0,-3.0784607696151878,29091000000.0,29815000000.0,-724000000.0,-16.504854368932044,3354000000.0,3244000000.0,110000000.0,-5.778781038374714,4174000000.0,4951000000.0,-777000000.0,7.852543041135496,16413000000.0,16261000000.0,152000000.0,,,,,,,,,-6.149732620320858,8073000000.0,8354000000.0,-281000000.0,-8.597089684355975,42336000000.0,40431000000.0,1905000000.0,-5.825497714976102,17928000000.0,19903000000.0,-1975000000.0,11.976506639427997,13155000000.0,20346000000.0,-7191000000.0,-0.06229118296618985,123536000000.0,175054000000.0,-51518000000.0
2013-03-01,-11.471141327932877,18360000000.0,20171000000.0,-1811000000.0,-12.4239422668742,6189000000.0,6065000000.0,124000000.0,9.980250880255115,182102000000.0,183168000000.0,-1066000000.0,-19.152661064425768,4618000000.0,4488000000.0,130000000.0,-11.71598423618997,13217000000.0,11568000000.0,1649000000.0,-122.9157309193933,-2.669039145907473,-9.954233409610984,7.285194263703511,-81.70324675324675,1.085714285714286,0.8458527963640954,0.2398614893501907,0.3525031065954254,14.51872961115902,0.3824279270445185,14.136301684114501,-99.39582749498801,0.05993606819392648,-2.781949977143603,2.8418860453375294,-5.125939019001324,19323000000.0,17734000000.0,1589000000.0,-1.4669472641743009,31838000000.0,30895000000.0,943000000.0,-11.777888446215135,3543000000.0,3366000000.0,177000000.0,8.647398843930642,4699000000.0,5242000000.0,-543000000.0,-0.6147911518293081,16489000000.0,17572000000.0,-1083000000.0,,,,,,,,,-12.808204233035125,7992000000.0,8062000000.0,-70000000.0,-0.019016628985568662,47318000000.0,44006000000.0,3312000000.0,3.609181516158255,20583000000.0,21535000000.0,-952000000.0,6.48800060564767,14066000000.0,21323000000.0,-7257000000.0,-2.4890555706076123,136763000000.0,186593000000.0,-49830000000.0
