Date,Brazil_REER_Deviation_From_Trend_%,Brazil_REER_Index,Brazil_REER_YoY_%,Chile_REER_Deviation_From_Trend_%,Chile_REER_Index,Chile_REER_YoY_%,China_REER_Deviation_From_Trend_%,China_REER_Index,China_REER_YoY_%,Colombia_REER_Deviation_From_Trend_%,Colombia_REER_Index,Colombia_REER_YoY_%,Czech Republic_REER_Deviation_From_Trend_%,Czech Republic_REER_Index,Czech Republic_REER_YoY_%,Greece_REER_Deviation_From_Trend_%,Greece_REER_Index,Greece_REER_YoY_%,Hungary_REER_Deviation_From_Trend_%,Hungary_REER_Index,Hungary_REER_YoY_%,Malaysia_REER_Deviation_From_Trend_%,Malaysia_REER_Index,Malaysia_REER_YoY_%,Mexico_REER_Deviation_From_Trend_%,Mexico_REER_Index,Mexico_REER_YoY_%,Philippines_REER_Deviation_From_Trend_%,Philippines_REER_Index,Philippines_REER_YoY_%,Poland_REER_Deviation_From_Trend_%,Poland_REER_Index,Poland_REER_YoY_%,Saudi Arabia_REER_Deviation_From_Trend_%,Saudi Arabia_REER_Index,Saudi Arabia_REER_YoY_%,South Africa_REER_Deviation_From_Trend_%,South Africa_REER_Index,South Africa_REER_YoY_%,United States_REER_Deviation_From_Trend_%,United States_REER_Index,United States_REER_YoY_%
1980-11-01,,91.7734895874039,,,173.5984709866925,,,259.6713642921683,,,136.3708341230833,,,,,,86.42366307897215,,,,,,157.3704035779781,-3.8427060927923806,,126.6072511540659,,,123.7328134297517,-1.051819185910552,,,,,235.237712388,,,177.2183466120552,13.331795898471356,,105.942745670816,
1980-12-01,,93.76066504430933,14.852691283987362,,176.9515048422297,18.121337613895783,,254.0396155560083,-9.033798216762657,,137.7541466364788,-0.9041293950991514,,,,,85.5533057935294,,,,,,155.3031638565738,-4.903948216453435,,128.4875874421102,15.025432070839372,,124.262320319516,0.6481681730112099,,,,,235.4059694764527,,,181.4233096056005,17.554302904870745,,107.3127842864699,1.926910815833227
1981-01-01,,92.970616900465,18.98924633122281,,178.2327946684877,17.637680413831514,,251.9269820961064,-10.555859040428716,,138.3607311548184,-0.9942769165385168,,,,,86.2139037614055,0.5912384511498114,,,,,153.9360120155547,-4.9148951924985145,,128.463978777215,13.00124665466662,,123.1051011345613,0.1184594898918645,,,,,232.3829790402908,-14.122454271195961,,181.5572629400418,18.692338303347977,,106.6564818818745,1.4075554489065167
1981-02-01,,96.99368095898664,22.459064279146656,,184.3256367647767,19.245482644969613,,247.57378005655,-11.665781482148285,,142.3870200851882,3.249739089472592,,,,,85.78593809842253,0.1923568134720055,,,,,154.9895321625914,-4.251568384223781,,131.3133599090595,14.063901303337435,,125.4459349179434,0.9345561125645885,,,,,237.7896963375419,-1.863841361879437,,183.9292117710365,18.56364497489671,,110.4451099543651,4.047196591928737
1981-03-01,,96.23927220642533,16.69830833157542,,184.9764577857691,15.175168560481978,,244.4205902388978,-11.587899856862528,,141.7808219414556,2.5361495492079777,,,,,85.24305670249093,-2.3352500479098537,,,,,155.0613399902848,-3.77970304752534,,132.7047984101621,12.838579183397059,,124.9635186225656,-2.1013284164323576,,,,,238.1217703238604,-4.18115855094846,,179.2299113982415,10.839892460558588,,110.4255481447408,0.5386269455283088
1981-04-01,,97.98688555310174,17.973441980825598,,189.4798878975016,15.407387067342281,,243.2751017236944,-12.064605018809848,,144.3332559185481,3.055276693129194,,,,,85.82006169744031,0.8125766850978211,,,,,155.4162911762179,-0.8678342568769426,,134.6840930933274,12.939134105444626,,126.2265424967752,-1.7766004066842145,,,,,241.5447607624476,-3.974061117843708,,178.0230003492816,9.577933484844415,,112.8152353659043,1.8231254427960364
1981-05-01,,98.97954956097236,21.090949872010345,,196.3354995142872,21.412721016988034,,239.9206452932765,-11.475747864448271,,147.0582597583,7.548556747576707,,,,,85.22586446101555,5.382914803652028,,,,,157.6060949894519,0.4358931701057944,,137.0864601912751,15.835667463561332,,128.3354708398511,4.2542321032164265,,,,,245.7397779600632,2.8037147452450784,,179.7143609455375,12.009356178611807,,116.2819382832203,9.450504604111076
1981-06-01,,101.2738764485758,24.245762210960088,,200.8248096755839,24.532999761436038,,239.6817293445086,-11.061001833580708,,150.8009857766351,12.070129484019866,,,,,85.09906622622151,5.784935481350528,,,,,159.515309308049,1.3941299618967395,,138.705182071951,16.875680535949655,,128.6877712311391,6.919379501700629,,,,,246.6844813053788,5.530718614151442,,178.1630738810682,9.54444597337849,,119.3726109924262,14.496495962680722
1981-07-01,,101.5456672788391,23.038156142068722,,203.2951468261524,24.64536136540032,,244.5418838047405,-9.809016067111997,,153.8211562768134,14.67526705278106,,,,,85.67670092257686,5.973086765223412,,,,,161.8952649357908,2.674800787724818,,139.7711117053514,15.569547075720958,,131.1497845211481,8.907040275558732,,,,,250.8042274154825,7.505601715527166,,173.875638580377,5.551310254327335,,121.9191110088386,18.374568292562277
1981-08-01,,101.9519498993346,20.564692296146326,,205.6994250514596,23.923035320250463,,242.3434533201949,-10.124171433526907,,155.4230227891642,15.192683740646661,,,,,85.98878324938167,4.447756800412805,,,,,161.9575032861094,2.139321232141689,,141.5111987532711,15.075866904324142,,132.5423890099468,8.52233631694852,,,,,252.8138108504012,6.690915777131146,,172.5332050719244,3.74323818634128,,124.2473185178046,19.068229086718524
1981-09-01,,99.41557484478155,17.94843597149576,,200.6935433373237,21.12713607874688,,242.6960746692307,-8.46682283112009,,151.1608067558117,12.258748284522692,,,,,89.28471784596798,7.5572978553781756,,,,,160.4085760060068,1.8312002712571829,,140.741725509223,13.869998862010192,,130.2735288403715,7.367246647460135,,,,,245.5016310949806,5.859043622143267,,170.7722645905495,0.8553880375204326,,121.6796792146057,17.886195236134306
1981-10-01,,97.732645570514,10.24224313843165,,197.9772623634403,17.68507534571706,,240.0601442230079,-8.949489565090152,,149.8453823801003,11.35890521678764,,,,,90.40383414131259,7.063141416816232,,,,,163.0165253426974,3.609933329354953,,141.7326029049643,13.789676551761865,,129.0207001953983,5.762125265666995,,,,,241.0348894102965,3.8891455331200753,,167.0324141506918,-3.218738440182012,,120.3748626359971,15.878998064352512
1981-11-01,,95.91366231537828,4.511294870215576,,195.1719003720212,12.427200114557735,,236.1136909225544,-9.072110601732753,,147.9289559668447,8.475508651160313,,,,,90.59431852987987,4.825825823995289,,,,,162.6080463468352,3.328226051261174,,141.1691444637408,11.501626626388717,,126.4120368629821,2.1653297609300015,,,,,235.9771984357763,0.3143569286869319,,163.7670830853006,-7.590220642448752,,118.0557333961339,11.433522558453625
1981-12-01,,95.24433877437033,1.5824052968905988,,195.2536583584155,10.343033551765512,,234.0585346836384,-7.865340540938048,,147.8418111579948,7.322947996720908,,,,,90.58395277498353,5.880131614779294,,,,1.3425949904519852,162.6892672024708,4.755925869429323,,141.8168022857391,10.373931917458057,2.3732858493640507,125.6482936389837,1.1153608880825283,,,,,234.8575101406633,-0.23298446382187254,0.07069649285654094,163.9112480433834,-9.652597342803904,,118.0172445511293,9.975009348451902
1982-01-01,,97.21727229783833,4.567739291135209,,199.1869857214756,11.756641695464953,,234.9763960851898,-6.728372590296894,,148.8720584925745,7.597045238214628,,,,,89.621497991891,3.952488034779078,,,,2.0600168081532,163.9347806492113,6.495405787598463,,144.3147746878446,12.338708532543885,2.961208668472193,126.4739153713542,2.7365350466757477,,,,,237.0947756012717,2.0275996892887616,1.9300778823131934,167.0463892041821,-7.99245015092116,,120.0472162438071,12.555012246478636
1982-02-01,,100.3638565681587,3.4746341986929163,,203.1218180234242,10.197269131170206,,234.8728462982196,-5.130161100028152,,152.1402997613434,6.849837625873456,,,,,89.71690722621305,4.582300100606829,,,,2.5328428077076994,164.8070805163728,6.334329949123485,,126.9230891695232,-3.3433542044592923,5.4863530440081725,129.7681335579265,3.4454672786410567,,,,,242.869956529112,2.136450935350309,3.594118467138358,169.9385495353519,-7.606547160709198,,123.6834469071561,11.986349561570409
1982-03-01,,102.8013227321448,6.818474802723373,,206.0589296055502,11.397381089542646,,235.8364135699884,-3.512051362170099,,154.486581953516,8.961550538412656,,,,,90.96893426099082,6.717119000652372,,,,3.2116002030307844,166.0384159640754,7.079182970093223,,91.88892253179192,-30.756895279865514,6.60361719469925,131.3708749578095,5.127381499713035,,,,,245.9527379578977,3.2886399355198437,2.8716539853830785,168.8810226895318,-5.774085713692578,,126.4171616953813,14.481805903901336
1982-04-01,,104.4658159229644,6.612038267459308,,206.6886457556408,9.08210261737552,,236.1484876376033,-2.9294465547836213,,154.8503593866245,7.286680676012414,,,,,91.24362142405933,6.319687517517569,,,,3.9540499143864962,167.4025311430539,7.712344617235445,,95.15223233354119,-29.351543936516077,7.781938445800614,133.0885166986126,5.436237154331236,,,,,246.9345972060503,2.2314027539199977,1.5083281794976622,166.7073696086459,-6.356274592852829,,127.6396151625817,13.14040585794649
1982-05-01,,103.7220695174905,4.791413961322077,,202.4809472859417,3.1300746868791807,,235.1675253612335,-1.9811216855610048,,152.3507773807896,3.598925780291551,,,,,90.57222368936768,6.273165150231685,,,,3.9504867951563987,167.5622814146771,6.317132865890462,,97.4684629788535,-28.90000745306509,5.356761787113712,130.2683766966548,1.5061353218672968,,,,,239.7955146997859,-2.4189259507035654,-1.4604670832691977,161.7726441584297,-9.983463031396267,,125.525108112971,7.948929959558915
1982-06-01,,108.5768358356466,7.21109889654421,,190.1581940729491,-5.311403317083108,,231.7375319084193,-3.314477685810846,,156.8090377665115,3.9840933127423206,,,,,89.46518690814837,5.130632891223819,,,,4.760595971411901,169.0644356623813,5.986338487355747,,101.9223252073016,-26.518732981128924,8.008465413960693,133.8084417836361,3.97914308679701,,,,,247.6506164704194,0.3916481328408272,-1.9992712941350812,160.8096725220401,-9.740178467403549,,131.4970317876766,10.156786129122741
1982-07-01,,110.3811351178444,8.700979643713946,,180.8986687558797,-11.016730315468394,,231.2439518672977,-5.437895435556883,,158.1491825724751,2.8136742697948858,,,,,89.76859880232912,4.7759750733749495,,,,5.242670134263732,170.0546867423938,5.039938511999775,,105.2020327840925,-24.732635019841055,9.148079397441697,135.5154434023045,3.3287579519068355,,,,,249.8988763732428,-0.3609791794856321,-3.6188824985169408,158.0158953133608,-9.121314174029482,,133.2520092226104,9.295423924925306
1982-08-01,,111.7311518815064,9.59197150405422,,156.1623564327154,-24.0822591537879,,229.3735294621914,-5.3518771315299585,,160.8249796476057,3.475647791105829,,,,,89.79755982712301,4.429387687339714,,,,5.647838872838059,170.9338854397445,5.542430558328437,,72.82209690923516,-48.539693288725076,9.286919858733416,135.9815100458392,2.594732946630618,,,,,249.5834205565218,-1.2777744550478531,-2.6557186714128362,159.4964864814952,-7.55606353281072,,135.2929143777957,8.890007439805059
1982-09-01,,111.0682238334063,11.721150339690878,,142.550714977644,-28.970951129181977,,228.5192954080977,-5.841371468596879,,163.1059662875723,7.90228617333133,,,,,90.06866316886865,0.8780285605573868,,,,5.914563093695643,171.5960970422237,6.974390842917266,,69.42278100741925,-50.67363231746802,9.348054973279577,136.3472557629475,4.6622878620401265,,,,,251.1987522526281,2.320604198121745,-1.063399999333056,162.0662974951079,-5.097998270571258,,136.3339382129986,12.043308375712659
1982-10-01,,109.7835922267223,12.330523322950015,,142.0605783066832,-28.243992966276632,,227.3045867201374,-5.313484062152785,,163.8204805174605,9.326345540572456,,,,,91.06927453663947,0.7360754127825109,,,,6.538709603328597,172.8584712739502,6.0373915531341416,,91.55749044873228,-35.401249555739724,9.444126518615523,136.7540534155805,5.993885638870555,,,,,254.1432511716466,5.43836694904225,0.33412810105712804,164.3677680196491,-1.5952868457248859,,137.232176303989,14.004014873908455
