Date,Brazil_CPI_Index,Brazil_Inflation_MoM_%,Brazil_Inflation_YoY_%,Chile_CPI_Index,Chile_Inflation_MoM_%,Chile_Inflation_YoY_%,China_CPI_Index,China_Inflation_MoM_%,China_Inflation_YoY_%,Colombia_CPI_Index,Colombia_Inflation_MoM_%,Colombia_Inflation_YoY_%,Czech Republic_CPI_Index,Czech Republic_Inflation_MoM_%,Czech Republic_Inflation_YoY_%,Greece_CPI_Index,Greece_Inflation_MoM_%,Greece_Inflation_YoY_%,Hungary_CPI_Index,Hungary_Inflation_MoM_%,Hungary_Inflation_YoY_%,India_CPI_Index,India_Inflation_MoM_%,India_Inflation_YoY_%,Indonesia_CPI_Index,Indonesia_Inflation_MoM_%,Indonesia_Inflation_YoY_%,Kuwait_CPI_Index,Kuwait_Inflation_MoM_%,Kuwait_Inflation_YoY_%,Malaysia_CPI_Index,Malaysia_Inflation_MoM_%,Malaysia_Inflation_YoY_%,Mexico_CPI_Index,Mexico_Inflation_MoM_%,Mexico_Inflation_YoY_%,Peru_CPI_Index,Peru_Inflation_MoM_%,Peru_Inflation_YoY_%,Philippines_CPI_Index,Philippines_Inflation_MoM_%,Philippines_Inflation_YoY_%,Poland_CPI_Index,Poland_Inflation_MoM_%,Poland_Inflation_YoY_%,Qatar_CPI_Index,Qatar_Inflation_MoM_%,Qatar_Inflation_YoY_%,Saudi Arabia_CPI_Index,Saudi Arabia_Inflation_MoM_%,Saudi Arabia_Inflation_YoY_%,South Africa_CPI_Index,South Africa_Inflation_MoM_%,South Africa_Inflation_YoY_%,South Korea_CPI_Index,South Korea_Inflation_MoM_%,South Korea_Inflation_YoY_%,Thailand_CPI_Index,Thailand_Inflation_MoM_%,Thailand_Inflation_YoY_%,Turkey_CPI_Index,Turkey_Inflation_MoM_%,Turkey_Inflation_YoY_%,UAE_CPI_Index,UAE_Inflation_MoM_%,UAE_Inflation_YoY_%,United States_CPI_Index,United States_Inflation_MoM_%,United States_Inflation_YoY_%
1974-11-01,,,,0.06228729050920708,9.708298882465115,,,,,0.244294,2.941164076991609,,,,,2.249243,1.960753204118415,,,,,6.940152453931716,-1.163565161482194,,1.553658,2.000007878182286,,,,,,,,0.02039394,2.7773760093696254,,,,,,,,,,,,,,,,,1.670107,1.7857066675117883,,7.989264,1.3539547795392792,,,,,0.0003623856,2.1528785338787992,,,,,23.61784041218864,0.7827788649706457,
1974-12-01,,,,0.06633417826622119,6.497132438945807,,,,,0.244294,0.0,,,,,2.270871,0.9615679586420844,,,,,6.835755708039252,-1.5042428330709234,,1.589199,2.2875690789092573,,,,,,,,0.02055325,0.7811634240367349,,,,,,,,,,,,,,,,,1.670107,0.0,,8.114935,1.5729984639385908,,,,,0.000370355,2.1991491935661855,,,,,23.80127994937069,0.7766990291262266,
1975-01-01,,,,0.07557425473078214,13.929586083779366,375.0990403292789,,,,0.2512738,2.8571311616331085,24.137934441617446,,,,2.314125,1.9047317086703819,12.631576898048635,,,,6.835755708039252,0.0,23.54394278821306,1.604431,0.9584702733892891,22.48060417711557,,,,,,,0.02081589,1.2778514346879488,17.918748024386023,,,,,,,,,,,,,,,,1.699407,1.7543786116697824,13.725502005613311,8.394695,3.447470620528703,25.441170735147843,,,,0.0003736756,0.896599208867177,24.529683956550063,,,,23.89299971796171,0.3853564547205979,11.802575107296164
1975-02-01,,,,0.08807133723231195,16.53616373201181,344.79464666139125,,,,0.2582536,2.7777667229930136,27.58619667514759,,,,2.314125,0.0,13.829766302503232,,,,6.813058068656936,-0.3320428691683919,21.735537894082203,1.619663,0.9493708361406616,19.47562890820076,,,,,,,0.0209307,0.5515498016178899,15.948507953812708,,,,,,,,,,,,,,,,1.728707,1.7241308291657154,15.68627844631556,8.546258,1.8054616635863496,21.306918387719897,,,,0.0003903892,4.4727565835178895,30.1956557336865,,,,24.07643925514376,0.7677543186180413,11.228813559322015
1975-03-01,,,,0.1067113918336613,21.16472303830379,371.8932102544696,,,,0.2652335,2.7027309590263116,26.66670805578746,,,,2.400635,3.7383460271160684,14.433000993397037,,,,6.7313589621468,-1.1991547068413877,16.771684735729163,1.650127,1.8808850977024116,19.926203821063517,,,,,,,0.02106274,0.6308436889354008,15.786979672298408,,,,,,,,,,,,,,,,1.728707,0.0,13.461551083416579,8.707294,1.8842866667493352,19.108506962968306,,,,0.0003984692,2.0697293880056034,25.874102900003383,,,,24.16815902373478,0.3809523809523707,10.251046025104582
1975-04-01,,,,0.1288802355997184,20.77458028156287,394.2530163395228,,,,0.2722133,2.6315680334497715,25.806436704476067,,,,2.422262,0.900886640409726,14.285727766116096,,,,6.772206131696833,0.6068190655071692,14.154553578316808,1.680591,1.846160931855545,17.375936058197983,,,,,,,0.0212407,0.8449043191911532,15.201984619631759,,,,,,,,,,,,,,,,1.758007,1.694908391069161,15.384620433366635,8.982001,3.1549066793885805,20.636121099204207,,,,0.0004000188,0.388888275430066,24.44904331183162,,,,24.25987879232581,0.3795066413662562,10.208333333333353
1975-05-01,,,,0.1494569926198737,15.965797179377784,427.41416501529096,,,,0.2791931,2.564092202695467,24.99998880703098,,,,2.422262,0.0,11.9999963009783,,,,6.853910005617051,1.206458757033535,11.192931464003486,1.695822,0.906288323571891,18.43970046137664,,,,,,,0.02152487,1.3378560970212838,15.832532859775883,,,,,,,,,,,,,,,,1.758007,0.0,13.207560534893958,9.304072,3.585737743738826,24.339594677975107,,,,0.0004030074,0.7471148856003751,23.29833825650787,,,,24.39745844521234,0.567107750472573,9.4650205761317
1975-06-01,,,,0.1790021183026812,19.768312719868565,422.8654095799687,,,,0.2791931,0.0,24.99998880703098,,,,2.443889,0.8928431358787847,11.88118630574342,,,,6.876607644999367,0.3311633704515371,8.992842721216764,1.695822,0.0,17.192961602837254,,,,,,,0.02189084,1.7002193276893118,16.648806780184856,,,,,,,,,,,,,,,,1.787307,1.6666600303639312,12.96297700805078,9.427217,1.3235602647958977,26.938771058464827,,,,0.0004023433,-0.16478605603769125,21.08594852941399,,,,24.58089798239439,0.7518796992481258,9.387755102040817
1975-07-01,,,,0.1956519891458231,9.301493748240475,412.50961914120296,,,,0.2791931,0.0,24.99998880703098,,,,2.422262,-0.8849419920462842,10.89110270692435,,,,6.794903771079149,-1.1881421499979394,4.1754010507573325,1.711054,0.8982074769639858,17.832176741309723,,,,,,,0.02206593,0.799832258606803,15.906490805086747,,,,,,,,,,,,,,,,1.816607,1.6393378417921545,14.814821837358739,9.598357,1.815381994495291,26.468614537657675,,,,0.000402786,0.11003041432526839,19.743357401752327,,,,24.85605728816746,1.1194029850746245,9.716599190283382
1975-08-01,,,,0.2130775653877774,8.906414045689392,403.3188409278341,,,,0.2791931,0.0,24.99998880703098,,,,2.379007,-1.785727555483252,12.24489603341199,,,,6.7313589621468,-0.935183353189073,0.0,1.726286,0.8902115304367797,18.88113236522553,,,,,,,0.02225681,0.8650439840967472,15.688183455985904,,,,,,,,,,,,,,,,1.816607,0.0,12.727287394524133,9.806757,2.171204926009729,25.2945043193626,,,,0.0004041142,0.3297532684850113,19.1579564406136,,,,24.90191717246297,0.18450184501843658,8.599999999999985
1975-09-01,,,,0.2327392642233559,9.227484273061037,387.3763169617225,,,,0.286173,2.5000259676904557,24.242459763917058,,,,2.487144,4.545467920018709,13.86139928336021,,,,6.690507025186697,-0.6068898893942465,-4.471784343649543,1.792291,3.8235263449972967,20.890410265922466,,,,,,,0.02241899,0.7286758524694292,15.224623614299793,,,,,,,,,,,,,,,,1.845907,1.6128970107458507,12.499946672582452,10.14777,3.477326908375522,27.53169921995029,,,,0.0004093164,1.2873093793783985,17.73319327489382,,,,25.03949682534951,0.5524861878453136,7.90513833992097
1975-10-01,,,,0.2523144136801001,8.410763659525134,344.4082393386283,,,,0.286173,0.0,20.58823281539832,,,,2.552026,2.6086949529259496,15.68625228865601,,,,6.626962216254348,-0.9497756850584405,-5.623785124045522,1.807523,0.8498619922769235,18.66663077716957,,,,,,,0.0225338,0.5121104920426722,13.561422438230842,,,,,,,,,,,,,,,,1.845907,0.0,12.499946672582452,10.28986,1.4002091099817982,30.539935234057847,,,,0.0004190568,2.379674989812286,18.12792337553133,,,,25.17707647823604,0.5494505494505253,7.436399217221101
1975-11-01,,,,0.2729570808016305,8.181326948567612,338.2227555094614,,,,0.286173,0.0,17.142868838366887,,,,2.595281,1.6949278729918804,15.384642744247735,,,,6.604264576872032,-0.34250443327780156,-4.839776637318649,1.858297,2.8090375613477825,19.607854495648347,,,,,,,0.02269167,0.700591999573974,11.266729234272542,,,,,,,,,,,,,,,,1.875208,1.5873497418884108,12.280710158091669,10.21408,-0.7364531684590503,27.847571440873644,,,,0.0004247018,1.3470727595877197,17.196102714898153,,,,25.36051601541809,0.7285974499089409,7.378640776699008
1975-12-01,,,,0.2923335207184575,7.098713050389294,340.69818660483816,,,,0.286173,0.0,17.142868838366887,,,,2.638535,1.6666403368267302,16.190439703532267,,,,6.413625382664903,-2.8866074638309036,-6.175327840898392,1.898915,2.18576470822478,19.488811659206927,,,,,,,0.02287681,0.8158941144481568,11.305073406882137,,,,,,,,,,,,,,,,1.875208,0.0,12.280710158091669,10.26145,0.46377157805697067,26.45141335081551,,,,0.0004305682,1.3812985958618462,16.258238716906746,,,,25.45223578400912,0.3616636528029238,6.936416184971095
1976-01-01,,,,0.3229466913468622,10.47200148418419,327.32368648198246,,,,0.2931528,2.439014162761688,16.6666799324084,,,,2.638535,0.0,14.018689569491706,,,,6.250222402234549,-2.547747501311959,-8.56574358144604,1.939533,2.139010961522758,20.886033740310438,,,,,,,0.02331885,1.93226240896347,12.024275685545982,,,,,,,,,,,,,,,,1.875208,0.0,10.344843819049832,10.32775,0.6461075189178933,23.027102235399855,,,,0.0004459535,3.573255061567493,19.342418932357376,,,,25.49809566830463,0.18018018018017834,6.717850287907878
1976-02-01,,,,0.3554036123196764,10.050241059120712,303.5406109279383,,,,0.3001326,2.380942634694283,16.216230867643276,,,,2.638535,0.0,14.018689569491706,,,,6.082276079999666,-2.6870455389689796,-10.726196390710196,1.980152,2.0942670220099435,22.257037420747384,,,,,,,0.02375514,1.8709756270142153,13.494245295188412,,,,,,,,,,,,,,,,1.904508,1.562493334072812,10.16950819311775,10.44143,1.100723778170476,22.17545971581949,,,,0.0004558045,2.2089747025194173,16.756431786535074,,,,25.58981543689565,0.3597122302158029,6.28571428571425
1976-03-01,,,,0.403542316566635,13.544798808532942,278.16235889385206,,,,0.3071125,2.3256054157395623,15.789483605954757,,,,2.725045,3.278713376930753,13.513507884372267,,,,5.996038399095084,-1.4178521292079638,-10.923805537436436,1.980152,0.0,19.999975759441547,,,,,,,0.02398764,0.9787355494431882,13.886607345483082,,,,,,,,,,,,,,,,1.933808,1.538455076061629,11.864416584186909,10.62141,1.7237102580776709,21.98290306954147,,,,0.0004606747,1.068484405046477,15.611118751461861,,,,25.63567532119116,0.17921146953405742,6.072106261859589
1976-04-01,,,,0.4515611020920061,11.899318498718593,250.3726541084883,,,,0.3140923,2.272717652326106,15.384626687968584,,,,2.746672,0.7936382701936973,13.392853456810204,,,,6.059583208027433,1.0597798863652974,-10.522758903247464,1.990307,0.5128394183880891,18.428993133963,,,,,,,0.02415556,0.7000271806647085,13.722994063284165,,,,,,,,,,,,,,,,1.963108,1.5151452470979487,11.666677095142397,10.73508,1.0701968947625762,19.517688764452366,,,,0.0004614495,0.16818809454914874,15.356953223198522,,,,25.72739508978219,0.3577817531305927,6.049149338374282
